-10 -12 -29 => -12 1.0
-2 -12 => -3 1.0
-27 -31 -12 => -31 1.0
-9 => -24 0.142857142857
-9 => -10 0.142857142857
-9 => -8 0.642857142857
-9 => -22 0.0714285714286
-37 -17 => -29 1.0
-34 -25 => -34 0.5
-34 -25 => -29 0.5
-15 -12 -27 => -24 1.0
-15 -34 => -19 0.285714285714
-15 -34 => -18 0.428571428571
-15 -34 => -13 0.142857142857
-15 -34 => -15 0.142857142857
-22 -19 => -20 0.285714285714
-22 -19 => -22 0.571428571429
-22 -19 => -16 0.142857142857
-13 -12 -27 => -13 1.0
-14 -15 => -19 0.2
-14 -15 => -27 0.2
-14 -15 => -29 0.2
-14 -15 => -17 0.2
-14 -15 => -31 0.2
-15 -14 => -13 0.5
-15 -14 => -8 0.5
-14 -13 => -12 0.6
-14 -13 => -17 0.4
-24 -14 => -24 0.25
-24 -14 => -3 0.25
-24 -14 => -17 0.25
-24 -14 => -31 0.25
-26 -20 => -32 1.0
-15 -8 => -20 1.0
-37 -25 -24 => -36 1.0
-4 => -15 1.0
-36 -24 -17 => -29 1.0
-7 -24 -8 => -12 1.0
-31 -17 => -19 1.0
-20 -18 -17 => -7 0.5
-20 -18 -17 => -15 0.5
-29 -22 -10 => -17 1.0
-14 => -34 0.0285714285714
-14 => -29 0.0428571428571
-14 => -38 0.0571428571429
-14 => -24 0.0428571428571
-14 => -36 0.0714285714286
-14 => -26 0.0714285714286
-14 => -27 0.0142857142857
-14 => -32 0.0428571428571
-14 => -31 0.0857142857143
-14 => -10 0.185714285714
-14 => -7 0.0142857142857
-14 => -12 0.0857142857143
-14 => -15 0.0714285714286
-14 => -17 0.0714285714286
-14 => -13 0.0714285714286
-14 => -8 0.0285714285714
-14 => -3 0.0142857142857
-18 -13 -17 -12 => -29 0.5
-18 -13 -17 -12 => -30 0.5
-25 -24 -36 => -22 1.0
-27 -25 => -17 1.0
-28 -10 => -12 1.0
-12 -29 => -27 0.0833333333333
-12 -29 => -10 0.166666666667
-12 -29 => -13 0.333333333333
-12 -29 => -12 0.0833333333333
-12 -29 => -14 0.0833333333333
-12 -29 => -17 0.25
-34 -19 -14 => -32 1.0
-34 -22 => -35 0.285714285714
-34 -22 => -34 0.428571428571
-34 -22 => -29 0.142857142857
-34 -22 => -17 0.142857142857
-13 -7 => -8 0.333333333333
-13 -7 => -22 0.666666666667
-37 -29 => -37 0.5
-37 -29 => -19 0.25
-37 -29 => -17 0.25
-16 -12 => -15 1.0
-30 -17 => -13 1.0
-18 -27 => -22 1.0
-22 -29 => -19 0.2
-22 -29 => -8 0.4
-22 -29 => -17 0.4
-29 -5 => -25 0.333333333333
-29 -5 => -7 0.666666666667
-24 -9 -8 => -12 1.0
-10 -29 -13 => -10 0.2
-10 -29 -13 => -12 0.2
-10 -29 -13 => -22 0.2
-10 -29 -13 => -17 0.4
-34 -12 => -14 0.5
-34 -12 => -30 0.5
-22 -19 -20 => -19 1.0
-14 -7 => -15 1.0
-31 -12 -15 => -14 1.0
-29 -36 => -20 1.0
-10 -25 => -24 0.25
