-30|	-29|-30	0.333333333333
-27|-26	-29|-27.-26	1.0
-29|-28	-27|	1.0
-33|-36.-24	-30|	1.0
-28|	-29|-28	1.0
-28|	-31|	0.666666666667
-33|-31.-29	-32|	0.105263157895
-33|-31.-29	-31|-33	0.894736842105
-29|-30	-30|	0.333333333333
-29|-30	-31|-29	0.333333333333
-29|-30	-25|	0.333333333333
-33|-32	-31|-33	1.0
-29|-31	-31|-29	0.9375
-29|-31	-26|	0.0625
-29|-27.-26	-27|	1.0
-33|-29	-31|-33	1.0
-26|-24	-24|	1.0
-25|	-28|	1.0
-35|	-33|-35	1.0
-35|	-36|	0.666666666667
-27|	-26|	0.2
-27|	-29|	0.8
-33|	-30|	0.0113636363636
-33|	-31|-33	0.933333333333
-33|	-36|	0.25
-33|	-28|	0.0113636363636
-33|	-29|-33	0.625
-33|	-34|	0.181818181818
-33|	-32|	0.0227272727273
-29|-36	-31|-29	0.0833333333333
-29|-36	-26|	0.833333333333
-29|-36	-27|	0.0833333333333
-31|	-29|-31	0.0625
-31|	-33|	0.753846153846
-29|-33.-36	-31|-29	1.0
-31|-36	-29|-31.-36	1.0
-31|-33	-33|-31.-33	0.428571428571
-31|-33	-29|-31	0.0666666666667
-31|-29.-26	-29|-31	1.0
-29|-31.-36	-26|	1.0
-29|-33	-31|-29	0.0625
-29|-33	-26|	0.625
-29|-33	-27|	0.3125
-33|-35	-34|	1.0
-29|	-30|	0.0126582278481
-29|	-33|-29	1.0
-29|	-24|	0.0379746835443
-29|	-25|	0.0126582278481
-29|	-28|	0.0126582278481
-29|	-31|-29	0.612903225806
-29|	-26|	0.291139240506
-29|	-27|	0.113924050633
-29|	-32|	0.0253164556962
-33|-36.-33.-36	-29|-33.-36	1.0
-36|-24	-33|-36.-24	1.0
-29|-26	-31|-29.-26	1.0
-29|-26	-33|-29	0.304347826087
-29|-26	-24|	0.130434782609
-29|-26	-28|	0.0434782608696
-29|-26	-26|	0.0434782608696
-29|-26	-27|	0.0434782608696
-29|-26	-32|	0.0434782608696
-36|-33.-36	-33|-36.-33.-36	1.0
-36|-33.-36	-31|-36	0.1
-36|-33.-36	-29|-36	0.8
-24|	-26|-24	1.0
-24|	-36|-24	1.0
-24|	-35|	0.25
-24|	-22|	0.25
-33|-31.-33	-31|-33	0.0357142857143
-33|-31.-33	-36|	0.428571428571
-33|-31.-33	-28|	0.0357142857143
-33|-31.-33	-29|-33	0.5
-36|	-30|	0.0238095238095
-36|	-31|-36	1.0
-36|	-35|	0.0238095238095
-36|	-29|-36	0.833333333333
-36|	-33|-36	0.37037037037
-31|-29	-29|-31	0.387096774194
-31|-29	-33|-31.-29	0.105263157895
-26|	-27|-26	1.0
-26|	-24|	0.0769230769231
-26|	-29|-26	0.0434782608696
-34|	-35|	0.0625
-34|	-36|	0.9375
-32|	-33|-32	1.0
-32|	-31|	0.25
-22|	-36|	1.0
-33|-36	-30|	0.037037037037
-33|-36	-36|-33.-36	0.1
-33|-36	-34|	0.555555555556
-33|-36	-29|-33.-36	1.0
