24|	0|24	1.0
0|	4|	0.820512820513
0|	6|	0.025641025641
0|	12|0	1.0
0|	7|0	1.0
0|	5|	0.102564102564
7|11	5|7	1.0
0|-3	6|	1.0
12|	9|12	1.0
12|	7|12	1.0
12|	19|12	0.2
12|	16|12	0.5
12|	0|12	1.0
12|	14|12	1.0
7|2.-1.-5	6|	1.0
2|7	7|2.7	1.0
2|7	-3|	0.5
14|	17|	0.142857142857
14|	19|14	0.666666666667
14|	12|14	1.0
-5|	0|-5	1.0
-5|	-1|-5	1.0
7|0	9|7	1.0
9|17	17|	1.0
7|2	11|	0.111111111111
7|2	6|	0.111111111111
7|2	2|7	0.111111111111
7|2	0|7.2	0.5
7|2	-1|	0.444444444444
7|9	2|7	0.333333333333
7|9	19|7	0.666666666667
16|	12|16	1.0
16|	14|16	1.0
16|	7|16	1.0
16|	19|16	1.0
0|12	7|0	1.0
2|	0|	0.0833333333333
2|	-5|2	1.0
2|	7|2	0.111111111111
2|	-3|	0.0833333333333
7|16	12|	1.0
-1|	2|	1.0
9|12	12|9	1.0
5|7	4|5	0.333333333333
5|7	7|5	0.666666666667
4|	-1|4	1.0
4|	7|4	0.666666666667
4|	-5|	0.233766233766
4|	0|4	1.0
4|	5|	0.012987012987
-3|	0|-3	1.0
6|	9|6	1.0
6|	7|	0.5
7|19	9|7	1.0
9|8	-5|	1.0
19|	12|19	0.5
19|	24|	0.153846153846
19|	7|19	1.0
19|	17|	0.153846153846
19|	0|	0.153846153846
19|	16|	0.153846153846
19|	14|19	1.0
4|0.-5	-5|	1.0
19|12	16|	0.4
19|12	14|19	0.2
19|12	17|	0.4
0|7.2	4|0.7	0.5
0|7.2	12|0	0.5
19|7	7|19	0.5
19|7	0|	0.5
12|0	19|12	1.0
-1|-5	2|-1.-5	0.333333333333
9|	0|9	0.75
9|	12|9	1.0
9|	-5|	0.1
9|	17|	0.05
9|	7|9	0.666666666667
9|	8|	0.1
4|5	5|	1.0
4|7	0|4	0.666666666667
4|7	-1|4	0.166666666667
4|7	-5|	0.166666666667
4|0.7	7|4	1.0
12|16	9|12	1.0
11|	7|11	1.0
9|7	7|9	0.666666666667
9|7	8|	0.333333333333
0|9	4|	0.25
0|9	5|	0.75
2|-1.4	7|2.-1.4	1.0
0|7	4|0.7	1.0
0|7	12|0	0.0526315789474
0|7	5|	0.0526315789474
-1|4	2|-1.4	1.0
2|-1.-5.2	0|	1.0
12|17	16|12	1.0
17|	16|	0.5
17|	12|17	1.0
17|	9|17	1.0
16|12	12|16	0.5
16|12	7|16	0.5
7|5	12|	0.333333333333
7|5	9|7	0.666666666667
9|6	7|9	1.0
-1|-5.2	2|-1.-5.2	1.0
19|14	12|19	0.333333333333
19|14	24|	0.666666666667
5|	7|5	0.666666666667
5|	9|5	1.0
5|	4|5	1.0
14|12	19|14	1.0
12|19	19|12	0.5
12|19	0|12	0.5
7|2.7	11|	1.0
7|	5|7	0.333333333333
7|	11|	0.0232558139535
7|	9|7	0.333333333333
7|	6|	0.0232558139535
7|	0|7	0.0526315789474
7|	12|	0.0348837209302
7|	2|7	0.5
7|	19|7	0.5
7|	-1|	0.139534883721
7|	4|7	0.166666666667
7|12	12|	1.0
9|5	0|9	1.0
7|4	0|7	0.666666666667
7|4	4|7	0.25
7|4	-1|	0.0833333333333
19|16	12|19	1.0
2|-1.-5	-5|2	0.333333333333
2|-1.-5	7|2.-1.-5	1.0
2|-1.-5	0|	0.333333333333
4|0.4	7|4.0.4	1.0
7|4.0.4	4|7	1.0
0|24	7|0	1.0
-5|2	-1|-5.2	1.0
12|9	7|12	1.0
14|16	12|14	1.0
12|14	14|12	1.0
14|19	17|	1.0
0|-5	4|0.-5	1.0
0|4	4|0.4	1.0
8|	9|8	1.0
7|2.-1.4	2|7	1.0
