-17|-13	-12|-17.-13	0.333333333333
-17|-12.-17	-12|-17.-12.-17	0.5
7|2.4	9|7	1.0
-10|-19	-15|-10	1.0
-13|-5.-10	-5|-13.-5.-10	1.0
-5|-3	0|-5	0.166666666667
-5|-3	-3|-5	0.5
-5|-3	-7|-5.-3	1.0
-5|-3	7|-5	0.166666666667
-7|-17	-10|-7	1.0
-19|-24	-24|	1.0
7|0	4|7	1.0
-7|-3.-7	-3|-7.-3.-7	0.571428571429
0|	-7|0	1.0
0|	4|	0.315789473684
0|	-12|0	1.0
0|	-8|0	1.0
0|	9|0	1.0
0|	5|	0.105263157895
0|	7|0	1.0
0|	-3|0	0.5
0|	-5|0	0.333333333333
0|	-1|	0.0131578947368
-24|-7	-12|-24.-7	1.0
-12|-7.-3	0|-12	1.0
-1|	0|-1	1.0
-1|	-3|-1	1.0
0|-5	-7|0	0.4
0|-5	-12|0	0.4
0|-5	7|0	0.2
0|7	4|	0.540540540541
0|7	9|0	0.0810810810811
0|7	7|0	0.324324324324
0|7	5|	0.0540540540541
-12|-8.-5	-7|-12.-8	0.0833333333333
-12|-8.-5	-5|-12	0.666666666667
-12|-8.-5	0|-12	0.166666666667
-12|-8.-5	-8|-12.-8	0.0833333333333
-6|-12	-17|-6	1.0
-5|-13.-5.-10	-10|-5.-13	1.0
-5|7.5	7|-5	1.0
-17|-12.-20	-12|-17	1.0
0|-12	4|	0.1
0|-12	7|0	0.2
0|-12	-5|0	0.6
0|-12	-1|	0.1
-8|4	-7|-8	1.0
-12|-17.-13	0|-12	0.333333333333
-12|-17.-13	-8|-12.-17	0.666666666667
-12|-3	-8|-12	0.1875
-12|-3	-7|-12.-3	1.0
-12|-3	-5|-12	0.125
-12|-3	-3|-12	0.125
-8|-7	-5|-8.-7	1.0
-8|-7	-10|-8	0.1
-8|-7	-7|-8	0.3
-12|-7	-7|-12	0.729166666667
-12|-7	-15|-12.-7	1.0
-12|-7	0|-12	0.0208333333333
-12|-7	-8|-12.-7	1.0
-15|-12.-17	-6|-15	0.5
-15|-12.-17	-7|-15	0.5
9|	11|	0.0416666666667
9|	0|9	0.214285714286
9|	7|9	1.0
9|	4|9	1.0
9|	5|	0.291666666667
-5|-8.-5.-10	0|-5	0.125
-5|-8.-5.-10	-8|-5.-8	0.875
2|4	-5|	0.333333333333
2|4	4|2	0.333333333333
2|4	7|2.4	1.0
-10|-5	-7|-10.-5	1.0
-10|-5	-13|-10	0.0666666666667
-10|-5	-5|-10.-5	0.0789473684211
-5|-8.-5.-8	-19|-5	0.108695652174
-5|-8.-5.-8	-8|-5.-8	0.54347826087
-5|-8.-5.-8	-10|-5.-8	0.0652173913043
-5|-8.-5.-8	-7|-5.-8	0.173913043478
-5|-8.-5.-8	-13|	0.108695652174
11|	12|	1.0
-3|-1	-5|-3	1.0
-8|-12	-10|-8	0.0595238095238
-8|-12	-7|-8	0.0119047619048
-8|-12	0|-8	0.0357142857143
-8|-12	-12|-8	0.119047619048
-8|-12	-5|-8.-12	0.037037037037
-8|-12	-17|-8	0.0714285714286
-8|-12	-19|-8	0.0595238095238
-5|-10.-17	-8|-5.-10	0.0344827586207
-5|-10.-17	-24|	0.0344827586207
-5|-10.-17	-17|-5	0.689655172414
-5|-10.-17	-12|-5	0.241379310345
-5|-10.-5.-10	-8|-5.-10	1.0
-8|	-10|-8	1.0
-8|	-7|-8	0.5
-8|	0|-8	1.0
-8|	-12|-8	0.285714285714
-8|	-19|-8	1.0
-8|	-3|-8	1.0
-8|	-17|-8	1.0
-8|	-5|-8	0.0240963855422
-8|-7.-5	-7|-8	0.75
-8|-7.-5	-10|-8	0.25
-19|-12	-12|-19	0.714285714286
-19|-12	-7|-19	0.285714285714
-17|-10	-8|-17	1.0
2|7.4	7|2.7.4	0.142857142857
-7|-15	-12|-7.-15	1.0
-5|-8.-12	-10|-5.-8.-12	1.0
-5|-8.-12	-17|-5	0.111111111111
-5|-8.-12	-12|-5	0.851851851852
-12|-19.-7	-7|-12.-19	1.0
-8|-12.-17	0|-8	1.0
-7|0	-3|-7.0	1.0
-20|-5	-19|-20	1.0
-12|-5.-8.-5	-5|-12	0.894736842105
-12|-5.-8.-5	-3|-12	0.105263157895
4|9	7|4.9	1.0
-15|-12.-13	-19|-15	1.0
-10|-5.-8	-7|-10.-5	0.222222222222
-10|-5.-8	-5|-10.-5.-8	0.428571428571
-5|7	7|-5	0.333333333333
-5|7	2|	0.666666666667
-5|-8.-5	0|-5	0.010101010101
-5|-8.-5	-19|-5	0.10101010101
-5|-8.-5	-7|-5.-8	0.0808080808081
-5|-8.-5	-10|-5.-8	0.0707070707071
-5|-8.-5	-8|-5.-8	0.434343434343
-5|-8.-5	-12|-5.-8.-5	0.894736842105
-5|-8.-5	-13|	0.111111111111
-7|-5.-3	-8|-7.-5	1.0
2|7.5	4|2	1.0
-3|-5	-5|-3	1.0
-7|-3	-3|-7.-3	0.363636363636
-7|-3	-12|-7.-3	1.0
-17|-5.-7.-8	-12|-17.-5	1.0
-20|	-12|-20	1.0
-20|	-19|-20	0.2
-20|	-22|	0.0384615384615
-20|	-24|-20	0.2
-12|-17.-5	-24|-12	0.2
-12|-17.-5	0|-12	0.4
-12|-17.-5	-8|-12.-17	0.2
-12|-17.-5	129|	0.2
-12|-24.-12	-5|-12	0.333333333333
-12|-24.-12	-17|-12.-24	0.333333333333
-12|-24.-12	-19|-12	0.333333333333
-5|-10.-5	-17|-5.-10.-5	1.0
-5|-10.-5	-8|-5.-10	0.184210526316
-5|-10.-5	-7|-5.-10	0.236842105263
-5|-10.-5	-12|-5	0.0526315789474
-5|-10.-5	-10|-5.-10	0.184210526316
-5|-10.-5	-13|-5.-10	0.131578947368
-5|-10.-5	-20|-5	0.0789473684211
-3|-7.-12	-12|-3	1.0
-17|	-12|-17	0.047619047619
-17|	-8|-17	1.0
-17|	-15|-17	1.0
-17|	-20|-17	1.0
-17|	-10|-17	1.0
-17|	-24|	0.0288461538462
-17|	-5|-17	0.772727272727
-17|	-7|-17	1.0
-17|	-29|	0.0384615384615
-17|	-13|-17	1.0
-17|	-19|-17	1.0
-8|0	-5|-8.0	1.0
5|9.5	9|5.9.5	1.0
-12|-24.-7	-24|-12	1.0
-17|-12.-24	-20|-17	1.0
-19|-20	-17|-19	0.8
-19|-20	-18|	0.2
-12|-17	-24|-12	0.047619047619
-12|-17	0|-12	0.142857142857
-12|-17	-17|-12.-17	1.0
-12|-17	-8|-12.-17	1.0
-12|-17	-5|-12	0.047619047619
-12|-17	-15|-12.-17	0.5
-12|-17	129|	0.047619047619
-5|-7.-5.-7.-5.-8	-10|-5.-7	1.0
-8|7	-7|-8	0.75
-8|7	-5|-8.7	1.0
-20|-19	-22|	1.0
-10|-15	-19|-10	0.5
-10|-15	-17|-10	0.5
-5|0.-8	-12|-5.0	1.0
-5|-8	0|-5	0.0240963855422
-5|-8	-19|-5	0.0602409638554
-5|-8	-10|-5.-8	0.777777777778
-5|-8	-8|-5.-8	0.884615384615
-5|-8	-17|-5	0.0361445783133
-5|-8	-7|-5.-8	0.625
-5|-8	-13|	0.066265060241
-5|-8	-12|-5	0.39156626506
-12|-5.-8.-12.-8	-5|-12	0.454545454545
-12|-5.-8.-12.-8	-8|-12.-5.-8.-12.-8	0.166666666667
-5|-12.-8.-5.0	-8|-5.-12.-8.-5.0	1.0
-5|-12.-8.-5.0	-7|-5.-12	0.333333333333
-5|-12.-8.-5.0	-3|-5	0.333333333333
5|7	7|5	0.875
5|7	9|5	0.125
-13|-12	-12|-13	0.75
-13|-12	-15|-13	0.25
-12|0	0|-12	1.0
-3|	-5|-3	0.166666666667
-3|	-12|-3	0.125
-3|	-8|-3	1.0
-3|	-7|-3	0.0833333333333
-3|	0|-3	0.5
-3|	-1|	0.0238095238095
-10|-5.-8.-12	-7|-10.-5	1.0
-5|-7.-5	-10|-5.-7	0.128205128205
-5|-7.-5	-12|-5.-7	0.282051282051
-5|-7.-5	-17|-5.-7.-5	0.8
-5|-7.-5	-13|	0.282051282051
-5|-7.-5	-7|-5	0.179487179487
-8|-5.-12.-8.-5.0	-3|-8	1.0
-15|-12.-19	-12|-15	1.0
-7|-5.-12	-12|-7	0.833333333333
-7|-5.-12	-8|-7.-5	0.166666666667
-7|-3.0	-12|-7.-3	1.0
-17|-6	-5|-17	1.0
-8|-12.-8.-17	-17|-8	1.0
-19|-5	-12|-19	1.0
-5|-7.-5.-8	-7|-5.-7.-5.-8	1.0
-5|-7.-5.-8	-10|-5.-7	0.2
4|7	7|4.7	0.545454545455
4|7	2|4	0.0434782608696
-5|-8.-7	-8|-5.-8.-7	1.0
-7|-12	-17|-7	0.12
-7|-12	-19|-7	0.02
-7|-12	-12|-7	0.6
-7|-12	5|-7	0.02
-7|-12	-3|-7.-12	1.0
-17|-15	-19|-17	1.0
-5|-8.-12.-8	-12|-5.-8.-12.-8	0.454545454545
-17|-24	-12|-17.-24	1.0
