9|-3	5|9.-3	1.0
-9|	-6|-9	1.0
-9|	-3|-9	1.0
-8|-5.-2	-12|-8	1.0
-1|0	-12|-1	1.0
-5|-8.-12	-2|	1.0
2|-7	-5|2	1.0
0|	-7|0	1.0
0|	2|0	1.0
0|	4|0	0.5
0|	-8|0	1.0
0|	-1|0	1.0
0|	-4|	0.0666666666667
0|	-10|	0.0666666666667
0|	12|0	1.0
0|	-3|0	0.5
0|	-5|0	0.5
0|	7|0	0.5
16|	12|16	0.666666666667
16|	17|	0.25
-1|	0|-1	1.0
-1|	-3|-1	1.0
-1|	-9|	0.0769230769231
-1|	4|-1	1.0
-1|	-10|-1	1.0
-1|	-8|-1	1.0
-1|	-12|-1	1.0
-1|	2|-1	1.0
-1|	-7|-1	1.0
-1|	-5|-1	0.666666666667
0|-5	-7|0	0.333333333333
0|-5	4|0	0.333333333333
0|-5	7|0	0.333333333333
-1|-3	-8|-1	0.333333333333
-1|-3	-5|-1	0.333333333333
-1|-3	-9|	0.333333333333
9|11	12|9	1.0
-8|4	-2|	1.0
4|0	-5|4	0.5
4|0	5|	0.5
-3|-10	0|-3	1.0
9|	11|	0.0769230769231
9|	12|9	1.0
9|	7|9	0.5
9|	5|	0.461538461538
-10|-1	-3|-10	1.0
2|4	9|2	0.5
2|4	0|2	0.5
-10|-5	-5|-10	0.5
-10|-5	-11|	0.25
-10|-5	-9|	0.25
12|16	11|12	0.666666666667
12|16	14|	0.333333333333
11|	9|11	1.0
11|	12|11	0.5
-5|-2	-8|-5.-2	1.0
-3|-1	0|-3	1.0
-8|-12	-5|-8.-12	1.0
-8|	0|-8	0.5
-8|	-7|-8	1.0
-8|	-12|-8	1.0
-8|	-2|	0.0833333333333
-8|	-3|-8	1.0
-8|	-5|-8	0.25
0|-7	-4|	1.0
-9|-5	-6|-9	1.0
-5|4	0|-5	0.5
-5|4	-6|-5	0.5
-1|-6	-7|-1	1.0
-7|0	-3|-7	1.0
4|-1	-8|4	1.0
-5|-8.-5	0|-5	1.0
12|9	9|12	1.0
-7|-3	-5|-7	0.333333333333
-7|-3	-10|	0.333333333333
-7|-3	-12|-7	0.333333333333
0|4	-3|0	1.0
-5|-8.-1	-1|-5.-8	1.0
-1|-5.-3	0|-1	1.0
-8|0	0|-8.0	1.0
-8|-1	-5|-8.-1	1.0
12|0	16|	1.0
-3|-4	-5|-3	1.0
-6|-5	-5|-6	1.0
-5|-8	-10|-5	0.25
-5|-8	0|-5	0.25
-5|-8	-2|	0.25
-5|-8	-1|-5.-8	1.0
5|7	9|	1.0
-3|	-1|-3	0.333333333333
-3|	9|-3	1.0
-3|	0|-3	0.333333333333
