-15|4	0|-15	1.0
16|4	-12|16.4	1.0
-8|9	7|-8	1.0
4|-10	9|4	1.0
-5|9	7|-5	1.0
21|-3.-19	-3|21	1.0
-10|9	2|-10	1.0
-17|2	2|-17	1.0
-12|5	7|-12	1.0
-8|-17	-17|	1.0
-10|14	12|-10	1.0
-13|	12|-13	1.0
-13|	4|-13	1.0
9|4	-10|9	1.0
-10|-5	12|-10	1.0
2|0	-3|2	0.5
2|0	4|2	0.5
-15|-10	-17|-15	0.166666666667
-15|-10	129|	0.166666666667
-15|-10	19|-15	0.666666666667
-15|17	21|	1.0
14|	-10|14	1.0
14|	16|14	1.0
14|	9|14	1.0
14|	-12|14	1.0
14|	-15|14	1.0
14|	12|14	1.0
22|	10|	1.0
-7|	-3|-7	1.0
-7|	9|-7	1.0
-7|	14|-7	1.0
-7|	-5|-7	1.0
-7|	-12|-7	0.5
-7|	19|-7	1.0
-5|0	7|-5	0.333333333333
-5|0	-8|-5	0.333333333333
-5|0	0|	0.333333333333
2|	-3|2	1.0
2|	-12|2	1.0
2|	-10|	0.05
2|	-5|2	0.5
2|	14|2	1.0
2|	0|	0.05
2|	-17|2	1.0
2|	4|2	0.25
2|	5|	0.4
129|	-8|129	0.5
129|	19|	0.166666666667
129|	4|129	1.0
129|	-12|	0.166666666667
12|14	9|12	1.0
9|12	5|9	0.5
9|12	10|	0.5
14|-10	-15|14	1.0
9|-17	-5|9	0.5
9|-17	-19|	0.5
-12|-8	-8|-12	0.5
-12|-8	21|-12	0.0588235294118
-12|-8	-3|-12	0.264705882353
-12|-8	12|-12	0.0588235294118
-12|-8	-10|	0.117647058824
14|9	-10|14	0.5
14|9	9|14	0.5
-5|-3	-14|	0.5
-5|-3	19|-5	0.5
21|-3	-10|21	0.416666666667
21|-3	-7|21	0.5
21|-3	-3|21	0.0833333333333
12|4	0|	1.0
7|-5	-5|7	0.333333333333
7|-5	5|7	0.333333333333
7|-5	-3|	0.333333333333
-7|12	14|-7	1.0
19|21	7|19	0.125
19|21	16|19	0.375
19|21	-20|	0.375
19|21	-19|	0.125
5|9	-12|5	1.0
-12|	19|-12	0.142857142857
-12|	-7|-12	0.166666666667
-12|	2|-12	1.0
-12|	12|-12	0.666666666667
-12|	-8|-12	0.0277777777778
-12|	7|-12	1.0
-12|	21|-12	0.5
-12|	-3|-12	0.111111111111
-12|	17|	0.0113636363636
-12|	-10|	0.0681818181818
-12|	-20|	0.0113636363636
-12|	16|	0.102272727273
-12|	4|-12	0.25
-12|	-15|-12	1.0
4|2	5|4	0.25
4|2	2|4	0.5
4|2	0|	0.25
19|-12	-12|19	0.142857142857
19|-12	-8|19	0.714285714286
19|-12	-5|19	0.142857142857
12|-13	-15|	1.0
7|5	9|7	1.0
5|-3	2|5	0.333333333333
5|-3	-10|5	0.333333333333
5|-3	-3|5	0.333333333333
17|	-12|17	0.5
17|	-15|17	1.0
17|	16|17	1.0
-12|-15	-10|-12.-15	1.0
4|129	19|4	1.0
-17|-8.19	16|-17	1.0
-10|4	4|-10	1.0
-3|12	-5|-3	1.0
-15|-12	12|-15	1.0
12|-17	-12|12	0.666666666667
12|-17	-8|12	0.333333333333
16|17	-15|16	1.0
-19|-3	2|-19	1.0
-8|-12.-8.16	-12|-8.-12.-8.16	0.333333333333
-8|-10	-7|-8	1.0
14|-7	-12|14	1.0
12|-10	9|12	0.5
12|-10	4|12	0.5
-10|-12.-15	-8|-10	1.0
-12|12	-7|-12	0.25
-12|12	-8|-12	0.5
-12|12	12|-12	0.125
-12|12	4|-12	0.125
7|-12	-13|	1.0
12|-8	-12|12	1.0
-3|-19	21|-3.-19	1.0
-10|5	-8|-10	0.2
-10|5	-3|-10	0.2
-10|5	5|	0.6
-15|	12|-15	1.0
-15|	0|-15	1.0
-15|	21|	0.0555555555556
-15|	-12|-15	1.0
-15|	19|-15	0.2
-15|	14|-15	1.0
-15|	129|	0.0555555555556
-15|	-17|-15	0.2
