-15|4	0|-15	1.0
-3|5	5|-3	1.0
-7|21	19|-7	0.833333333333
-7|21	-12|-7	0.166666666667
-15|14	-17|-15	1.0
0|	-3|0	1.0
0|	2|0	0.5
0|	-5|0	0.333333333333
16|	-15|16	1.0
16|	12|16	1.0
16|	-12|16	0.05
16|	-5|16	0.5
16|	17|	0.05
16|	-8|16	0.142857142857
-1|	4|-1	0.666666666667
-1|	129|	0.25
5|4	7|5	1.0
12|-15	-8|12	1.0
7|19	17|	1.0
-17|-2	9|-17	1.0
19|	129|19	1.0
19|	-5|19	1.0
19|	7|19	1.0
19|	4|19	1.0
19|	-12|19	0.833333333333
19|	-8|19	0.5
19|	16|19	0.222222222222
19|	-20|	0.09375
19|	-19|	0.03125
14|2	16|14	1.0
-3|-10	5|-3	1.0
21|4	19|21	1.0
9|	-8|9	1.0
9|	10|	0.0769230769231
9|	-10|9	1.0
9|	-5|9	1.0
9|	14|9	0.5
9|	21|	0.0769230769231
9|	-3|9	1.0
9|	7|9	0.333333333333
9|	-19|	0.0769230769231
9|	5|9	1.0
2|4	-5|2	0.5
2|4	-17|2	0.25
2|4	4|2	0.25
12|-3	-3|12	1.0
12|16	22|	1.0
-14|	14|-14	1.0
-14|	2|-14	1.0
-8|-12	-17|	0.0277777777778
-8|-12	-12|-8	0.861111111111
-8|-12	21|	0.0277777777778
-8|-12	12|-8	0.0833333333333
4|19	21|4	1.0
-8|	-7|-8	1.0
-8|	-12|-8	0.117647058824
-8|	7|-8	1.0
-8|	-3|	0.0285714285714
-8|	21|	0.0142857142857
-8|	-5|-8	1.0
-8|	12|-8	1.0
-8|	16|	0.114285714286
-8|	129|-8	1.0
-8|	-17|	0.2
-12|16	16|	0.45
-12|16	2|-12	0.05
-12|16	-8|-12	0.5
16|-17	-12|16.-17	1.0
16|-17	-8|16	0.125
16|19	12|16	0.111111111111
16|19	-5|16	0.222222222222
16|19	-8|16	0.666666666667
-7|-8	-5|-7	1.0
129|19	19|	1.0
2|-19	0|	1.0
-10|12	14|-10	1.0
2|-12	-12|2	1.0
4|-1	19|4	0.666666666667
4|-1	129|	0.333333333333
-5|7	7|-5	1.0
19|4	4|19	1.0
2|-17	4|2	1.0
-3|-5	2|-3	0.666666666667
-3|-5	0|	0.333333333333
-7|-3	-12|-7	1.0
-20|	-12|-20	1.0
14|-15	12|14	1.0
-12|-8.-12.-8.16	12|-12	0.666666666667
-12|-8.-12.-8.16	-10|	0.333333333333
0|-15	-3|0	1.0
-12|16.4	2|-12	1.0
-12|17	19|-12	0.5
-12|17	4|-12	0.5
-17|	12|-17	0.666666666667
-17|	-12|-17	1.0
-17|	9|-17	0.5
-17|	19|	0.0434782608696
-17|	2|-17	1.0
-17|	21|	0.0434782608696
-17|	16|-17	0.875
-17|	-8|-17	1.0
10|	-2|	0.5
10|	-17|10	1.0
-17|-8.16	16|-17	1.0
-12|-17	-8|-12	1.0
-3|-12	-7|-3	0.111111111111
-3|-12	21|-3	0.777777777778
-3|-12	-10|	0.111111111111
-5|-8	-8|-5	1.0
4|-12	12|4	0.25
4|-12	-13|	0.25
4|-12	16|4	0.25
4|-12	-12|4	0.25
5|7	9|5	1.0
-3|	12|-3	1.0
-3|	5|-3	0.333333333333
-3|	-10|	0.0357142857143
-3|	-19|-3	1.0
-3|	-5|-3	0.5
-3|	21|-3	0.416666666667
-3|	2|-3	1.0
-3|	0|	0.0357142857143
-3|	-7|-3	1.0
-3|	-1|	0.142857142857
19|-5	-8|19	1.0
-17|-8.12	12|-17	1.0
-19|21	-3|-19	1.0
-12|14	-15|-12	1.0
7|-8	12|	1.0
7|	5|7	1.0
7|	-3|	0.1
7|	12|	0.1
7|	-5|7	1.0
7|	-12|7	1.0
7|	17|	0.1
7|	-13|	0.1
7|	4|7	1.0
7|	9|7	1.0
2|-14	14|2	1.0
4|7	2|4	1.0
-7|-12	-3|-7	0.666666666667
-7|-12	9|-7	0.166666666667
-7|-12	14|-7	0.166666666667
-17|-15	12|-17	0.4
-17|-15	9|-17	0.2
-17|-15	19|	0.2
-17|-15	-8|-17	0.2
9|14	-8|9	1.0
21|-12	-3|21	0.5
21|-12	-19|21	0.5
2|-3	5|	1.0
-5|16	16|	0.5
-5|16	-17|	0.5
-3|2	5|-3	1.0
129|-8	-12|	1.0
19|-7	-12|19	1.0
-19|	2|-19	1.0
-19|	9|-19	1.0
-19|	-3|-19	1.0
2|-10	-10|	1.0
-12|4	-20|	1.0
-12|2	4|-12	1.0
9|5	-3|9	0.5
9|5	21|	0.5
-2|	-17|-2	1.0
-15|5	-12|-15	1.0
-8|-5	-3|	0.666666666667
-8|-5	-5|-8	0.333333333333
-12|7	4|-12	1.0
-5|-7	-3|-5	1.0
9|-19	7|9	1.0
-3|0	-19|-3	1.0
4|-13	-15|4	1.0
14|-14	16|14	1.0
-17|10	21|	1.0
-12|-8.16	-8|-12.-8.16	1.0
12|	9|12	0.5
12|	-10|12	1.0
12|	-3|12	1.0
12|	-12|12	0.25
12|	4|12	1.0
12|	-7|12	1.0
12|	22|	0.0454545454545
12|	0|	0.0454545454545
12|	-8|12	1.0
12|	-15|	0.0454545454545
4|12	-10|4	1.0
-5|	-10|-5	1.0
-5|	-14|	0.0555555555556
-5|	19|-5	1.0
-5|	-17|	0.0555555555556
-5|	-3|-5	0.333333333333
-5|	-8|-5	0.333333333333
-5|	7|-5	0.333333333333
-5|	0|	0.0555555555556
-5|	16|	0.111111111111
-5|	-19|	0.0555555555556
7|9	-12|7	0.333333333333
7|9	4|7	0.666666666667
-3|9	12|-3	1.0
-8|129	129|-8	0.5
-8|129	-17|	0.5
4|	-15|4	1.0
4|	16|4	1.0
4|	9|4	1.0
4|	5|4	1.0
4|	19|4	1.0
4|	12|4	1.0
4|	21|4	1.0
4|	0|	0.0454545454545
4|	-10|4	1.0
4|	-13|	0.0454545454545
4|	-12|4	1.0
4|	129|	0.0454545454545
4|	2|4	0.5
-8|16	-17|-8.16	1.0
-8|16	-12|-8.16	1.0
-8|16	16|	0.357142857143
-8|16	-5|-8	0.142857142857
-5|2	-10|-5	0.5
-5|2	-19|	0.5
-10|21	21|-10	0.2
-10|21	-15|-10	0.8
16|14	17|	1.0
-12|19	19|-12	0.833333333333
-12|19	17|	0.166666666667
-8|19	16|	0.5
-8|19	-17|-8.19	1.0
-10|	21|-10	1.0
-10|	2|-10	1.0
-10|	14|-10	1.0
-10|	-8|-10	1.0
-10|	-15|-10	0.666666666667
-10|	4|-10	1.0
-10|	12|-10	0.5
-10|	-3|-10	1.0
-10|	5|	0.25
-8|12	-17|-8.12	1.0
-3|21	-5|-3	0.5
-3|21	21|-3	0.5
-12|-7	19|-12	0.5
-12|-7	-8|-12.-7	1.0
-5|19	16|	1.0
-15|16	14|-15	1.0
-3|-7	-1|	1.0
9|7	14|9	1.0
9|-7	14|9	1.0
19|-15	129|19	0.2
19|-15	16|19	0.8
-12|16.-17	16|	1.0
-12|-20	-7|-12	1.0
21|	-10|21	0.8
21|	-7|21	0.833333333333
21|	-19|21	1.0
21|	-3|21	0.5
21|	19|21	0.125
21|	-15|	0.0833333333333
12|-12	-7|12	0.333333333333
12|-12	-10|12	0.666666666667
2|5	4|2	0.142857142857
2|5	5|	0.857142857143
-8|-12.-7	-17|	1.0
5|	-14|	0.05
5|	2|5	0.857142857143
5|	9|5	0.5
5|	-15|5	1.0
5|	-3|5	1.0
5|	-12|5	1.0
5|	7|5	1.0
5|	-10|5	0.6
21|-10	-15|	1.0
