24 => 16 1.0
5 2 => 3 1.0
-9 => -4 1.0
0 -1 => 0 0.375
0 -1 => 2 0.125
0 -1 => -3 0.5
16 8 => 16 1.0
7 2 => 10 0.166666666667
7 2 => 7 0.666666666667
7 2 => 6 0.166666666667
0 -3 => 0 0.6
0 -3 => -1 0.2
0 -3 => -2 0.2
0 => 11 0.0208333333333
0 => -5 0.104166666667
0 => -3 0.104166666667
0 => 1 0.0208333333333
0 => -4 0.0416666666667
0 => 3 0.0416666666667
0 => 2 0.208333333333
0 => 5 0.1875
0 => 4 0.0208333333333
0 => 7 0.0208333333333
0 => -2 0.0208333333333
0 => 9 0.0208333333333
0 => -1 0.166666666667
0 => -8 0.0208333333333
16 => 24 0.0714285714286
16 => 12 0.0714285714286
16 => 14 0.357142857143
16 => 17 0.142857142857
16 => 19 0.142857142857
16 => -5 0.0714285714286
16 => -1 0.0714285714286
16 => 8 0.0714285714286
-1 => 1 0.0434782608696
-1 => -3 0.260869565217
-1 => -5 0.0434782608696
-1 => 0 0.217391304348
-1 => 2 0.0869565217391
-1 => 5 0.0434782608696
-1 => 4 0.217391304348
-1 => 7 0.0434782608696
-1 => -8 0.0434782608696
-5 0 => -5 0.25
-5 0 => 2 0.25
-5 0 => -1 0.5
-3 -1 => 1 0.333333333333
-3 -1 => 0 0.333333333333
-3 -1 => -8 0.333333333333
4 5 => -1 0.25
4 5 => 4 0.5
4 5 => -3 0.25
19 7 => 4 1.0
19 => 11 0.166666666667
19 => 24 0.166666666667
19 => 14 0.333333333333
19 => 7 0.166666666667
19 => 16 0.166666666667
0 4 => 7 1.0
-7 1 => 0 1.0
0 -2 => -9 1.0
5 3 => 1 0.5
5 3 => 8 0.5
7 10 => 2 1.0
9 => 11 0.0714285714286
9 => 10 0.0714285714286
9 => 18 0.0714285714286
9 => 0 0.0714285714286
9 => 2 0.0714285714286
9 => 4 0.0714285714286
9 => 7 0.571428571429
-2 -3 => -5 0.333333333333
-2 -3 => 5 0.333333333333
-2 -3 => -2 0.333333333333
-2 3 => 5 0.5
-2 3 => 7 0.5
4 2 => 1 0.0769230769231
4 2 => 12 0.0769230769231
4 2 => -5 0.153846153846
4 2 => 0 0.461538461538
4 2 => -7 0.0769230769231
4 2 => 4 0.153846153846
16 12 => 16 1.0
10 9 => 7 1.0
11 => 9 0.333333333333
11 => 14 0.333333333333
11 => 7 0.333333333333
-2 -5 => 3 0.5
-2 -5 => -2 0.5
-1 -3 => -5 0.666666666667
-1 -3 => -4 0.166666666667
-1 -3 => -1 0.166666666667
5 12 => 129 1.0
7 0 => 9 0.333333333333
7 0 => 5 0.666666666667
129 -5 => 0 1.0
0 5 => 12 0.111111111111
0 5 => 0 0.333333333333
0 5 => -1 0.222222222222
0 5 => 7 0.111111111111
0 5 => 9 0.111111111111
0 5 => 8 0.111111111111
8 16 => 17 1.0
7 -2 => 10 0.5
7 -2 => 7 0.5
1 => -5 0.166666666667
1 => 0 0.166666666667
1 => 2 0.333333333333
1 => -1 0.166666666667
1 => -3 0.166666666667
14 4 => 7 1.0
19 16 => 12 1.0
12 16 => 19 0.5
12 16 => -5 0.5
-5 2 => -5 0.5
-5 2 => 1 0.25
-5 2 => -2 0.25
5 -3 => -2 1.0
1 0 => -2 1.0
2 -7 => 2 1.0
-1 4 => 2 0.8
-1 4 => -1 0.2
9 4 => 2 1.0
2 -1 => -5 1.0
7 -5 => 0 0.333333333333
7 -5 => -3 0.666666666667
18 => 19 1.0
-4 4 => -8 1.0
4 0 => -3 1.0
1 -5 => 3 1.0
2 7 => 0 0.4
2 7 => 2 0.4
2 7 => 6 0.2
10 => 9 0.4
10 => 2 0.2
10 => 7 0.4
6 7 => 3 0.142857142857
6 7 => 2 0.285714285714
6 7 => 5 0.142857142857
6 7 => -3 0.142857142857
6 7 => 6 0.142857142857
6 7 => -1 0.142857142857
14 2 => 9 1.0
11 14 => 19 0.5
11 14 => 12 0.5
5 14 => 4 0.5
5 14 => 16 0.5
1 2 => 0 0.5
1 2 => 4 0.5
-8 -5 => -8 0.333333333333
-8 -5 => -3 0.333333333333
-8 -5 => 4 0.333333333333
3 -2 => 8 0.2
3 -2 => 3 0.4
3 -2 => 2 0.2
3 -2 => 7 0.2
2 3 => 2 0.5
2 3 => 4 0.5
-3 => -10 0.0416666666667
-3 => -5 0.291666666667
-3 => 0 0.208333333333
-3 => -12 0.0416666666667
-3 => -1 0.125
-3 => -2 0.208333333333
-3 => 5 0.0416666666667
-3 => -4 0.0416666666667
3 8 => 0 1.0
-5 7 5 => -1 1.0
6 => 4 0.3
6 => 7 0.7
-5 -2 => 5 0.5
-5 -2 => 7 0.5
16 19 => 24 0.5
16 19 => 16 0.5
7 4 => 12 0.666666666667
7 4 => 7 0.333333333333
-12 -7 => -3 1.0
3 7 => 10 0.5
3 7 => -2 0.5
5 -1 => 4 1.0
9 4 2 => 1 1.0
16 -5 => 0 1.0
9 7 => 12 0.125
9 7 => -5 0.125
9 7 => 5 0.125
9 7 => 4 0.125
9 7 => -3 0.125
9 7 => -2 0.125
9 7 => 9 0.25
-1 0 => -5 0.2
-1 0 => 2 0.6
-1 0 => 7 0.2
7 -1 => 7 1.0
7 => 10 0.0196078431373
7 => 12 0.0392156862745
7 => 16 0.0392156862745
7 => 19 0.0196078431373
7 => 6 0.078431372549
7 => -5 0.0588235294118
7 => 0 0.0588235294118
7 => 3 0.078431372549
7 => 2 0.117647058824
7 => -1 0.0196078431373
7 => 4 0.0588235294118
7 => -3 0.0392156862745
7 => -2 0.0392156862745
7 => 9 0.0980392156863
7 => 5 0.21568627451
7 => 8 0.0196078431373
-2 0 => -4 1.0
-2 => 10 0.05
-2 => -3 0.15
-2 => -4 0.05
-2 => -7 0.05
-2 => -5 0.1
-2 => 0 0.05
-2 => 3 0.1
-2 => 2 0.1
-2 => 5 0.05
-2 => 7 0.2
-2 => 8 0.05
-2 => -9 0.05
-7 -5 => -7 0.5
-7 -5 => -3 0.5
0 9 => 0 1.0
2 12 => 11 1.0
129 4 => 7 1.0
8 7 => 5 0.666666666667
8 7 => 4 0.333333333333
3 5 => 3 1.0
0 7 => 5 1.0
7 12 => 4 0.5
7 12 => 16 0.5
11 9 => 11 0.5
11 9 => 18 0.5
2 -5 0 => 2 1.0
-3 0 => 1 0.2
-3 0 => 5 0.6
-3 0 => -3 0.2
12 => 11 0.222222222222
12 => 10 0.111111111111
12 => 16 0.222222222222
12 => 4 0.111111111111
12 => 7 0.222222222222
12 => 129 0.111111111111
24 16 => 24 1.0
12 4 => 6 1.0
-5 => -3 0.151515151515
-5 => -7 0.030303030303
-5 => 0 0.242424242424
-5 => 3 0.0606060606061
-5 => 2 0.121212121212
-5 => -1 0.0606060606061
-5 => -12 0.030303030303
-5 => 7 0.121212121212
-5 => -2 0.0606060606061
-5 => -8 0.0606060606061
-5 => 4 0.0606060606061
-1 2 => 9 0.5
-1 2 => 0 0.5
16 -1 => 5 1.0
3 4 => 9 1.0
5 0 => -4 0.142857142857
5 0 => 3 0.142857142857
5 0 => 5 0.428571428571
5 0 => -3 0.285714285714
-10 0 => -1 1.0
0 7 5 => 2 1.0
-5 0 2 => 0 1.0
-2 2 => -2 1.0
4 => 12 0.0588235294118
4 => 16 0.0294117647059
4 => 0 0.0294117647059
4 => 2 0.382352941176
4 => -1 0.0294117647059
4 => 7 0.147058823529
4 => 6 0.147058823529
4 => 9 0.0294117647059
4 => 5 0.117647058824
4 => -8 0.0294117647059
7 0 5 => -1 1.0
1 -3 => 0 1.0
2 -5 => 0 0.4
2 -5 => 2 0.2
2 -5 => -1 0.2
2 -5 => 4 0.2
2 5 => 14 0.5
2 5 => 7 0.5
14 16 => 19 0.2
14 16 => 14 0.8
6 4 => 2 0.333333333333
6 4 => 6 0.666666666667
-10 => 0 1.0
4 16 => 17 1.0
-5 3 => 0 0.5
-5 3 => -2 0.5
-7 -3 => -10 1.0
9 0 => 5 1.0
2 0 => 11 0.0769230769231
2 0 => -5 0.0769230769231
2 0 => 3 0.0769230769231
2 0 => 2 0.384615384615
2 0 => -1 0.230769230769
2 0 => 4 0.0769230769231
2 0 => -8 0.0769230769231
8 7 5 => 0 1.0
2 9 => 2 0.5
2 9 => 7 0.5
3 2 => 0 1.0
-5 7 9 => 10 1.0
-4 => -5 0.2
-4 => -7 0.2
-4 => 4 0.2
-4 => -2 0.4
2 -2 => -5 0.333333333333
2 -2 => 2 0.333333333333
2 -2 => 7 0.333333333333
-4 -5 => -2 1.0
5 => 12 0.0333333333333
5 => -3 0.0333333333333
5 => 0 0.233333333333
5 => 3 0.0666666666667
5 => 2 0.0333333333333
5 => -1 0.166666666667
5 => 4 0.166666666667
5 => 7 0.133333333333
5 => 9 0.0333333333333
5 => 8 0.0333333333333
5 => 14 0.0666666666667
-3 5 => 0 1.0
10 7 => 3 0.5
10 7 => 5 0.5
12 7 => 5 1.0
17 12 => 10 1.0
3 1 => -3 1.0
7 16 => 8 0.5
7 16 => -1 0.5
10 9 7 => 5 0.5
10 9 7 => -3 0.5
6 4 2 => 12 1.0
-1 -5 => -1 1.0
-3 -4 => 4 1.0
9 2 => 5 1.0
0 2 => -5 0.1
0 2 => 0 0.2
0 2 => 3 0.1
0 2 => -1 0.1
0 2 => 4 0.4
0 2 => 7 0.1
-3 -2 => -5 0.2
-3 -2 => -7 0.2
-3 -2 => -3 0.6
-1 7 => 5 1.0
4 9 => 4 1.0
-12 -5 => -12 1.0
18 19 => 7 1.0
3 0 => -5 1.0
-2 5 => 3 1.0
14 => 11 0.0909090909091
14 => 12 0.0909090909091
14 => 16 0.454545454545
14 => 19 0.181818181818
14 => 2 0.0909090909091
14 => 4 0.0909090909091
-7 => -5 0.4
-7 => 1 0.2
-7 => 2 0.2
-7 => -3 0.2
0 -5 => 0 0.6
0 -5 => 2 0.2
0 -5 => -8 0.2
2 => 10 0.0217391304348
2 => 12 0.0217391304348
2 => -2 0.0652173913043
2 => 3 0.0434782608696
2 => -5 0.108695652174
2 => 0 0.282608695652
2 => -7 0.0217391304348
2 => 1 0.0434782608696
2 => 5 0.0434782608696
2 => 4 0.152173913043
2 => 7 0.108695652174
2 => 6 0.0217391304348
2 => 9 0.0434782608696
2 => -1 0.0217391304348
129 => -5 0.5
129 => 4 0.5
14 12 => 11 1.0
12 7 5 => 7 1.0
7 -3 => 0 0.5
7 -3 => -12 0.5
0 2 0 => -1 1.0
-3 -5 => 2 0.285714285714
-3 -5 => 7 0.571428571429
-3 -5 => -3 0.142857142857
4 12 => 7 1.0
-5 7 => 9 0.25
-5 7 => 0 0.25
-5 7 => 5 0.5
-1 2 0 => -8 1.0
-12 => -5 0.5
-12 => -7 0.5
-8 => -5 0.6
-8 => 4 0.4
9 0 5 => 12 1.0
2 4 => 0 0.142857142857
2 4 => 6 0.285714285714
2 4 => 2 0.285714285714
