-4|	-3|-4	1.0
5|7.5	4|5.7.5	0.333333333333
5|7.5	7|5	0.25
-9|	-8|	1.0
-6|	-8|-6	1.0
2|7	11|	0.5
2|7	7|2	0.5
7|0	9|	0.5
7|0	5|	0.5
0|	4|	0.362068965517
0|	2|0	0.5
0|	10|	0.0344827586207
0|	-2|	0.0172413793103
0|	5|0	1.0
0|	7|0	0.5
0|	-1|	0.172413793103
0|	-3|0	0.25
0|	-5|0	0.833333333333
0|	9|	0.0172413793103
0|	129|	0.0172413793103
16|	14|	1.0
-1|0.2.9	11|	1.0
-1|	11|	0.0434782608696
-1|	7|-1	1.0
-1|	0|-1	0.181818181818
-1|	2|-1	0.333333333333
-1|	-5|-1	0.5
-1|	-3|-1	0.333333333333
-1|	5|	0.0434782608696
0|-5	-5|0	0.428571428571
0|-5	4|0.-5	0.25
-1|-3	-3|-1.-3	1.0
-1|-3	0|-1	0.6
-1|-3	-5|-1	0.2
5|4	6|	0.111111111111
5|4	4|5.4	1.0
5|4	2|5	0.333333333333
5|4	7|5	0.333333333333
4|0.2.-1	-5|4	1.0
9|11	7|9	0.857142857143
9|11	8|	0.142857142857
4|0.-5	7|4	0.5
4|0.-5	2|	0.25
4|0.-5	9|4	0.25
4|5.4	2|4.5.4	1.0
9|	2|9	0.2
9|	0|9	0.5
9|	14|	0.0384615384615
9|	6|9	0.333333333333
9|	7|9	0.0833333333333
9|	11|9	1.0
9|	8|	0.0384615384615
0|-3	-3|0	0.5
0|-3	5|0	0.5
11|	7|11	0.5
11|	4|11	1.0
11|	9|11	0.142857142857
11|	12|	0.4
11|	14|11	0.666666666667
-3|-1	-5|	0.333333333333
-3|-1	-1|-3.-1	1.0
-3|-1	-4|	0.333333333333
-8|	-12|	0.2
-8|	-5|	0.4
-8|	-6|	0.2
-8|	-9|	0.2
5|0	0|5	1.0
-5|4	4|	0.5
-5|4	-3|	0.5
0|4	4|	0.333333333333
0|4	2|0	0.0833333333333
0|4	5|0	0.166666666667
0|4	-3|0	0.0833333333333
0|4	7|0	0.166666666667
0|4	-5|0	0.166666666667
6|7	4|	0.2
6|7	9|6	0.6
6|7	7|6	0.2
0|129	-1|0.129	1.0
10|	7|10	1.0
7|6	12|7	0.142857142857
7|6	15|	0.142857142857
7|6	9|	0.428571428571
7|6	8|	0.142857142857
7|6	5|	0.142857142857
2|14	5|2	1.0
14|11	11|14	0.666666666667
14|11	2|14	0.333333333333
0|12	4|	0.5
0|12	2|0	0.5
-1|-3.-1	-5|-1	1.0
4|11	6|4	1.0
-3|	-1|-3	0.2
-3|	0|-3	0.5
-3|	-5|	0.25
-3|	-4|	0.0833333333333
-3|	-7|	0.0833333333333
-8|-6	-9|	1.0
6|	2|6	1.0
6|	4|	0.0666666666667
6|	0|6	1.0
6|	9|6	0.666666666667
6|	7|6	0.428571428571
6|	8|	0.0666666666667
4|7	5|4	0.142857142857
4|7	7|4	0.357142857143
4|7	0|4	0.5
9|7.5	0|9	0.5
9|7.5	11|9	0.5
-3|0	-7|	0.25
-3|0	-1|-3	0.75
2|12	12|2	1.0
2|4.5.4	4|2	1.0
7|9	6|7	0.166666666667
7|9	11|7	0.0833333333333
7|9	4|7	0.166666666667
7|9	5|	0.583333333333
0|-1	4|	0.545454545455
0|-1	2|0	0.181818181818
0|-1	-3|0	0.181818181818
0|-1	-1|	0.0909090909091
7|	12|7	0.25
7|	6|7	0.6
7|	15|	0.0175438596491
7|	2|7	0.5
7|	4|7	0.5
7|	9|	0.105263157895
7|	11|7	0.428571428571
7|	8|	0.0175438596491
7|	5|	0.263157894737
9|5	2|9	1.0
-2|	-3|-2	1.0
-3|-1.-3	-4|	1.0
-5|-7	-1|-5	1.0
12|2	0|12	1.0
6|9	2|6	0.666666666667
6|9	0|6	0.333333333333
12|7	16|	0.5
12|7	9|12	0.25
12|7	4|12	0.25
-1|0.129	5|	1.0
4|5.7.5	5|4	0.666666666667
4|5.7.5	-5|4	0.333333333333
-3|-2	0|-3	1.0
12|	9|12	0.25
12|	11|12	0.5
12|	4|12	1.0
12|	14|	0.0952380952381
12|	0|12	0.5
12|	2|12	1.0
12|	16|	0.142857142857
4|12	5|4	1.0
-5|	0|-5	0.428571428571
-5|	4|	0.0625
-5|	-3|	0.1875
-5|	-8|	0.1875
-5|	-1|-5	1.0
-5|	-7|	0.0625
2|-1	0|2.-1	1.0
2|-1	5|2	0.666666666667
0|5	9|	0.25
0|5	5|0	0.25
0|5	10|	0.5
7|4.2	6|7	1.0
4|	5|4	0.333333333333
4|	-5|4	0.5
4|	7|4	0.0714285714286
4|	6|4	0.166666666667
4|	12|4	0.5
4|	0|4	0.166666666667
4|	2|	0.269841269841
4|	9|4	1.0
5|2	7|5	0.333333333333
5|2	9|5	0.333333333333
5|2	4|5	0.333333333333
7|4.5	5|	1.0
-1|-5	-5|-1	1.0
11|12	9|11	0.5
11|12	12|11.12	0.333333333333
0|2	4|	0.375
0|2	2|0	0.0625
0|2	-2|	0.0625
0|2	-5|0	0.0625
0|2	129|	0.0625
0|2	-1|	0.375
15|	16|	1.0
2|5	-1|2.5	0.666666666667
2|5	0|2	0.25
5|	2|5	0.25
5|	9|5	1.0
5|	6|	0.03125
5|	4|5	0.0625
5|	0|5	0.25
5|	7|5	0.333333333333
7|10	4|7	1.0
12|11.12	9|12	0.333333333333
12|11.12	14|	0.666666666667
11|14	7|11	0.5
11|14	12|	0.5
0|2.9	-1|0.2.9	1.0
-3|-4	0|-3	1.0
9|4	2|9	1.0
-5|-1	-8|	0.5
-5|-1	-3|	0.5
2|9	4|2	0.4
2|9	7|2	0.4
2|9	0|2.9	1.0
2|0	0|2	0.5
2|0	4|2	0.5
7|-1	4|7	1.0
0|4.5	7|0	1.0
-1|2.5	7|-1	0.666666666667
-1|2.5	-3|-1	0.333333333333
14|	12|14	1.0
14|	11|14	0.5
14|	2|14	1.0
-7|	9|	0.5
-7|	-5|-7	1.0
-5|0	0|-5	0.833333333333
-5|0	-8|	0.166666666667
2|	11|	0.046511627907
2|	-1|2	0.571428571429
2|	0|2	0.0625
2|	12|2	1.0
2|	7|2	0.285714285714
2|	5|2	0.333333333333
2|	4|2	0.142857142857
11|7	7|11	0.285714285714
11|7	9|11	0.428571428571
11|7	14|11	0.285714285714
129|	0|129	1.0
