-30|	-36|-30	1.0
-33|-25.-26	-25|-33.-25.-26	1.0
-22|-36	129|	1.0
-33|-36.-33.-25.-33.-36	-30|	0.0769230769231
-33|-36.-33.-25.-33.-36	-14|-33	0.461538461538
-33|-36.-33.-25.-33.-36	-22|	0.461538461538
-36|-33.-25.-33.-36	-33|-36.-33.-25.-33.-36	0.461538461538
-36|-25	-22|-36	0.00354609929078
-36|-25	-14|-36	0.0177304964539
-36|-25	-25|-36	0.978723404255
-33|-25.-33.-36	-14|-33	0.0333333333333
-33|-25.-33.-36	-36|-33.-25.-33.-36	1.0
-33|-25.-33.-36	-25|-33	0.5
-33|-25.-33.-36	-22|	0.0333333333333
-36|-33	-33|-36	1.0
-25|-33.-25.-26	-36|-25	1.0
129|	-29|	1.0
-25|-33.-36	-33|-25.-33.-36	0.433333333333
-26|	-25|-26	0.333333333333
-33|-29	-29|	1.0
-25|-36	-36|-25	1.0
-25|	-26|	0.00290697674419
-25|	-36|-25	0.978723404255
-25|	-33|-25	0.704918032787
-36|-30	-30|	1.0
-25|-26	-33|-25.-26	1.0
-25|-26	-26|	0.333333333333
-25|-26	-36|-25	0.333333333333
-14|	-26|	0.0769230769231
-14|	-29|	0.0769230769231
-14|	-33|-14	1.0
-14|	-25|	0.307692307692
-14|-36	-26|	0.2
-14|-36	-29|	0.2
-14|-36	-25|	0.6
-33|	-30|	0.00819672131148
-33|	-14|-33	1.0
-33|	-25|-33	0.016393442623
-33|	-29|	0.00819672131148
-33|	-36|-33	1.0
-33|	-22|	0.0573770491803
-29|	-33|-29	1.0
-29|	-14|	0.333333333333
-29|	-22|	0.333333333333
-33|-36.-33.-36	-25|-33.-36.-33.-36	1.0
-33|-14	-25|-33	1.0
-25|-33	-33|-25	0.983606557377
-25|-33	-36|-25	0.016393442623
-14|-33	-33|-14	1.0
-36|-33.-36	-33|-36.-33.-36	1.0
-25|-33.-36.-33.-36	-33|-25.-33.-36.-33.-36	0.5
-33|-25.-33.-36.-33.-36	-14|-33	0.5
-33|-25.-33.-36.-33.-36	-22|	0.5
-36|	-30|	0.0410557184751
-36|	-22|-36	1.0
-36|	-14|-36	0.6
-36|	-25|-36	1.0
-36|	-33|-36	0.666666666667
-33|-22	-25|-33	1.0
-33|-25	-14|-33	0.016393442623
-33|-25	-25|-33	0.262295081967
-33|-25	-36|-33	0.704918032787
-33|-25	-22|	0.016393442623
-22|	-33|-22	1.0
-22|	129|	0.111111111111
-33|-36	-30|	0.0222222222222
-33|-36	-14|-33	0.133333333333
-33|-36	-25|-33.-36	1.0
-33|-36	-36|-33.-36	1.0
-33|-36	-22|	0.133333333333
