0 => 129 0.0416666666667
0 => -1 0.458333333333
0 => -15 0.208333333333
0 => -8 0.25
0 => -3 0.0416666666667
-8 -5 -7 -8 => -7 1.0
-1 => 0 0.272727272727
-1 => -12 0.181818181818
-1 => 4 0.136363636364
-1 => -3 0.409090909091
-3 -1 => -12 0.5
-3 -1 => 4 0.5
-8 -1 => -3 1.0
19 => 31 1.0
-3 -12 => -5 0.692307692308
-3 -12 => 0 0.307692307692
-7 -8 => -24 0.0666666666667
-7 -8 => -27 0.133333333333
-7 -8 => -20 0.0666666666667
-7 -8 => -7 0.133333333333
-7 -8 => -10 0.0666666666667
-7 -8 => -13 0.133333333333
-7 -8 => -12 0.266666666667
-7 -8 => -3 0.0666666666667
-7 -8 => 2 0.0666666666667
-10 -3 => -5 0.6
-10 -3 => -1 0.4
-22 -15 => -10 0.666666666667
-22 -15 => -8 0.333333333333
9 => -10 1.0
-20 -17 => -5 1.0
-14 => -10 0.8
-14 => -7 0.2
-8 -13 => -20 1.0
-1 -3 => -12 1.0
-12 -8 => -5 0.666666666667
-12 -8 => -24 0.333333333333
-8 => -24 0.0540540540541
-8 => -27 0.0540540540541
-8 => -20 0.108108108108
-8 => -7 0.0810810810811
-8 => -5 0.108108108108
-8 => -10 0.0810810810811
-8 => -13 0.0540540540541
-8 => 2 0.108108108108
-8 => -1 0.162162162162
-8 => -12 0.162162162162
-8 => -3 0.027027027027
-13 -10 => -5 0.333333333333
-13 -10 => 2 0.5
-13 -10 => -3 0.166666666667
-12 -19 => -10 1.0
-5 2 => 9 0.5
-5 2 => 4 0.5
-3 -12 0 => -15 0.75
-3 -12 0 => -3 0.25
-5 -8 -5 => -12 0.5
-5 -8 -5 => -17 0.5
-5 -3 => -12 0.666666666667
-5 -3 => -1 0.333333333333
-5 -3 -12 => 0 1.0
-20 => -5 0.25
-20 => -27 0.125
-20 => -15 0.125
-20 => -17 0.5
-14 -7 => -3 1.0
-17 => -5 0.222222222222
-17 => -13 0.666666666667
-17 => -12 0.111111111111
0 -8 => -1 1.0
-17 -12 => -8 1.0
18 => 19 1.0
-15 -10 => -7 1.0
-8 -5 => -7 0.5
-8 -5 => -12 0.25
-8 -5 => -17 0.25
4 -12 => -5 0.5
4 -12 => -7 0.5
-3 => -26 0.025641025641
-3 => -22 0.0769230769231
-3 => -5 0.333333333333
-3 => 0 0.0512820512821
-3 => -12 0.333333333333
-3 => -1 0.102564102564
-3 => -19 0.0769230769231
6 => 7 1.0
-12 -5 -7 => -26 0.6
-12 -5 -7 => -8 0.4
-12 -7 => -8 1.0
-24 -17 => -12 1.0
-13 -8 => -20 1.0
0 -3 => -22 1.0
-10 -7 -8 => 2 0.5
-10 -7 -8 => -12 0.5
-19 => -10 0.1
-19 => -12 0.1
-19 => -15 0.3
-19 => -14 0.5
-1 0 => -8 1.0
-8 -10 => -5 0.666666666667
-8 -10 => 129 0.333333333333
-10 2 => 0 0.875
-10 2 => 129 0.125
7 => 18 1.0
9 -10 => 0 1.0
-5 -8 => -5 0.222222222222
-5 -8 => -10 0.222222222222
-5 -8 => 2 0.333333333333
-5 -8 => -12 0.222222222222
0 -15 => -3 1.0
-8 -3 => -26 1.0
-10 -5 => 2 0.333333333333
-10 -5 => -17 0.333333333333
-10 -5 => -3 0.333333333333
-22 => -15 1.0
-20 -15 => -12 1.0
-8 2 => -17 1.0
-3 0 => -15 1.0
-12 -3 -5 => -17 1.0
-5 => -3 0.139534883721
-5 => -7 0.395348837209
-5 => -12 0.0697674418605
-5 => -17 0.139534883721
-5 => 2 0.046511627907
-5 => -8 0.209302325581
-15 -8 => -7 1.0
4 => -10 0.5
4 => -12 0.5
-26 -19 => -12 0.166666666667
-26 -19 => -14 0.833333333333
-8 -20 => -17 1.0
-10 => -5 0.214285714286
-10 => 0 0.0357142857143
-10 => -7 0.25
-10 => 2 0.285714285714
-10 => -3 0.178571428571
-10 => 129 0.0357142857143
-27 => -20 0.666666666667
-27 => -15 0.333333333333
-19 -15 => -10 1.0
-19 -12 => -19 1.0
-7 -3 => -5 1.0
-12 -3 => -5 0.6
-12 -3 => 0 0.4
2 0 => 129 0.125
2 0 => -1 0.875
-17 -5 => -3 1.0
-27 -15 => -12 1.0
-20 -5 => -12 1.0
-27 -20 => -27 0.5
-27 -20 => -15 0.5
-15 -3 => -19 0.6
-15 -3 => -22 0.4
-8 -7 => -26 0.666666666667
-8 -7 => -3 0.333333333333
-24 => -17 1.0
-7 -12 => -8 1.0
-1 -12 => -5 0.5
-1 -12 => -7 0.5
-13 => -10 0.705882352941
-13 => -20 0.117647058824
-13 => -8 0.176470588235
-5 -12 => 0 0.333333333333
-5 -12 => -3 0.666666666667
-12 -5 -7 -8 => -10 0.5
-12 -5 -7 -8 => -3 0.5
-12 -5 => -7 0.357142857143
-12 -5 => -8 0.642857142857
-7 -13 => -8 1.0
-7 => -26 0.161290322581
-7 => -12 0.0322580645161
-7 => -13 0.0967741935484
-7 => -3 0.225806451613
-7 => -8 0.483870967742
2 => 9 0.0625
2 => 129 0.0625
2 => 4 0.0625
2 => -17 0.3125
2 => 0 0.5
129 => 2 0.333333333333
129 => -1 0.333333333333
129 => 6 0.333333333333
-8 -12 => 0 0.333333333333
-8 -12 => 2 0.166666666667
-8 -12 => -3 0.5
-3 -5 => -7 0.769230769231
-3 -5 => -17 0.230769230769
-8 -5 -7 => -8 1.0
-12 => -5 0.411764705882
-12 => 0 0.205882352941
-12 => -7 0.0882352941176
-12 => 2 0.0294117647059
-12 => -3 0.147058823529
-12 => -19 0.0294117647059
-12 => -8 0.0882352941176
-10 -7 => -8 0.285714285714
-10 -7 => -3 0.714285714286
-13 -20 => -5 1.0
-12 -7 -8 => -12 1.0
-15 -12 => -5 1.0
4 -10 => 2 1.0
2 0 -1 => 0 0.714285714286
2 0 -1 => -12 0.285714285714
-3 -19 => -15 1.0
-26 => -19 1.0
-14 -10 => -7 0.25
-14 -10 => -3 0.75
-15 => -10 0.384615384615
-15 => -12 0.153846153846
-15 => -8 0.0769230769231
-15 => -3 0.384615384615
