-17|	-12|-17	0.666666666667
-9|	-8|	1.0
-5|-12	-6|	0.166666666667
-5|-12	0|	0.166666666667
-5|-12	-12|-5.-12	0.75
-12|-17	-5|-12	0.666666666667
-12|-17	-3|	0.333333333333
-12|-5.-10	-10|-12	1.0
-5|	-3|	0.153846153846
-5|	-6|	0.0384615384615
-5|	-8|	0.153846153846
-5|	0|	0.192307692308
-5|	-12|	0.230769230769
-5|	-7|-5	1.0
-5|	-17|	0.153846153846
-12|-13	-10|-12	1.0
0|	-8|	0.4
0|	-12|	0.2
0|	-5|0	0.5
-7|	-5|-7	0.166666666667
-7|	-8|	0.5
-7|	-10|	0.227272727273
-5|0	-17|	0.5
-5|0	0|	0.5
-5|-8	-8|	0.333333333333
-5|-8	0|	0.666666666667
-1|	-5|-1	0.5
-8|-5.-10	-10|-8	0.5
-8|-5.-10	-3|	0.5
-3|	-7|	0.333333333333
-3|	-5|-3	0.5
-3|	-1|	0.333333333333
-5|-3	-3|	0.5
-5|-3	-7|-5	0.5
129|	-5|129	1.0
129|	-12|	0.5
-10|	-7|-10	1.0
-10|	-12|-10	0.333333333333
-10|	-8|-10	0.6
-10|	-5|-10	0.333333333333
-12|	-3|	0.0588235294118
-12|	-5|-12	0.166666666667
-12|	-8|	0.117647058824
-12|	-10|-12	1.0
-12|	-13|	0.0588235294118
-12|	-7|	0.294117647059
-7|-10	-8|-7.-10	1.0
-12|-10	-7|	0.333333333333
-12|-10	-8|	0.666666666667
-8|	-10|-8	0.2
-8|	-3|	0.04
-8|	-9|	0.04
-8|	-5|-8	0.666666666667
-8|	-7|	0.48
-8|	-12|	0.08
-8|	129|	0.04
-10|-12	-8|-10	1.0
-8|-7.-5	-5|-8	0.5
-8|-7.-5	-9|	0.5
-8|-7.-10	-5|-8	1.0
-12|-5.-12	-5|-12	0.75
-12|-5.-12	-13|	0.25
-6|	-5|-6	1.0
-10|-8	-7|-10	0.2
-10|-8	-12|-10	0.6
-10|-8	-8|-10	0.2
-5|129	-8|-5.129	1.0
-5|-6	-3|	1.0
-8|-10	-7|	0.6
-8|-10	-12|	0.4
-8|-5.129	-5|-8	1.0
-5|-7	-12|	0.166666666667
-5|-7	-3|	0.333333333333
-5|-7	-17|	0.5
-13|	-12|-13	1.0
-5|-10	-12|-5.-10	1.0
-5|-10	-8|-5.-10	0.5
-7|-5	-8|-7.-5	0.5
-5|-1	-7|-5	0.5
-5|-1	0|	0.5
