-17 => -11 0.142857142857
-17 => -18 0.428571428571
-17 => -15 0.285714285714
-17 => -14 0.142857142857
-9 => -11 0.333333333333
-9 => -18 0.333333333333
-9 => -22 0.333333333333
-22 -13 => -17 1.0
-14 -11 => -18 0.666666666667
-14 -11 => -9 0.333333333333
-18 => -11 0.131147540984
-18 => -13 0.0327868852459
-18 => -14 0.83606557377
-17 -15 => -13 1.0
-17 -11 => -13 1.0
129 => -22 1.0
-11 -18 => -11 1.0
-15 -13 => -15 1.0
-12 => -13 1.0
-11 -13 => -12 0.333333333333
-11 -13 => -22 0.666666666667
-17 -14 => -9 1.0
-14 => -11 0.0555555555556
-14 => -18 0.907407407407
-14 => -9 0.037037037037
-13 -22 => -13 1.0
-18 -13 => -15 1.0
-9 -22 => -17 1.0
-19 => -17 1.0
-17 -18 => -13 0.666666666667
-17 -18 => -14 0.333333333333
-9 -11 => 129 1.0
-11 => -18 0.461538461538
-11 => -13 0.230769230769
-11 => -9 0.0769230769231
-11 => -17 0.153846153846
-11 => 129 0.0769230769231
129 -22 => -14 1.0
-13 => -12 0.1
-13 => -15 0.4
-13 => -22 0.2
-13 => -17 0.3
-22 -17 => -11 1.0
-22 => -13 0.4
-22 => -14 0.4
-22 => -17 0.2
-15 => -19 0.333333333333
-15 => -18 0.333333333333
-15 => -13 0.333333333333
