24|	12|24	1.0
-9|	3|-9	0.214285714286
-9|	0|-9	0.6
-9|	-5|-9	0.0172413793103
-9|	-2|-9	0.875
-9|	-24|	0.149732620321
-9|	7|-9	0.75
-9|	15|	0.00534759358289
-9|	-14|-9	1.0
-9|	2|-9	1.0
-9|	-21|	0.0748663101604
-9|	-16|-9	1.0
-9|	129|	0.00534759358289
2|-22	3|2	1.0
0|2.0.-4	-2|0.2	0.5
0|2.0.-4	-4|	0.5
7|-9	8|7	0.25
7|-9	-5|7	0.75
-7|-17	2|-7	1.0
2|-7	-16|	0.5
2|-7	-5|2.-7	1.0
0|	3|0	1.0
0|	-24|0	0.125
0|	2|0	0.157894736842
0|	-9|0	0.625
0|	10|	0.00833333333333
0|	5|0	1.0
0|	-16|	0.0333333333333
0|	7|0	1.0
0|	-4|	0.0416666666667
0|	-2|0	0.111111111111
0|	-21|	0.00833333333333
0|	-19|	0.00833333333333
0|	-5|0	0.847457627119
7|-5.-9	0|7	1.0
-1|	-24|	1.0
0|-5	-24|0	0.093023255814
0|-5	-5|0.-5	0.75
0|-5	7|0	0.0697674418605
-5|3	2|-5	1.0
0|-19	-4|	1.0
7|19	24|	1.0
-17|-2	-10|	1.0
-5|-9	0|-5	0.586206896552
-5|-9	-24|-5	0.0172413793103
-5|-9	7|-5.-9	1.0
-5|-9	3|-5	0.362068965517
2|0	3|2	0.263157894737
2|0	0|2	0.526315789474
2|0	-5|2	0.0526315789474
2|0	-24|	0.157894736842
-9|-2.3	3|-9	0.333333333333
-9|-2.3	0|-9.-2	0.333333333333
-9|-2.3	-21|-9.-2.3	1.0
-2|0	-9|-2	0.777777777778
-2|0	-14|	0.111111111111
-2|0	0|-2	0.111111111111
3|5	7|3	0.166666666667
3|5	2|3.5	1.0
3|5	0|3	0.166666666667
3|5	5|	0.166666666667
3|-14	-2|3	1.0
-14|	-7|-14	1.0
-14|	-2|-14	0.875
-14|	3|-14	1.0
-14|	2|-14	1.0
0|-9.-2	-2|0	1.0
0|7	-5|0.7	1.0
0|7	10|	0.333333333333
5|0	0|5	1.0
-9|-5	-5|-9.-5	0.333333333333
-9|-5	-24|	0.5
-9|-5	7|-9	0.0535714285714
-9|-5	15|	0.0178571428571
-9|-5	-14|-9	0.0714285714286
-9|-5	2|-9	0.303571428571
-9|3	0|-9.3	1.0
-9|-24	7|-9	0.0196078431373
-9|-24	129|	0.0196078431373
-9|-24	-5|-9	0.960784313725
2|-5	-7|2	1.0
-7|2	-17|	1.0
7|-24	-5|7	1.0
-9|-5.0.-5	-24|	0.925925925926
-9|-5.0.-5	-5|-9.-5	0.037037037037
-9|-5.0.-5	15|	0.037037037037
-5|7	0|-5	0.2
-5|7	-9|-5.7	1.0
-5|7	8|-5	0.4
-5|7	5|	0.2
2|-17	-5|2	1.0
-24|7	7|-24	0.333333333333
-24|7	-5|-24	0.666666666667
7|0	-14|7	1.0
-7|-14	2|-7	1.0
3|-9	-2|3	0.5
3|-9	-17|3	0.214285714286
3|-9	-5|3	0.214285714286
3|-9	2|3	0.0714285714286
-5|8	7|-5	1.0
-24|	7|-24	1.0
-24|	15|	0.0153846153846
-24|	-9|-24	0.960784313725
-24|	0|-24	1.0
-24|	-5|-24	1.0
-24|	-12|	0.0461538461538
-17|	2|-17	1.0
-17|	-7|-17	1.0
-17|	-10|	0.1
10|	5|	1.0
0|-16	-9|0	1.0
3|8	14|	0.5
3|8	5|	0.5
12|24	-5|	1.0
-14|7	-7|-14	1.0
-2|3	-9|-2.3	0.333333333333
3|2	2|3	1.0
-9|-5.0.-9	-14|-9	0.190476190476
-9|-5.0.-9	2|-9	0.809523809524
-21|	-9|-21	0.875
-21|	-22|	0.714285714286
2|-14	-14|	1.0
-5|0.-5	7|-5	0.0833333333333
-5|0.-5	-21|	0.166666666667
-5|0.-5	-9|-5.0.-5	0.925925925926
7|3	0|7	1.0
-9|-24.-5	7|-9	1.0
-16|	-9|-16	0.428571428571
-16|	0|-16	1.0
-16|	-4|	0.0909090909091
-2|0.2	-14|	1.0
-2|0.3	0|-2	1.0
-16|-4	-4|	1.0
0|-24	-9|0	1.0
-19|	0|-19	1.0
-19|	-4|	0.5
7|	12|7	1.0
7|	8|7	0.25
7|	24|	0.0434782608696
7|	-14|7	1.0
7|	0|7	0.666666666667
7|	-5|7	0.4
7|	15|	0.0434782608696
7|	-24|7	0.666666666667
7|	5|	0.0869565217391
0|-2	3|0	0.5
0|-2	5|0	0.5
-2|	2|-2	1.0
-2|	-14|	0.0212765957447
-2|	-9|-2	0.25
-2|	-17|-2	1.0
-2|	0|-2	0.5
-2|	-21|	0.148936170213
-2|	-7|-2	1.0
0|-9.-16	-21|	0.333333333333
0|-9.-16	-24|0.-9	0.666666666667
-24|-5	0|-24	0.75
-24|-5	-9|-24.-5	1.0
0|-9.-7	-16|	1.0
12|20	8|12	1.0
-5|-24	-9|-5.-24	0.5
7|8	8|7	1.0
-22|	2|-22	1.0
-22|	-24|-22	1.0
12|7	7|12	1.0
19|	7|19	1.0
19|	12|19	1.0
-9|-5.7	7|-9	1.0
0|-5.2	-24|0	1.0
12|	8|12	0.5
12|	7|12	1.0
12|	19|	0.166666666667
12|	20|	0.166666666667
12|	-5|	0.0833333333333
12|	17|	0.166666666667
20|	12|20	1.0
-14|-9	2|-14	1.0
-5|	0|-5	0.837209302326
-5|	-24|-5	0.75
-5|	-9|-5	0.0178571428571
-5|	-17|	0.0204081632653
-5|	7|-5	0.375
-5|	3|-5	1.0
-5|	8|-5	1.0
-5|	-21|	0.0408163265306
-5|	2|-5	1.0
-5|	5|	0.00680272108844
-5|-9.-5	7|-5.-9	0.666666666667
-5|-9.-5	-24|-5	0.333333333333
0|5	2|0.5	1.0
-9|-5.0.7	-24|-9.-5.0.7	1.0
2|-2	-2|2	1.0
0|2.3.5	-24|0	0.5
0|2.3.5	-19|	0.5
-9|0	-2|-9	0.375
-9|0	-5|-9	0.625
-5|2	0|-5.2	1.0
-5|2	-17|	0.3
-5|2	-24|-5	0.3
-21|-9.-2.3	-9|-21	1.0
-9|-16	0|-9.-16	0.666666666667
-9|-16	-2|-9	0.571428571429
0|-9.3	-5|0.-9	1.0
2|0.5	-5|2	1.0
-10|	-1|	1.0
8|-5	7|8	1.0
-24|-22	-9|-24.-22	1.0
-5|5	7|-5.5	1.0
5|8	7|5	0.333333333333
5|8	-5|5	0.666666666667
0|2	-24|0	0.0952380952381
0|2	2|0	0.761904761905
0|2	-2|0.2	1.0
0|2	-4|	0.047619047619
0|2	-19|	0.047619047619
15|	19|	0.333333333333
15|	12|15	1.0
2|3	0|2	1.0
-4|	3|-4	1.0
-4|	-16|-4	1.0
-4|	-19|	0.142857142857
-4|	0|-4	0.5
-2|2	0|-2	1.0
-24|3	0|-24	1.0
5|	7|5	0.5
5|	3|5	0.166666666667
5|	0|5	1.0
5|	-5|5	1.0
8|7	-5|8	0.25
8|7	5|8	0.75
0|-9	-16|	0.114285714286
0|-9	-24|0.-9	1.0
0|-9	-5|0.-9	1.0
0|-9	-2|0	0.2
0|-9	-21|	0.0285714285714
7|12	15|	1.0
-2|-9	-21|	0.875
-2|-9	-17|-2	0.125
-2|-14	-7|-2	0.875
-2|-14	2|-2	0.125
-9|-21	-2|-9	0.125
-9|-21	3|-9	0.875
3|-5	-9|3	1.0
12|17	19|	1.0
-9|-2	3|-9	0.25
-9|-2	-21|	0.5
-9|-2	0|-9.-2	1.0
-5|-9.-24.-22	3|-5	1.0
-7|-2	-9|-7	1.0
-9|-24.-22	-5|-9.-24.-22	1.0
8|12	3|8	0.5
8|12	12|8	0.5
-5|-12	0|-5.-12	1.0
0|3	-2|0.3	1.0
0|3	-4|	0.5
14|	10|	1.0
-9|-7	0|-9.-7	1.0
-9|-7	-16|-9	0.428571428571
-9|-5.-24	7|-9	0.5
-9|-5.-24	-5|-9.-5	0.5
-7|	-9|-7	0.571428571429
-7|	2|-7	0.5
-7|	-17|	0.1875
-5|0	7|-5	0.0508474576271
-5|0	-21|	0.101694915254
-5|0	-9|-5	0.847457627119
2|	-14|	0.295774647887
2|	0|2	0.0952380952381
2|	3|2	1.0
2|	-16|	0.0422535211268
2|	-24|	0.0422535211268
2|	-7|2	1.0
2|	-2|2	1.0
2|	-5|2	0.3
129|	-5|	1.0
3|0	-24|3	1.0
2|3.5	0|2.3.5	0.5
-24|-9.-5.0.7	-5|-24	1.0
7|-5	8|7	0.125
7|-5	0|7	0.25
7|-5	-24|7	0.375
7|-5	5|	0.25
7|-5.5	5|	1.0
2|-9	-14|	1.0
12|15	17|	1.0
2|0.-4	0|2.0.-4	0.5
-12|	-5|-12	1.0
-16|-9	0|-16	1.0
-24|0	15|	0.125
-24|0	-9|-24	0.5
-24|0	0|-24	0.125
-24|0	-12|	0.25
7|5	12|7	0.5
7|5	-5|7	0.5
-5|0.7	-9|-5.0.7	1.0
17|	12|17	1.0
3|	-2|3	1.0
3|	7|3	1.0
3|	0|3	0.5
3|	-5|3	1.0
3|	14|	0.0149253731343
3|	-17|3	1.0
3|	2|3	1.0
3|	-9|3	1.0
3|	-24|3	1.0
3|	5|	0.0298507462687
12|8	8|12	1.0
3|-4	0|3	1.0
12|19	20|	1.0
-17|3	-7|-17	1.0
-5|2.-7	-17|	1.0
0|-5.-12	7|0	1.0
-24|0.-9	-12|	1.0
-5|0.-9	-9|-5.0.-9	0.809523809524
0|-4	2|0.-4	1.0
0|-4	-4|	0.5
8|	-5|8	1.0
8|	3|8	0.5
8|	5|8	0.666666666667
8|	12|8	1.0
8|	7|8	1.0
