12|23	14|	1.0
19|0	17|19	1.0
24|	19|24	1.0
7|-1	5|7	0.8
7|-1	4|7	0.2
-5|0.-3	0|-5.0	1.0
7|6	-1|7	1.0
12|	14|	0.333333333333
12|	9|	0.0833333333333
12|	-1|12	1.0
12|	2|12	1.0
-1|0	0|-1.0	1.0
-1|0	-5|-1	0.555555555556
2|7	-5|2	1.0
14|	16|14	0.2
14|	23|14	1.0
-5|	0|-5	0.666666666667
-5|	-3|	0.0833333333333
-5|	-8|	0.0833333333333
-5|	-1|-5	0.5
-5|	-7|	0.25
-5|	2|-5	0.5
0|	4|	0.0888888888889
0|	2|0	0.5
0|	19|0	1.0
0|	-1|0	0.555555555556
0|	-10|	0.177777777778
0|	-5|0	0.333333333333
16|	12|16	1.0
16|	17|16	1.0
16|	19|16	1.0
-7|	-5|-7	0.666666666667
-5|0	-8|	0.333333333333
-5|0	2|-5	0.333333333333
-5|0	0|-5.0	1.0
2|	-5|2	0.5
2|	0|2	1.0
2|	12|2	1.0
2|	-3|2	1.0
2|	-1|2	0.5
0|-10	-10|	1.0
19|21	14|	1.0
-1|	0|	0.266666666667
-1|	-5|-1	1.0
-1|	-10|	0.355555555556
-1|	7|-1	0.8
0|-5	-5|0	0.666666666667
0|-5	-1|0	0.333333333333
5|7	0|5	1.0
4|	5|4	1.0
4|	0|4	1.0
4|	2|4	1.0
0|-5.0	-1|0	1.0
19|17	21|	1.0
-3|	-1|-3	1.0
-3|	0|-3	1.0
-10|-1.-10.-1.-10	7|-10	1.0
6|	7|6	1.0
-1|2	-10|	0.5
-1|2	0|-1.2	1.0
19|	12|19	1.0
19|	21|	0.227272727273
19|	14|	0.227272727273
19|	23|19	1.0
19|	17|19	1.0
2|0	-1|2	0.5
2|0	12|2	0.5
-10|-1.-10	-1|-10.-1.-10	1.0
-10|-1.-10	7|-10	0.333333333333
-10|-1.-10	0|-10	0.333333333333
-5|2	2|-5	0.5
-5|2	-1|-5	0.5
-5|-8	-3|	1.0
-10|	7|-10	1.0
-10|	0|-10	1.0
-10|	-1|-10	1.0
-1|-5	7|-1	0.5
-1|-5	-5|-1	0.5
17|19	16|17	1.0
9|	7|9	1.0
19|16	14|	1.0
0|-3	-5|0.-3	1.0
4|7	0|4	0.5
4|7	2|4	0.5
2|4	-3|2	1.0
12|16	9|	1.0
0|-1.7	19|0	1.0
-1|-3	7|-1	1.0
16|14	12|16	0.2
16|14	17|16	0.8
-8|	-5|-8	1.0
0|2	2|0	1.0
5|4	6|	1.0
21|	23|21	1.0
21|	19|21	1.0
0|-1.2	4|	1.0
17|	16|17	1.0
17|	19|17	1.0
-3|2	-1|-3	1.0
-1|-10.-1.-10	-10|-1.-10.-1.-10	1.0
23|	24|	0.333333333333
23|	19|23	1.0
23|	12|23	1.0
7|9	4|7	1.0
2|-5	-5|2	0.5
2|-5	0|2	0.5
19|24	23|19	1.0
5|	6|	0.5
5|	0|5	1.0
-1|7	0|-1.7	1.0
12|19	-1|12	1.0
0|-1.0	2|0	1.0
16|17	19|16	1.0
7|	5|7	1.0
7|	-1|7	1.0
7|	2|7	1.0
7|	4|7	0.5
17|16	19|17	1.0
23|14	12|23	1.0
-1|12	-5|-1	1.0
-1|-10	-10|-1.-10	0.333333333333
-5|-7	0|-5	0.666666666667
-5|-7	-1|-5	0.333333333333
7|-10	2|7	1.0
12|2	2|12	1.0
0|5	-1|0	1.0
0|4	-1|0	1.0
23|19	19|23	1.0
-5|-1	-7|	1.0
19|23	12|19	1.0
23|21	24|	1.0
2|12	-1|2	1.0
