-30|	-13|-30	1.0
-16|-32	-29|-16	0.75
-16|-32	-18|-16	0.25
-17|	-25|-17	1.0
-13|-32.-22	-30|	1.0
-18|-21	-21|-18	0.75
-18|-21	-25|-18	0.25
-25|-21.-32	-29|-25	1.0
-32|-29	-21|-32.-29	1.0
-32|-22	-25|-32	0.4
-32|-22	-13|-32.-22	1.0
-21|-18	-25|-21.-18	1.0
-32|-25.-22	-29|-32	1.0
-13|-32	-30|	0.0833333333333
-13|-32	-11|	0.916666666667
-11|-10	-13|-11.-10	1.0
-32|-16	-16|-32	1.0
-25|-20	-22|	0.5
-25|-20	-20|	0.5
-25|-18	-32|-25	0.6
-25|-18	-19|	0.2
-25|-18	-18|-25	0.2
-18|	-29|-18	1.0
-18|	-21|-18	1.0
-18|	-10|	0.0769230769231
-18|	-32|	0.0769230769231
-18|	-25|-18	0.2
-21|-32	-25|-21.-32	1.0
-21|-32	-32|-21	0.0769230769231
-32|-25	-21|-32	0.75
-32|-25	-29|-32	0.0625
-32|-25	-13|-32	0.125
-32|-25	-25|-32	0.0625
-32|-13	-13|-32	1.0
-29|-18	-16|-29	1.0
-29|-25.-29	-25|-29	0.333333333333
-29|-25.-29	-22|	0.333333333333
-29|-25.-29	-32|-29	0.333333333333
-29|-32	-21|-29.-32	1.0
-25|	-32|-25	0.0625
-25|	-17|	0.0166666666667
-25|	-20|	0.0333333333333
-25|	-18|-25	0.5
-25|	-21|	0.216666666667
-25|	-29|-25	0.15
-25|	-19|	0.05
-25|	-22|	0.05
-10|	-11|-10	1.0
-10|	-18|	0.25
-25|-32	-29|-25	0.428571428571
-25|-32	-22|	0.142857142857
-25|-32	-21|	0.285714285714
-25|-32	-20|	0.142857142857
-21|	-32|-21	1.0
-21|	-18|-21	0.25
-21|	-29|-21	1.0
-21|	-25|-21	0.297297297297
-25|-26	-18|-25	1.0
-18|-16	-29|-18	0.5
-18|-16	-25|-18	0.5
-25|-19	-19|	1.0
-25|-29	-29|-25.-29	0.333333333333
-29|-16	-16|-29	1.0
-32|-21	-25|-32	1.0
-16|	-32|-16	1.0
-16|	-29|-16	1.0
-16|	-18|-16	0.5
-21|-25.-21	-18|-21	0.0909090909091
-21|-25.-21	-25|-21.-25.-21	0.7
-21|-32.-29	-32|-21	1.0
-29|	-25|-29	1.0
-29|	-32|-29	1.0
-29|	-22|	0.0232558139535
-29|	-26|	0.0232558139535
-29|	-21|	0.372093023256
-29|	-16|-29	1.0
-11|-13.-11.-10	-16|	1.0
-13|-30	-32|-13	1.0
-29|-25	-25|-29	0.15
-29|-25	-32|-29	0.05
-29|-25	-22|	0.05
-29|-25	-21|	0.75
-25|-22	-32|-25.-22	1.0
-25|-22	-17|	0.333333333333
-25|-22	-22|	0.333333333333
-19|	-25|-19	1.0
-19|	-32|-19	1.0
-19|	-20|	0.333333333333
-32|-11	-13|-32	1.0
-25|-21.-25.-21	-21|-25.-21	0.7
-25|-21.-25.-21	-32|-25	0.3
-32|-25.-21.-18	-13|-32	1.0
-13|-11.-10	-11|-13.-11.-10	1.0
-29|-21	-26|	1.0
-21|-29.-32	-29|-21	1.0
-18|-25	-32|	0.5
-18|-25	-10|	0.5
-26|	-25|-26	1.0
-25|-17	-19|	1.0
-11|	-16|	0.030303030303
-11|	-13|	0.878787878788
-11|	-32|-11	1.0
-32|-19	-25|-32	1.0
-25|-21.-18	-32|-25.-21.-18	1.0
-20|	-25|-20	0.5
-20|	-22|	0.333333333333
-13|	-30|	0.0363636363636
-13|	-32|-13	1.0
-13|	-11|	0.581818181818
-13|	-10|	0.0181818181818
-13|	-22|	0.0181818181818
-32|	-16|-32	0.25
-32|	-21|-32	0.923076923077
-32|	-29|-32	1.0
-32|	-13|-32	0.916666666667
-32|	-25|-32	0.142857142857
-16|-29	-32|-16	1.0
-22|	-25|-22	0.333333333333
-22|	-32|-22	0.4
-25|-21	-32|-25	0.324324324324
-25|-21	-21|-25.-21	0.909090909091
-25|-21	-29|-25	0.378378378378
