-3|5	-1|-3.5	1.0
-1|-3.9	9|-1	1.0
2|-1.-10	7|2	1.0
-1|0	-3|-1	0.266666666667
-1|0	-5|-1	0.0666666666667
-1|0	0|-1	0.666666666667
2|7	1|	0.333333333333
2|7	7|2	0.333333333333
2|7	4|2	0.333333333333
-7|0.4	-3|-7	1.0
0|	2|0	0.3
0|	4|0	0.333333333333
0|	-1|0	0.0666666666667
0|	-10|0	0.5
0|	9|0	0.5
0|	-3|0	0.6
0|	-8|0	0.5
0|	-7|	0.0666666666667
0|	-5|0	0.5
0|	5|	0.0666666666667
0|	-6|	0.0333333333333
0|	-4|0	1.0
-3|-5.-1	-5|-3	1.0
-1|	7|-1	1.0
-1|	2|-1	0.25
-1|	9|-1	1.0
-1|	4|-1	1.0
-1|	-10|-1	1.0
-1|	5|-1	1.0
-1|	-3|-1	0.142857142857
-1|	-8|-1	0.5
-1|	129|	0.0125
-1|	0|-1	0.0606060606061
-1|	-5|-1	0.142857142857
0|-5	4|0	0.2
0|-5	-7|0.-5	1.0
0|-5	-6|	0.3
0|-5	-10|0	0.2
-1|-3	-5|-1	0.2
-1|-3	9|-1	0.1
-1|-3	5|-1	0.1
-1|-3	-8|-1	0.1
-1|-3	0|-1	0.2
-1|-3	-3|-1	0.3
5|4	4|5	0.666666666667
5|4	1|	0.333333333333
12|11.7	0|12	1.0
5|0.4	-1|5	1.0
-1|-8	0|-1.-8	1.0
9|11	11|	1.0
-8|4	-6|-8	1.0
4|0	6|4.0	1.0
4|0	-4|	0.333333333333
4|0	2|4	0.333333333333
-8|-7	-5|-8	1.0
-1|-3.-5	0|-1	1.0
9|	2|9	1.0
9|	11|	0.111111111111
9|	0|9	1.0
9|	-3|9	1.0
9|	7|9	0.4
-10|-1	-1|-10	1.0
2|4	-6|2	0.0769230769231
2|4	-1|2	0.0769230769231
2|4	0|2	0.307692307692
2|4	4|2	0.538461538462
11|	9|11	1.0
11|	12|	0.833333333333
-3|-1	-1|-3.-1	0.25
-3|-1	-5|-3	0.142857142857
-3|-1	-4|	0.142857142857
-3|-1	9|-3	0.142857142857
-8|	-7|-8	1.0
-8|	-6|-8	0.5
-8|	-1|-8	1.0
-8|	2|-8	1.0
-8|	4|-8	1.0
-8|	-10|	0.16
-8|	5|-8	1.0
-8|	-5|-8	0.428571428571
5|7.-3	-3|5	1.0
1|	7|1	1.0
1|	2|1	1.0
2|-5	5|2	0.5
2|-5	-6|2	0.5
-1|-6	2|-1.-6	1.0
-1|-6	-10|-1	0.5
-1|-3.2	-5|-1	1.0
4|-1	-4|	1.0
-5|7	-3|-5	1.0
-3|-5	5|-3	0.25
-3|-5	7|-3	0.25
-3|-5	-5|-3	0.25
-3|-5	-1|-3.-5	1.0
0|4	5|0.4	1.0
0|4	-7|0.4	1.0
0|4	-3|0	0.375
0|4	-4|0	0.25
-1|-7	-8|-1	0.333333333333
-1|-7	0|-1.-7	1.0
-8|-10.2	2|-8	1.0
0|129	4|0	1.0
-8|0	-1|-8	0.5
-8|0	-6|-8	0.5
7|6	6|	0.625
7|6	9|	0.25
7|6	-3|7	0.125
0|-6	2|0	0.5
0|-6	-1|0.-6	1.0
-8|-1	4|-8	0.5
-8|-1	-5|-8	0.5
-3|-5.-8	-1|-3.-5	1.0
2|-4	4|2	1.0
-3|-4	2|-3	0.25
-3|-4	4|	0.25
-3|-4	-1|-3.-4	1.0
2|1	-1|2	1.0
0|12	9|0	1.0
-5|-8	0|-5	0.428571428571
-5|-8	-10|	0.142857142857
-5|-8	-3|-5.-8	1.0
-5|-8	129|	0.142857142857
-6|2	-1|-6	1.0
5|7	7|5	0.25
5|7	4|5	0.5
5|7	-3|5	0.25
-3|	-1|-3	0.2
-3|	4|	0.0454545454545
-3|	9|-3	1.0
-3|	7|-3	0.5
-3|	6|	0.0454545454545
-3|	-5|-3	0.5
-3|	5|-3	1.0
-3|	2|-3	0.5
-3|	-4|	0.0454545454545
9|-1	7|9.-1	1.0
6|	0|6	1.0
6|	7|6	0.25
6|	-1|6	1.0
6|	4|6	0.5
-7|0.-1	-5|-7	1.0
2|-1.2	4|2.-1	1.0
-1|-3.-1	-3|-1.-3.-1	1.0
-1|-3.-1	-8|-1	0.25
-1|-3.-1	0|-1	0.25
-1|-3.-1	-5|-1	0.25
-1|0.-6	-5|-1	1.0
7|9.-1	2|7	1.0
-6|-8	0|-6	0.5
-6|-8	4|-6	0.5
-1|5	5|-1	0.333333333333
-1|5	0|-1.5	1.0
-1|5	129|	0.166666666667
-1|5	-5|-1	0.333333333333
4|-8	-8|4	1.0
2|-3	-8|	0.166666666667
2|-3	0|2	0.333333333333
2|-3	-5|2.-3	1.0
-3|0	2|-3	0.6
-3|0	7|-3	0.4
-3|2	-1|-3.2	1.0
-7|0.-5	-1|-7	1.0
7|9	5|7	0.2
7|9	6|	0.2
7|9	2|7	0.2
7|9	9|	0.4
0|-1	2|0	0.30303030303
0|-1	-7|0.-1	1.0
0|-1	-1|0	0.484848484848
0|-1	4|0	0.030303030303
0|-1	-3|0	0.0606060606061
0|-1	-5|0	0.0606060606061
7|	5|7	0.5
7|	-3|7	1.0
7|	6|	0.32
7|	0|7	1.0
7|	12|	0.04
7|	-5|7	1.0
7|	2|7	0.333333333333
7|	9|	0.16
7|	11|7	1.0
12|11.12	11|12.11.12	1.0
12|11.12	14|	0.666666666667
5|-8	-1|5	1.0
-8|-5	5|-8	0.666666666667
-8|-5	-5|-8	0.333333333333
-5|-7	-8|-5	1.0
9|0	0|9	0.5
9|0	7|9.0	1.0
2|-1.-6	-4|2	1.0
-5|-10	-1|-5	1.0
-4|0	-3|-4.0	1.0
4|-6	2|4.-6	1.0
-3|-1.-3.-1	-4|	1.0
-1|129	-8|-1	1.0
2|-8	0|2.-8	1.0
12|	11|12	0.25
12|	14|	0.444444444444
12|	0|12	1.0
-1|6	7|-1	1.0
-5|	0|-5	0.2
-5|	-3|-5	0.25
-5|	-6|	0.0731707317073
-5|	-8|-5	0.333333333333
-5|	7|-5	0.666666666667
-5|	-10|	0.0487804878049
-5|	-1|-5	0.5
-5|	2|-5	0.5
-5|	129|	0.0243902439024
2|-1	7|2	0.25
2|-1	-4|2	0.25
2|-1	-3|2	0.25
2|-1	4|2.-1	1.0
-3|9	-1|-3.9	1.0
0|5	5|	1.0
-1|-3.5	5|-1	1.0
4|	5|4	0.333333333333
4|	6|	0.111111111111
4|	-8|4	1.0
4|	7|4	1.0
4|	-4|	0.0740740740741
4|	0|4	0.25
4|	2|4	0.307692307692
7|-3	6|	0.5
7|-3	5|7.-3	1.0
-5|2	0|-5	0.333333333333
-5|2	7|-5	0.444444444444
-5|2	2|-5	0.222222222222
5|2	4|5.2	1.0
7|9.0	5|7	1.0
5|7.1	7|5	1.0
7|6.4.2	-3|7	1.0
4|6	6|	0.5
4|6	2|4	0.5
-10|	-7|-10	1.0
-10|	-8|-10	0.5
-10|	-1|-10	1.0
-10|	-5|-10	1.0
-1|-5	2|-1.-5	1.0
-1|-5	0|-1	0.5
7|14	11|7	1.0
-4|2	2|-4	0.5
-4|2	-1|-4	0.5
11|12	9|11	0.25
11|12	12|11.12	0.333333333333
4|5.2	5|4	1.0
-1|-3.-4	-3|-1	1.0
0|2	2|0	0.363636363636
0|2	-8|0	0.181818181818
0|2	-1|0	0.454545454545
0|-1.-7	-7|0.-1	1.0
-4|	2|-4	1.0
-4|	-1|-4	1.0
-4|	-3|-4	0.25
5|	7|5	1.0
