12|7	14|12.7	1.0
9|11	7|9	1.0
10|	9|10	1.0
7|11	12|7	1.0
12|	9|12	0.333333333333
12|	4|	0.0434782608696
12|	11|	0.260869565217
12|	10|	0.0869565217391
12|	14|	0.434782608696
12|	16|	0.0434782608696
12|14.16	14|	0.166666666667
12|14.16	11|12.14.16	1.0
12|14.16	10|	0.333333333333
14|	16|	0.421052631579
14|	11|14	1.0
14|	12|14	0.666666666667
14|16	12|14.16	0.5
0|	-1|	1.0
16|	12|16	1.0
16|	11|	0.0833333333333
16|	14|16	1.0
16|	17|	0.0833333333333
16|	5|	0.166666666667
2|	4|	0.75
2|	0|	0.25
11|7	14|	1.0
-1|	-3|	1.0
9|12	11|	0.333333333333
9|12	14|9	0.666666666667
4|	7|4	0.5
4|	2|	0.25
4|	12|	0.125
4|	5|	0.375
-3|	5|	1.0
4|5	2|	1.0
19|	7|	1.0
14|9	11|14	1.0
12|14	14|	0.111111111111
12|14	11|	0.666666666667
12|14	10|	0.222222222222
4|7	7|4	0.5
4|7	12|	0.5
12|16	9|12	1.0
9|10	11|	1.0
11|	7|11	1.0
11|	9|11	1.0
11|	14|	0.0666666666667
11|	12|11	0.125
7|5	9|7	0.6
7|5	4|7	0.4
16|14.12.7	5|	1.0
11|12.14.16	9|11	1.0
17|	16|	0.5
17|	19|	0.5
7|9	16|7	0.666666666667
7|9	5|	0.333333333333
12|11	16|	0.125
12|11	9|12	0.125
12|11	4|	0.125
12|11	14|	0.625
14|12.7	16|14.12.7	1.0
5|	4|5	1.0
5|	7|5	0.6
9|	11|	0.384615384615
9|	14|9	1.0
9|	17|	0.0769230769231
9|	7|9	0.333333333333
9|	2|	0.153846153846
7|	12|7	1.0
7|	9|7	0.4
7|	16|7	1.0
7|	11|7	1.0
7|	4|7	0.5
7|	5|	0.0769230769231
9|7	11|	0.4
9|7	2|	0.4
9|7	17|	0.2
7|4	11|7	0.5
7|4	9|7	0.5
16|7	12|16	1.0
11|14	7|11	1.0
