34|	33|34	1.0
24|26.24	23|	1.0
24|	34|	0.157894736842
24|	19|	0.0263157894737
24|	29|24	1.0
24|	28|24	0.230769230769
24|	31|24	0.5
24|	23|	0.210526315789
24|	26|24	0.4
33|31.29	31|33.31.29	0.75
36|38	35|36	0.333333333333
36|38	33|36	0.666666666667
31|35	30|	1.0
26|	24|	0.782608695652
26|	28|26	0.4
33|32	21|33	1.0
38|	31|38	1.0
38|	36|38	0.666666666667
24|22	28|24.22	0.5
28|24	31|28.24	1.0
28|24	24|28	0.0769230769231
28|24	22|	0.461538461538
28|24	33|28	0.230769230769
21|23	19|21.23	1.0
22|	24|22	1.0
33|36	31|33.36	1.0
29|31	19|	0.111111111111
29|31	17|	0.666666666667
29|31	31|29	0.111111111111
29|31	24|29	0.111111111111
31|33.31.30	38|31	0.5
31|33.31.30	36|31	0.5
38|31	31|38	1.0
19|21	28|19	0.666666666667
19|21	33|19	0.333333333333
28|24.22	33|28	0.5
28|24.22	31|28.24	0.5
31|30	33|31.30	1.0
24|23	31|24	0.2
24|23	19|	0.2
24|23	26|24	0.6
31|33.36	33|	1.0
28|19	19|28	1.0
29|28	28|29	0.571428571429
29|28	31|29	0.428571428571
31|29	33|31.29	1.0
31|28.36	35|	1.0
19|	28|19	1.0
19|	21|	0.571428571429
19|	33|19	1.0
29|24	33|29	1.0
31|33	33|	0.111111111111
31|33	36|31	0.111111111111
31|33	19|	0.0833333333333
31|33	28|31	0.333333333333
31|33	29|31	0.25
31|33	38|31	0.111111111111
24|26.21	23|	0.5
24|26.21	28|24	0.5
31|	19|	0.0405405405405
31|	29|31	0.111111111111
31|	33|	0.310810810811
31|	36|31	1.0
31|	28|31	0.333333333333
31|	32|	0.0405405405405
31|	30|	0.108108108108
31|	38|31	1.0
31|	35|	0.108108108108
31|23	33|	1.0
33|31.30	31|33.31.30	0.5
29|	28|29	1.0
29|	19|	0.0526315789474
29|	17|	0.315789473684
29|	33|29	1.0
29|	31|29	1.0
29|	24|29	1.0
26|21	24|26.21	0.5
35|	31|35	1.0
35|	38|	0.2
35|	36|35	0.25
24|36	34|	1.0
19|28	21|	1.0
31|33.31.29	19|	0.75
31|33.31.29	28|31	0.25
31|33.34	29|31	1.0
36|31	31|36	1.0
24|33	34|	1.0
28|29	26|	1.0
36|35	28|36	0.5
36|35	31|36	0.25
36|35	24|36	0.25
31|33.28	29|31	1.0
21|	24|21	1.0
21|	26|21	1.0
21|	19|21	0.333333333333
33|34	31|33.34	1.0
17|	21|17	1.0
33|29	24|33	1.0
31|28.24	32|	1.0
23|	24|23	0.2
23|	21|23	1.0
23|	31|23	1.0
19|21.23	33|19	1.0
31|36	30|	0.8
31|36	35|	0.2
21|17	26|21	1.0
28|36	31|28.36	1.0
24|28	31|24	1.0
35|36	36|35	1.0
31|38	35|	1.0
28|31	29|28	0.333333333333
28|31	31|28	0.333333333333
28|31	36|28	0.333333333333
32|	33|32	1.0
26|24	24|26.24	1.0
26|24	28|26	0.6
31|24	33|	0.5
31|24	35|	0.5
36|28	38|	1.0
33|19	23|	1.0
30|	31|30	1.0
33|	24|33	1.0
33|	31|33	0.111111111111
33|	23|	0.0666666666667
33|	21|33	1.0
24|21	29|24	1.0
28|	24|28	1.0
28|	29|28	0.428571428571
28|	26|	0.142857142857
28|	22|	0.142857142857
28|	31|28	0.444444444444
28|	36|28	1.0
28|	33|28	1.0
28|	19|28	1.0
21|33	24|21	1.0
31|28	33|	0.444444444444
31|28	35|	0.222222222222
31|28	32|	0.333333333333
36|	28|36	1.0
36|	35|36	1.0
36|	38|	0.222222222222
36|	33|36	1.0
36|	31|36	0.8
36|	24|36	1.0
33|28	31|33.28	1.0
24|29	34|	1.0
28|26	29|28	0.6
28|26	26|	0.4
