18|21	20|18.21	1.0
21|20.21	18|21	0.5
21|20.21	16|21	0.5
-9|	-8|	1.0
16|	13|	0.0333333333333
16|	9|16	0.125
16|	21|	0.0166666666667
16|	18|	0.266666666667
16|	15|	0.1
16|	14|16	0.76
16|	-8|16	1.0
16|	8|	0.0166666666667
-1|	-8|-1	0.5
-1|	1|	0.2
-1|	-3|	0.4
18|9	17|	0.5
18|9	16|18	0.5
16|14.13.11	13|	1.0
9|11	11|9.11	0.888888888889
9|11	14|9	0.0526315789474
9|11	-65|	0.0526315789474
9|11	8|	0.421052631579
9|16	18|9	0.125
9|16	7|	0.25
9|16	14|9	0.125
9|16	21|	0.375
9|16	16|	0.125
16|11.13.11	9|16	1.0
9|16.18	7|	1.0
9|	18|9	0.5
9|	7|	0.0975609756098
9|	14|9	0.333333333333
9|	21|	0.0731707317073
9|	-65|	0.0243902439024
9|	16|	0.0243902439024
9|	11|9	0.214285714286
9|	4|9	1.0
9|	8|	0.268292682927
11|	4|11	0.5
11|	10|	0.0491803278689
11|	9|11	0.473684210526
11|	20|	0.016393442623
11|	16|	0.0983606557377
11|	13|11	0.535714285714
-8|	1|	0.2
-8|	-6|	0.4
-8|	-3|	0.2
-8|	-9|	0.2
1|	16|	0.5
1|	-1|	0.5
14|16.18.20	13|14.16.18.20	1.0
18|	11|18	0.5
18|	19|	0.0789473684211
18|	15|	0.0789473684211
18|	14|	0.0263157894737
18|	17|	0.0263157894737
18|	20|	0.157894736842
18|	16|18	0.1
16|14.16	18|	0.833333333333
16|14.16	9|16.14	0.166666666667
13|8	11|	0.5
13|8	18|13	0.5
6|7	4|6.7	0.5
6|7	7|6	0.5
10|	6|	0.2
10|	11|10	0.666666666667
10|	8|10	1.0
4|6.7	21|	0.5
4|6.7	18|	0.5
7|6	9|7	1.0
-8|-1	1|	0.5
-8|-1	-3|	0.5
14|16	13|	0.76
14|16	16|14.16	0.166666666667
8|20	13|8	1.0
11|9	9|11	0.214285714286
11|9	4|11	0.142857142857
11|9	13|11.9	1.0
4|3	6|	1.0
16|4.11	15|	1.0
11|18	9|11	0.5
11|18	4|11.18	1.0
11|18	20|	0.25
4|11	13|	0.5
4|11	16|4.11	1.0
4|11	3|	0.25
-3|	-4|	0.333333333333
-3|	-1|	0.666666666667
6|	4|	0.363636363636
6|	7|6	1.0
6|	5|	0.0909090909091
6|	8|6	0.5
13|11	11|13.11	0.333333333333
13|11	10|	0.0357142857143
13|11	15|	0.0714285714286
13|11	14|13.11	0.888888888889
13|11	16|	0.0357142857143
8|6	9|8	0.5
8|6	6|8	0.5
11|13.11	9|11	0.333333333333
11|13.11	13|11	0.533333333333
11|13.11	16|11.13.11	1.0
13|	11|	0.506666666667
13|	18|13	0.5
13|	10|	0.0133333333333
13|	12|	0.0133333333333
13|	15|	0.0533333333333
13|	6|13	1.0
13|	16|	0.04
13|	9|13	1.0
13|	14|13	0.5
18|16.18	19|	0.2
18|16.18	11|18	0.2
18|16.18	15|	0.6
-8|16	-9|	1.0
21|19	19|	1.0
18|16.14.13	14|	1.0
6|8	8|6	1.0
7|	6|7	0.5
7|	9|7	1.0
16|18.13	15|	1.0
19|	18|19	0.4
19|	21|19	1.0
12|	8|12	1.0
20|	18|20	0.285714285714
20|	21|	0.357142857143
20|	8|20	1.0
20|	17|	0.0714285714286
3|	4|3	1.0
13|15	18|13	0.2
13|15	12|	0.2
13|15	15|	0.4
13|15	6|13	0.2
11|10	13|11	0.333333333333
11|10	10|	0.666666666667
4|	6|	0.166666666667
4|	13|	0.25
4|	18|	0.0833333333333
4|	21|	0.0833333333333
4|	16|	0.333333333333
4|	3|	0.0833333333333
8|10	10|	1.0
16|14	9|16.14	0.5
16|14	13|	0.117647058824
16|14	21|	0.0588235294118
16|14	18|	0.352941176471
16|14	14|16	0.352941176471
4|11.18	3|	1.0
16|18	9|16.18	1.0
16|18	14|16	0.5
16|18	18|16.18	0.2
16|18	15|	0.15
16|15	9|16	0.142857142857
16|15	18|	0.285714285714
