12|7	9|12.7	1.0
24|	21|	1.0
7|2	5|7	1.0
-1|9	4|-1	1.0
12|16	24|	0.333333333333
12|16	0|12	0.666666666667
4|2	7|4	0.5
4|2	-5|4	0.5
12|	9|12	0.25
12|	24|	0.0666666666667
12|	11|12	1.0
12|	0|12	0.5
9|12.14	0|9	1.0
2|7	7|2	1.0
14|	16|14	1.0
14|	12|14	0.5
-5|	7|-5	0.5
-5|	2|-5	1.0
7|0	-5|	0.5
7|0	4|7	0.5
0|	24|	0.0526315789474
0|	5|0	0.5
0|	4|0	1.0
0|	9|0	1.0
0|	7|0	0.5
0|	-6|	0.210526315789
16|	19|16	1.0
16|	14|	0.444444444444
16|	12|16	0.333333333333
0|12	4|0	0.5
0|12	9|0	0.5
2|	0|2	0.333333333333
2|	7|2	1.0
2|	-1|2	1.0
2|	4|2	0.5
129|	4|129	1.0
129|	11|	0.5
-1|	4|-1	0.333333333333
-1|	0|-1	0.333333333333
9|12	0|9	0.25
9|12	-1|9	0.5
9|12	12|	0.25
5|7	9|5	1.0
4|	5|4	1.0
4|	11|	0.0689655172414
4|	7|4	0.166666666667
4|	-5|4	1.0
4|	2|4	0.428571428571
4|	9|4	1.0
4|	-1|	0.0689655172414
-3|	1|	0.4
-3|	4|-3	1.0
7|4.129	9|7	1.0
4|0	7|4.0	0.5
6|	14|	0.5
6|	11|	0.25
6|	129|	0.25
0|-1	7|0	0.666666666667
0|-1	-6|	0.333333333333
19|	23|	0.333333333333
19|	21|19	1.0
19|	16|19	1.0
7|-5	0|7	0.5
7|-5	-1|	0.5
9|12.7	12|	1.0
4|-3	2|4	1.0
5|1	4|5	1.0
9|	6|	0.117647058824
9|	12|	0.235294117647
9|	0|9	1.0
9|	16|	0.176470588235
9|	-1|9	1.0
9|	5|9	1.0
19|16	21|19	1.0
4|7	7|4.7	0.4
2|4	0|2	0.428571428571
2|4	4|2	0.571428571429
7|11	2|7	0.5
7|11	0|7	0.5
11|	6|	0.333333333333
11|	7|11	0.5
2|-6	-1|2	1.0
11|12	6|	1.0
16|14	12|16	1.0
0|7	-6|	0.5
0|7	5|0	0.5
0|2	4|0	0.666666666667
0|2	24|	0.333333333333
5|4	-3|5	1.0
5|0	12|	0.5
5|0	9|5	0.5
21|	23|	0.2
21|	16|	0.2
21|	24|	0.2
21|	17|	0.4
1|	5|1	1.0
1|	4|1	1.0
4|1	9|4	1.0
17|	21|17	0.5
-5|4	2|-5	1.0
23|	19|	1.0
2|-5	-1|2	1.0
-6|	2|-6	1.0
-6|	4|-6	1.0
21|17	16|	0.5
21|17	23|	0.5
5|	9|5	0.5
5|	4|5	1.0
5|	12|	0.166666666667
5|	-5|	0.166666666667
5|	-3|5	1.0
0|9	5|0	1.0
21|19	17|	1.0
7|	12|7	1.0
7|	5|7	1.0
7|	-3|	0.115384615385
7|	-5|	0.0769230769231
7|	0|7	0.5
7|	2|7	1.0
7|	1|	0.0769230769231
7|	4|7	1.0
7|	9|7	1.0
7|	129|	0.0384615384615
7|	-1|	0.0769230769231
9|7	16|	1.0
9|5	5|9	0.5
9|5	12|	0.5
7|4	12|7	0.166666666667
7|4	-3|	0.25
7|4	1|	0.166666666667
7|4	4|7	0.25
7|4	129|	0.0833333333333
7|4	9|7	0.0833333333333
-1|2	0|-1	1.0
16|19	19|16	1.0
7|4.0	12|7	0.5
7|4.0	4|7	0.5
4|5	5|4	1.0
9|0	6|	1.0
12|14	11|12	0.5
12|14	9|12.14	1.0
9|4	16|	1.0
4|-1	11|	0.333333333333
4|-1	2|4	0.666666666667
4|129	7|4.129	1.0
7|4.7	1|	0.4
7|4.7	-3|	0.6
-3|5	1|	1.0
5|9	-5|	1.0
4|-6	-1|	1.0
