-9 => -5 0.25
-9 => -4 0.25
-9 => -12 0.25
-9 => -6 0.125
-9 => -8 0.125
15 14 => 16 1.0
3 15 => 3 1.0
16 8 => 9 1.0
18 6 => 19 1.0
11 10 => 9 1.0
4 5 => 3 0.0487804878049
4 5 => 2 0.0731707317073
4 5 => 4 0.146341463415
4 5 => 7 0.512195121951
4 5 => 6 0.121951219512
4 5 => 9 0.0975609756098
-12 -6 => 0 1.0
2 11 9 => 11 1.0
19 => 11 0.0243902439024
19 => 12 0.0243902439024
19 => 15 0.0243902439024
19 => 17 0.170731707317
19 => 16 0.19512195122
19 => 18 0.219512195122
19 => 0 0.0243902439024
19 => -12 0.0243902439024
19 => 4 0.0243902439024
19 => 7 0.219512195122
19 => 6 0.0487804878049
-5 0 4 => 9 0.25
-5 0 4 => -5 0.25
-5 0 4 => -3 0.5
8 7 9 => 12 1.0
2 -2 => 0 1.0
9 => 11 0.286549707602
9 => 1 0.00584795321637
9 => 12 0.0409356725146
9 => 15 0.00584795321637
9 => 14 0.0175438596491
9 => 17 0.00584795321637
9 => 16 0.0116959064327
9 => -1 0.0175438596491
9 => 6 0.0409356725146
9 => -5 0.0175438596491
9 => 0 0.0233918128655
9 => 3 0.0175438596491
9 => 2 0.0233918128655
9 => 5 0.0233918128655
9 => 4 0.00584795321637
9 => 7 0.391812865497
9 => -2 0.0175438596491
9 => 8 0.0175438596491
9 => 10 0.0292397660819
16 12 => 16 0.142857142857
16 12 => 7 0.571428571429
16 12 => 17 0.142857142857
16 12 => 6 0.142857142857
-1 -3 => -5 0.842105263158
-1 -3 => 2 0.0526315789474
-1 -3 => -1 0.0526315789474
-1 -3 => 7 0.0526315789474
7 0 => 8 0.666666666667
7 0 => 2 0.333333333333
3 5 4 5 => 3 1.0
16 8 9 11 => 12 1.0
5 -8 => 4 1.0
5 2 4 => 0 1.0
12 16 => 12 0.111111111111
12 16 => 14 0.888888888889
-1 2 5 => -5 0.333333333333
-1 2 5 => 11 0.666666666667
0 11 => 0 1.0
4 0 => 2 0.333333333333
4 0 => 5 0.333333333333
4 0 => -3 0.333333333333
-3 -5 -1 => -5 0.5
-3 -5 -1 => -3 0.5
10 7 9 => 5 1.0
19 15 => 16 1.0
5 => 11 0.0326797385621
5 => 12 0.00653594771242
