-9|	-6|-9	1.0
-1|0	0|-1	1.0
7|0	4|7.0	0.416666666667
7|0	-1|7	0.0769230769231
0|	11|	0.110091743119
0|	-9|	0.00917431192661
0|	6|	0.0183486238532
0|	-8|	0.339449541284
0|	12|	0.0366972477064
0|	9|0	1.0
0|	-1|0	1.0
0|	4|0	1.0
0|	1|	0.0366972477064
0|	7|0	0.0769230769231
0|	-3|0	1.0
0|	2|0	1.0
0|	-5|0	0.117647058824
-1|	-10|	0.0625
-1|	0|-1	1.0
-1|	-7|-1	1.0
-1|	2|	0.0625
-1|	-5|-1	0.333333333333
0|-5	2|0	0.129032258065
0|-5	-8|	0.741935483871
0|-5	4|0	0.0645161290323
0|-5	1|	0.0645161290323
5|4	-3|	1.0
-5|4.-3	3|	1.0
-1|-8	-7|-1	1.0
4|0	5|4	1.0
-8|0.-7.2.-5.-8	-1|-8	1.0
9|	0|9	1.0
9|	5|9	1.0
11|	7|11	1.0
0|7	9|0	0.5
0|7	11|	0.5
0|-7	-8|0.-7	0.666666666667
0|-7	-5|0.-7	1.0
0|-7	-9|	0.111111111111
1|	0|1	0.5
-5|4	5|-5	0.133333333333
-5|4	12|	0.166666666667
-5|4	7|-5	0.2
-5|4	4|-5.4	0.5
-5|4	3|	0.133333333333
-5|4	2|-5	0.166666666667
-5|4	-6|-5	0.133333333333
2|-5	-7|2	1.0
-1|-6	-10|	1.0
0|1	1|	0.5
0|1	-1|0	0.5
-7|2	0|-7	1.0
-5|4.7	5|-5	0.25
-5|4.7	12|	0.3125
-5|4.7	7|-5	0.375
-5|4.7	4|-5.4	0.0625
-5|-8.0.-7	2|-5.-8	1.0
-5|-8.-5	0|-5.-8.-5	0.666666666667
-5|-8.-5	4|-5	0.166666666667
-5|-8.-5	-8|-5.-8.-5	0.5
-3|-5	-5|-3	1.0
0|4	7|0	0.260869565217
0|4	-5|0	0.652173913043
0|4	12|	0.0869565217391
-1|-7	-5|-1	1.0
4|-5	-1|4	0.0833333333333
4|-5	-5|4.-5	0.166666666667
4|-5	0|4	0.416666666667
-6|-5	-5|-6	0.5
-6|-5	2|-6	0.5
0|12	6|	0.333333333333
0|12	12|	0.666666666667
-5|-8	0|-5	0.458333333333
-5|-8	-8|-5	0.291666666667
-5|-8	-3|-5	0.0208333333333
-5|-8	4|-5	0.0416666666667
-5|-8	5|-5	0.0416666666667
-5|-8	-6|-5	0.0625
-5|-8	2|-5.-8	1.0
5|9	0|5	1.0
-8|0.2	-5|-8.0.2	0.5
-3|	5|-3	1.0
-3|	-5|-3	1.0
-3|	4|-3	0.5
6|	0|6	0.333333333333
-5|0.-7	-7|-5	1.0
-7|-1	-5|-7	1.0
4|7	0|4.7	0.25
4|7	-5|4.7	0.3125
2|-6	0|2	1.0
0|-5.-7	-8|0.-5.-7	1.0
-5|-8.0.2	-3|-5	0.5
-5|-8.0.2	-6|-5	0.5
-3|0	5|-3	1.0
0|-1	-8|	1.0
-1|7	-5|-1	1.0
7|	-1|7	1.0
7|	0|7	0.5
7|	4|7	0.666666666667
-8|-5	-5|-8.-5	0.5
-8|-5	2|-8	0.142857142857
-8|0.-5.-7	-5|-8.0.-5.-7	1.0
0|4.2	-5|0.4.2	1.0
-5|-7	0|-5.-7	1.0
9|0	5|9	1.0
-5|-10	-6|-5	1.0
4|-6	-5|4.-6	1.0
2|-8	4|2	1.0
12|	9|12	1.0
12|	0|12	0.666666666667
4|7.0	-5|4.7.0	0.8
4|7.0	0|4.7	0.583333333333
-5|	0|-5	0.0645161290323
-5|	-3|-5	1.0
-5|	6|	0.00833333333333
-5|	-8|-5	0.857142857143
-5|	5|-5	0.571428571429
-5|	12|	0.0416666666667
-5|	-7|-5	0.714285714286
-5|	7|-5	0.142857142857
-5|	4|-5	0.5
-5|	3|	0.0333333333333
-5|	2|-5	1.0
-5|	-6|-5	0.5
-6|3	4|-6	1.0
0|5	7|0	1.0
4|	5|4	1.0
4|	-1|4	1.0
4|	-5|4	0.166666666667
4|	0|4	0.652173913043
-5|2	7|-5	1.0
0|4.7	7|0	0.75
0|4.7	12|	0.25
-10|	-5|-10	1.0
-7|2.-5.-8	0|-7.2.-5.-8	0.5
-8|-5.-8.-5	-5|-8.-5.-8.-5	1.0
-8|-5.-8.-5	2|-8	0.5
0|9	11|	1.0
0|2	-8|0.2	1.0
0|2	-1|0	0.666666666667
2|5	-5|2	0.75
2|5	0|2	0.25
4|-5.4	-1|4	0.5
4|-5.4	-5|4.-5	0.5
5|	0|5	1.0
5|	-3|	0.347826086957
5|	2|5	0.75
5|	-1|	0.0434782608696
5|-3	-1|	1.0
-5|4.-5	4|-5.4	0.166666666667
-5|4.-5	2|-5	0.166666666667
-5|4.-5	-6|-5	0.666666666667
-8|0.-7	-5|-8.0.-7	1.0
-8|0.-7	-1|-8	0.333333333333
0|-5.-8.-5	4|0	0.333333333333
0|-5.-8.-5	2|0	0.666666666667
-5|0.4.2	5|-5	1.0
0|-7.2.-5.-8	-5|0.-7	0.5
0|-7.2.-5.-8	-8|0.-7.2.-5.-8	1.0
5|-5	-3|	0.428571428571
5|-5	2|5	0.571428571429
2|-5.-8	-7|2.-5.-8	1.0
4|-3	0|4	0.5
4|-3	-5|4.-3	1.0
-5|-1	0|-5	0.333333333333
-5|-1	6|	0.166666666667
-5|-1	4|-5	0.166666666667
-5|-1	5|-5	0.333333333333
2|0	4|2	1.0
-5|-8.0.-5.-7	-8|-5	1.0
-7|	0|-7	0.222222222222
-7|	-5|-7	1.0
-7|	-1|-7	1.0
-5|0	7|-5.0	1.0
-5|0	4|-5	0.411764705882
-5|0	5|-5	0.352941176471
-5|0	-7|-5	0.117647058824
2|	-5|2	1.0
2|	0|2	0.666666666667
2|	-7|2	1.0
2|	4|2	1.0
9|12	0|9	1.0
-5|-8.-5.-8.-5	4|-5	1.0
7|-5.0	-1|7	1.0
0|6	6|	0.333333333333
0|6	-3|0	0.333333333333
0|6	7|0	0.333333333333
-5|-3	-7|-5	1.0
7|-5	-1|7	0.142857142857
7|-5	4|7	0.857142857143
-8|	-1|-8	1.0
-8|	-5|-8	0.0625
-8|	2|-8	1.0
4|2	0|4.2	1.0
7|11	0|7	1.0
3|	-6|3	1.0
-6|	2|-6	1.0
-6|	-5|-6	1.0
-6|	-1|-6	1.0
-6|	4|-6	1.0
-6|-9	-1|-6	1.0
-1|4	2|	1.0
-5|-6	-7|-5	1.0
-5|4.7.0	4|-5.4	0.2
-5|4.7.0	5|-5	0.8
-5|4.-6	2|-5	1.0
-7|-5	-5|-7	0.714285714286
-7|-5	-1|-7	0.285714285714
