-4|-11	-3|-4	1.0
-18|-14.-18	-14|-18	0.8
-18|-14.-18	-11|-18	0.2
-11|-18	-18|-11	1.0
-6|-4	-25|-6	0.727272727273
-6|-4	-11|-6	0.0909090909091
-6|-4	-10|-6	0.0909090909091
-6|-4	-4|-6.-4	1.0
-17|	-11|-17	1.0
-9|	-11|-9	1.0
-9|	-3|-9	1.0
-9|	-15|-9	1.0
-11|-6	-22|-11	1.0
-14|-18.-25.-18.-14	-18|-14.-18	1.0
-14|-4	-18|-14	0.884615384615
-14|-4	-11|-14	0.115384615385
-9|-15	-11|-9	1.0
-3|-4	-4|-3	1.0
-25|-18.-14	-18|-25.-18.-14	1.0
-11|-14	-4|-11	0.75
-11|-14	-22|-11	0.25
-14|-18	-22|-14	0.590909090909
-14|-18	-15|-14	0.0454545454545
-14|-18	-11|-14	0.0151515151515
-14|-18	-25|-14	0.272727272727
-14|-18	-18|-14.-18	0.2
-4|-6.-4	-6|-4.-6.-4	1.0
-7|	-8|	1.0
-22|-3	-12|	1.0
-25|-18	-18|-25	1.0
-18|	-4|-18	1.0
-18|	-24|	0.096
-18|	-11|-18	1.0
-18|	-25|-18	1.0
-18|	-22|-18	1.0
-18|	-14|-18	0.0151515151515
-6|-4.-6.-4	-10|-6	1.0
-10|-11	-13|-10	1.0
-15|-14	-11|-15	1.0
-25|-6	-6|-25	1.0
-3|	-15|-3	1.0
-3|	-4|-3	1.0
-3|	-22|-3	1.0
-14|-15	-18|-14.-15	1.0
-22|-10	-15|-22	1.0
-18|-14.129	-14|-18	1.0
-14|-24	-18|-14	1.0
-11|-17	-19|	1.0
-25|	-6|-25	1.0
-25|	-18|-25	1.0
-6|-13	-25|-6	1.0
-15|-9	-9|-15	1.0
-18|-14.-4.-3	-25|-18.-14	1.0
129|	-14|129	1.0
129|	-18|129	1.0
-10|	-22|-10	1.0
-10|	-12|	0.3
-10|	-13|-10	1.0
-18|-11	-22|-18	1.0
-15|-22	-14|-15	0.25
-15|-22	-3|-15	0.75
-6|-25	-4|-6	1.0
-12|	-13|	1.0
-8|	-22|-8	1.0
-15|-3	-7|	1.0
-14|	-22|-14	1.0
-14|	-18|-14	0.214285714286
-14|	-15|-14	1.0
-14|	-25|-14	1.0
-14|	-11|-14	0.75
-14|-4.-3	-18|-14.-4.-3	1.0
-14|-18.129	-11|-14	1.0
-4|-18	-14|-4	1.0
-18|-14.-15	-25|-18.-14	1.0
-4|-3	-14|-4.-3	1.0
-4|-6	-6|-4	1.0
-18|-22	-14|-18.-22	0.857142857143
-18|-22	-25|-18	0.461538461538
-3|-9	-15|-3	1.0
-18|129	-14|-18.129	1.0
-13|-10	-6|-13	1.0
-4|	-14|-4	0.115384615385
-4|	-6|-4	0.0909090909091
-4|	-3|-4	1.0
-22|-11	-10|-22	0.5
-22|-11	-9|	0.5
-14|129	-18|-14.129	1.0
-14|-18.-22	-22|-14	0.142857142857
-14|-18.-22	-25|-14	0.857142857143
-19|	-18|-19	1.0
-6|	-25|-6	1.0
-6|	-11|-6	1.0
-6|	-4|-6	1.0
-6|	-10|-6	1.0
-22|-14	-18|-22	1.0
-18|-14	-4|-18	0.571428571429
-18|-14	-24|	0.214285714286
-18|-14	-11|-18	0.0238095238095
-18|-14	-25|-18.-14	1.0
-18|-14	-14|-18	0.119047619048
-10|-22	-22|-10	1.0
-10|-6	-12|	1.0
-3|-15	-22|-3	1.0
-11|-9	-22|-11	1.0
-18|-25.-18.-14	-14|-18.-25.-18.-14	1.0
-24|	-14|-24	1.0
-15|-13	-17|	0.5
-15|-13	-6|-15	0.5
-18|-25	-14|-18	1.0
-18|-19	-24|	1.0
-25|-14	-18|-25	1.0
-11|	-10|-11	1.0
-11|	-4|-11	1.0
-11|	-18|-11	1.0
-11|	-22|-11	0.5
-11|	-19|	0.1875
-22|-18	129|	1.0
-6|-15	-25|-6	1.0
-22|-8	-10|-22	1.0
-13|	-6|-13	1.0
-13|	-15|-13	0.5
-11|-15	-10|-11	1.0
-22|	-10|-22	1.0
-22|	-9|	0.0555555555556
-22|	-18|-22	0.461538461538
-22|	-15|-22	0.25
-22|	-12|	0.0555555555556
-22|	129|	0.0185185185185
-15|	-17|	0.1875
-15|	-14|-15	1.0
-15|	-3|-15	1.0
-15|	-6|-15	1.0
-15|	-7|	0.0625
-15|	-9|-15	1.0
-15|	-11|-15	1.0
