12|7	16|12.7	1.0
12|14.12	16|12	1.0
12|	11|	0.0540540540541
12|	7|12	0.6
12|	19|12	1.0
12|	16|12	0.285714285714
12|	9|	0.135135135135
12|	14|12	0.181818181818
14|12.11	19|14	1.0
14|	0|	0.0740740740741
14|	16|	0.37037037037
14|	19|14	1.0
14|	12|14	0.333333333333
14|16	16|14.16	0.333333333333
14|16	0|	0.166666666667
14|16	12|14	0.583333333333
14|11	12|14	1.0
0|	4|	1.0
7|9	9|	1.0
16|	12|16	0.5
16|	14|16	0.166666666667
16|	17|	0.0952380952381
16|	19|16	0.333333333333
19|21	16|19	1.0
-1|	5|-1	1.0
5|7	9|5	1.0
4|	7|4	0.111111111111
19|17	7|19	1.0
7|19	12|7	1.0
19|	12|19	0.5
19|	11|	0.125
19|	7|19	1.0
19|	21|	0.25
19|	17|	0.125
19|	16|19	0.5
16|14.16	19|16	0.333333333333
16|14.16	17|	0.666666666667
19|12	21|	1.0
14|16.12	0|	0.4
14|16.12	12|14	0.6
19|7	12|19	0.333333333333
19|7	11|	0.666666666667
9|	12|9	0.583333333333
9|	7|9	1.0
9|	5|9	1.0
19|16	21|	0.666666666667
19|16	12|19	0.333333333333
12|16	11|	0.5
12|16	14|12	0.5
11|	14|11	1.0
11|	12|11	1.0
7|5	4|	0.5
7|5	-1|	0.5
5|-1	7|5	1.0
21|	19|21	1.0
17|	12|17	1.0
17|	19|17	1.0
16|19	19|16	0.5
16|19	12|16	0.5
16|12	12|16	0.285714285714
16|12	14|16.12	0.4
12|11	14|12.11	1.0
5|9	11|5	1.0
19|14	17|	1.0
5|	9|5	1.0
5|	11|5	1.0
5|	7|5	0.5
14|12	16|	0.636363636364
14|12	12|14.12	1.0
14|12	19|14	0.181818181818
12|19	16|12	0.5
12|19	9|	0.5
7|	12|7	1.0
7|	5|7	1.0
7|	4|	0.151515151515
7|	19|7	0.666666666667
7|	0|	0.0606060606061
7|	-1|	0.121212121212
7|	9|	0.454545454545
7|12	4|	0.1
7|12	9|	0.6
7|12	19|7	0.3
9|5	5|9	1.0
7|4	5|7	0.222222222222
7|4	4|	0.222222222222
7|4	0|	0.222222222222
7|4	-1|	0.222222222222
7|4	9|	0.111111111111
16|12.7	12|16	1.0
11|5	12|11	1.0
12|17	16|12	1.0
12|9	7|12	0.416666666667
12|9	14|12	0.583333333333
12|14	7|12	0.333333333333
12|14	19|12	0.166666666667
12|14	16|12	0.166666666667
12|14	9|	0.333333333333
