-28|	-25|-28	1.0
-38|	-25|	1.0
-25|-20	-12|-25	0.875
-25|-20	-33|-25	0.125
-12|-25	-29|	0.0588235294118
-12|-25	-25|-12	0.941176470588
-12|-25.-28	-29|	1.0
-25|	-23|	0.027027027027
-25|	-29|	0.027027027027
-25|	-20|-25	1.0
-25|	-12|-25	0.941176470588
-25|	-33|-25	0.5
-27|	-25|	1.0
-33|	-12|	0.5
-33|	-20|-33	1.0
-33|	-29|	0.166666666667
-33|	-25|-33	1.0
-12|	-23|	0.8
-12|	-29|	0.0105263157895
-12|	-25|-12	0.941176470588
-12|	-27|	0.0105263157895
-31|	-29|	0.4
-31|	-24|	0.2
-31|	-22|	0.2
-31|	-20|	0.2
-33|-25	-29|	0.5
-33|-25	-25|-33	0.5
-23|	-20|-23	1.0
-23|	-12|-23	0.013698630137
-23|	-29|-23	1.0
-23|	-22|	0.0119047619048
-25|-12	-29|	0.0588235294118
-25|-12	-20|-25	0.941176470588
-20|-33	-12|	1.0
-29|	-31|	0.5
-29|	-33|	0.5
-29|-23	-33|	1.0
-25|-33	-23|	1.0
-20|-23	-23|-20	1.0
-23|-20	-20|-23	0.571428571429
-23|-20	-12|-23.-20	1.0
-23|-20	-29|-23	0.142857142857
-23|-20	-22|	0.142857142857
-25|-28	-12|-25.-28	1.0
-25|-12.-23	-29|	1.0
-12|-23.-20	-27|	1.0
-24|	-12|	0.5
-24|	-22|	0.5
-26|	-28|	1.0
-20|	-25|-20	0.875
-20|	-23|-20	0.142857142857
-20|	-12|	0.0416666666667
-12|-23	-23|	0.972602739726
-12|-23	-27|	0.013698630137
-12|-23	-25|-12.-23	1.0
-22|	-26|	0.333333333333
-22|	-29|	0.333333333333
-22|	-24|	0.333333333333
-20|-25	-25|-20	1.0
