-15|7	-12|-15.7	1.0
-15|4	-10|-15	0.333333333333
-15|4	-7|-15	0.666666666667
-10|2	-1|-10.2	1.0
-3|5	-5|-3	1.0
-17|-3	-8|-17.-3	1.0
-17|-3	-12|-17.-3	1.0
-10|-19	-3|-10	0.5
-10|-19	-12|-10	0.5
-7|-15.2	5|-7	1.0
-5|-3	-19|-5	0.5
-5|-3	-22|	0.5
4|-5.0	12|4	1.0
-5|-12.0	4|-5.-12	1.0
2|-7	-20|2	0.5
2|-7	-15|2	0.5
0|	7|0	1.0
0|	-5|0	0.333333333333
0|	-12|0	0.5
0|	4|0	0.333333333333
0|	-17|0	0.666666666667
0|	-20|0	0.5
0|	-3|0	0.5
0|	-19|	0.0727272727273
0|	-10|0	1.0
0|	-7|0	1.0
0|	-15|0	1.0
0|	9|0	1.0
0|	12|0	0.181818181818
0|	-13|	0.0363636363636
0|	-22|	0.0363636363636
-15|-5	-12|-15.-5	1.0
-12|-17.-3	-8|-12.-17	1.0
-3|-8.-12	0|-3.-8.-12	0.285714285714
-3|-8.-12	129|	0.125
-1|	-20|-1	1.0
-1|	7|-1	1.0
-1|	-15|-1	1.0
-1|	-24|-1	1.0
-1|	-5|-1	1.0
0|-5	-13|	0.4
0|-5	-19|	0.4
0|-5	7|0	0.2
-1|-8	-15|-1	1.0
0|-12	4|0	0.111111111111
0|-12	-3|0	0.222222222222
0|-12	-5|0	0.444444444444
0|-12	-10|0	0.222222222222
-12|-15.0	-10|-12	1.0
-3|-7.-10	-17|-3	1.0
-12|2.-3	-5|-12.2	1.0
-8|-15	-3|-8.-15	1.0
-8|-15	-29|	0.2
-8|-15	-12|-8	0.4
4|0	-5|4	0.333333333333
4|0	9|4	0.333333333333
4|0	-12|4	0.333333333333
-8|-7	-17|-8	0.5
-8|-7	-19|-8	0.5
-27|	-20|-27	0.166666666667
-20|0	-17|-20	0.5
-20|0	-8|-20.0	1.0
9|	5|9	1.0
9|	4|9	1.0
9|	-32|	0.2
-17|-20	-12|-17	1.0
11|	7|11	1.0
-8|-12	0|-8.-12	1.0
-8|-12	4|-8	0.142857142857
-8|-12	-3|-8.-12	0.125
-8|-12	-5|-8	0.142857142857
-7|-15.-19	-10|-7	1.0
-8|	-3|-8	0.928571428571
-8|	0|-8	0.25
-8|	-1|-8	1.0
-8|	-12|-8	0.571428571429
-8|	4|-8	0.5
-8|	-19|-8	1.0
-8|	-29|	0.04
-8|	-17|-8	1.0
-8|	-5|-8	1.0
-7|-22	-8|-7	1.0
0|-7	-12|0	0.5
0|-7	-15|0	0.5
-15|2.-5	-8|-15	0.5
-15|2.-5	-7|-15.2	0.5
-5|4	0|-5	1.0
-7|-15	-19|-7	0.142857142857
-7|-15	-10|-7	0.142857142857
-7|-15	2|-7	0.428571428571
-7|-15	0|-7	0.142857142857
-7|-15	5|-7	0.142857142857
2|-5	11|	0.285714285714
2|-5	-12|2	0.285714285714
2|-5	-10|2	0.142857142857
2|-5	-15|2.-5	0.5
-7|0	-3|-7	1.0
-7|2	-1|-7	1.0
-8|-12.-20	0|-8.-12	1.0
4|9	-15|4	1.0
-7|-3	-24|	0.75
-7|-3	-1|-7	0.25
-20|	-15|-20	1.0
-20|	-12|-20	0.333333333333
-20|	-13|-20	1.0
-20|	-8|-20	0.4
-20|	-17|-20	1.0
0|4	-19|0.4	1.0
-32|	-24|-32	1.0
0|-12.-20	4|0	1.0
-1|-7	-20|-1	0.5
-1|-7	-24|-1	0.5
-3|-7.-12	-17|-3	0.25
-3|-7.-12	-20|-3	0.25
-3|-7.-12	-24|	0.25
-3|-7.-12	0|-3.-7.-12	1.0
4|-5.-13	-12|4	1.0
-17|	-10|-17	1.0
-17|	-5|-17	0.333333333333
-17|	-12|-17	0.4
-17|	-8|-17	0.166666666667
-17|	0|-17	1.0
-8|-12.-15.-3	4|-8	1.0
2|-5.-7	-12|2.-5.-7	1.0
-12|-17	0|-12	0.4
-12|-17	-5|-12.-17	0.5
-12|-17	-8|-12.-17	1.0
12|0	7|12.0	1.0
12|0	4|12	0.181818181818
12|0	2|12	0.545454545455
12|0	0|12	0.181818181818
4|-5	-13|4	0.166666666667
4|-5	-15|4.-5	1.0
4|-5	12|4	0.166666666667
4|-5	-19|4	0.166666666667
4|-5	-12|4	0.333333333333
-36|	-29|	1.0
-8|7	-29|	1.0
-8|-20	0|-8	0.4
-8|-20	-12|-8	0.4
-8|-20	4|-8	0.2
-13|5	-10|-13	0.5
-13|5	-5|-13.5	1.0
0|12	-7|0	1.0
-10|-15	0|-10	1.0
-5|-8	0|-5	1.0
-12|4	-3|-12.4	0.5
-12|4	-5|-12.4	1.0
-12|0	-5|-12.0	1.0
-12|0	-3|-12.0	1.0
-3|	-20|-3	0.5
-3|	-17|-3	0.5
-3|	-7|-3	0.75
-3|	0|-3	0.47619047619
-3|	-24|	0.0307692307692
-3|	-5|-3	0.5
-3|	-15|-3	1.0
-3|	5|-3	0.666666666667
-3|	2|-3	0.333333333333
-3|	4|-3	1.0
-3|	-31|	0.0307692307692
-3|	129|	0.0307692307692
-5|-13.4	2|-5.-13.4	1.0
0|-17	12|0	1.0
-8|-17.-3	0|-8	1.0
-13|-20	-10|-13	1.0
2|-5.-13.4	-10|2	1.0
-3|-12.-8	-15|-3	0.333333333333
-3|-12.-8	-20|-3	0.333333333333
-3|-12.-8	-5|-3	0.333333333333
-19|-5	-15|-19.-5	0.25
-15|2	-7|-15.2	1.0
-15|2	-8|-15	0.25
-15|2	-12|-15	0.5
-31|	-24|-31	1.0
-31|	-19|-31	1.0
-7|-12	-3|-7.-12	0.25
-7|-12	0|-7	0.2
-12|2	-5|-12.2	1.0
-12|2	-3|-12.2	1.0
-12|2	-8|-12	0.333333333333
-12|-15.7	-8|-12	1.0
-7|-15.4.-5	0|-7	1.0
-17|7	-12|-17	0.333333333333
-17|7	-10|-17	0.666666666667
-17|-24	-8|-17	0.888888888889
-17|-24	0|-17	0.111111111111
-10|-12	-7|-10	1.0
-12|-15.-19.-5	-3|-12.-15	1.0
4|-8	0|4	0.5
4|-8	-19|4	0.5
2|-3	-13|2	0.333333333333
2|-3	-7|2	0.333333333333
2|-3	-12|2.-3	1.0
-5|-13.5	4|-5.-13	1.0
-29|	-13|	0.333333333333
-29|	-20|-29	1.0
-29|	-10|-29	1.0
4|-5.-12	-12|4	0.5
4|-5.-12	-13|4	0.5
-3|0	5|-3	0.5
-3|0	-31|	0.5
2|12	9|2	0.333333333333
2|12	-8|2	0.666666666667
4|-5.-17	-15|4.-5	0.5
4|-5.-17	-19|4	0.5
-7|5	-3|-7	1.0
-19|	-7|-19	1.0
-19|	-10|-19	0.5
-19|	-15|-19	0.117647058824
-5|-12.-17	0|-5	0.5
-5|-12.-17	-15|-5	0.5
7|	-15|7	1.0
7|	-17|7	0.666666666667
7|	-27|	0.0833333333333
7|	-8|7	1.0
7|	-13|	0.166666666667
-15|5	-7|-15	1.0
-15|0	-12|-15.0	1.0
-3|-8	0|-3	0.928571428571
-3|-8	129|	0.0714285714286
-5|-7	2|-5.-7	1.0
9|0	4|9	1.0
-20|2	-8|-20	0.5
-20|2	-13|-20	0.5
4|-3	-15|4	1.0
4|129	-12|4	1.0
-24|-31	-12|-24	1.0
7|0	-27|	1.0
-3|-12.-15	-7|-3	0.75
