2|5	0|2.5	1.0
-5|-3.-5	-6|	0.5
-5|-3.-5	-1|-5.-3	0.5
-3|-1.0.-3	-4|	1.0
0|	2|0	0.166666666667
0|	4|0	0.75
0|	-3|0	0.4
0|	-5|0	0.5
0|	-1|	0.483333333333
-1|	2|-1	0.466666666667
-1|	-3|	0.293103448276
-1|	4|-1	1.0
-1|	-6|	0.0172413793103
-1|	-5|-1	0.111111111111
-1|	5|-1	1.0
-1|	9|	0.0172413793103
-1|	0|-1	0.5
0|-5	4|0	0.75
0|-5	-5|0	0.25
-1|-3	0|-1	0.444444444444
-1|-3	2|-1	0.111111111111
-1|-3	-3|-1.-3	1.0
-1|-3	-6|	0.111111111111
-1|-3	-5|-1.-3	1.0
0|-12	4|0	1.0
4|0	0|4	0.75
4|0	7|	0.25
9|	7|9	0.25
9|	11|	0.2
2|4	0|2	0.538461538462
2|4	1|	0.153846153846
2|4	4|2.4	0.333333333333
2|4	7|	0.0769230769231
-10|-5	-7|-10	0.75
-10|-5	-5|	0.25
11|	14|	0.333333333333
11|	9|	0.333333333333
11|	12|	0.333333333333
-8|-12	-5|-8	1.0
-8|	-10|-8	1.0
-8|	-7|	0.285714285714
-8|	-12|	0.214285714286
-8|	-5|-8	1.0
1|	2|1	1.0
-7|-8.-7.-10	-5|-7	1.0
2|-12	4|2	1.0
4|-1	0|4	1.0
-1|2	2|-1	0.222222222222
-1|2	-5|-1	0.777777777778
-3|-5	6|	0.111111111111
-3|-5	-5|-3.-5	0.5
-3|-5	-1|-3.-5	0.666666666667
-3|-5	9|	0.111111111111
2|0.-1	-1|2.0	0.333333333333
2|0.-1	4|2.0.-1	0.333333333333
2|0.-1	0|2.0	0.166666666667
0|4	2|0	0.466666666667
0|4	-1|0.4	1.0
0|4	-3|0	0.2
0|4	-5|0	0.2
-1|-5.-3	5|-1	0.333333333333
-1|-5.-3	-3|-1.-5	0.666666666667
-1|0.-1	9|	0.25
-1|0.-1	-3|	0.75
6|7	4|6	1.0
7|6	6|7	0.666666666667
7|6	9|7	0.333333333333
4|2.4	0|4	0.333333333333
4|2.4	5|	0.666666666667
-1|0.2.-1	4|-1	0.333333333333
-1|0.2.-1	-3|	0.666666666667
-1|0.2.0	0|-1	1.0
-3|-4	-1|-3	0.5
-3|-4	-4|	0.5
2|1	0|2	1.0
-5|-8	-8|-5	1.0
-3|	-1|-3	0.111111111111
-3|	6|	0.027027027027
-3|	0|-3	1.0
-3|	-5|-3	0.133333333333
-3|	2|-3	1.0
-3|	-4|	0.108108108108
-3|	-7|	0.0540540540541
-3|	9|	0.027027027027
-5|-3.0	-7|	1.0
6|	4|6	1.0
6|	7|6	0.333333333333
4|2.0.-1	6|	0.666666666667
4|2.0.-1	5|	0.333333333333
0|2.5	2|0	1.0
4|7	0|4	1.0
-10|-12	4|	0.333333333333
-10|-12	9|	0.333333333333
-10|-12	0|	0.333333333333
-1|5	-5|-1	1.0
2|-3	5|2	1.0
-3|0	2|-3	0.2
-3|0	-7|	0.4
-3|0	-5|-3.0	1.0
-8|-7.-10	-7|-8.-7.-10	1.0
7|9	2|	0.25
7|9	5|	0.75
0|-1	-1|0.-1	0.25
0|-1	2|0.-1	0.166666666667
0|-1	-3|0	0.166666666667
-10|-8	-12|	1.0
7|	6|7	1.0
7|	9|7	1.0
7|	2|	0.0625
7|	4|7	1.0
7|	5|	0.4375
-3|-5.0	9|	1.0
-8|-5	-12|	1.0
-3|-1.-3	0|-3	1.0
-5|-7	-3|-5	1.0
-5|-1.-3	-3|-5	1.0
0|-3	-1|0.-3	0.5
12|	11|	1.0
-5|	0|-5	0.25
-5|	-10|-5	0.25
-5|	-8|-5	1.0
-5|	-3|-5	0.111111111111
-5|	-1|-5	0.7
-5|	-7|	0.105263157895
-5|	-6|	0.131578947368
2|-1	0|2.-1	0.142857142857
2|-1	-1|2	0.466666666667
2|-1	-10|	0.0666666666667
4|	7|	0.186046511628
4|	6|	0.046511627907
4|	0|4	0.2
4|	5|	0.116279069767
4|	2|4	0.153846153846
5|2	-3|	1.0
4|6	2|4	1.0
-10|	-7|-10	1.0
-10|	4|	0.0769230769231
-10|	-5|	0.0769230769231
-10|	0|	0.0769230769231
-10|	9|	0.0769230769231
-10|	-12|	0.461538461538
-1|-5	5|-1	0.1
-1|-5	2|-1	0.7
-1|-5	-3|-1.-5	1.0
2|0.-1.0.4	-1|2.0	1.0
9|7	11|	1.0
0|2	2|0	0.136363636364
0|2	-1|	0.863636363636
-3|-1.-5	0|-3	1.0
-4|	-3|-4	0.5
5|	-3|	0.0714285714286
5|	4|5	0.5
5|	-1|5	1.0
5|	2|5	1.0
-5|-1	-10|-5	0.111111111111
-5|-1	0|-5	0.111111111111
-5|-1	-3|-5	0.111111111111
-5|-1	-1|-5	0.666666666667
2|0	-1|2.0	1.0
2|0	0|2.0	1.0
2|0	4|2	0.722222222222
7|4.2	4|7	1.0
-5|-12	0|-5	1.0
14|	12|	1.0
0|-1.0.4	2|0.-1.0.4	1.0
-7|	-5|-7	1.0
-7|	-8|	0.846153846154
-5|0	-10|-5	0.25
-5|0	0|-5	0.5
-5|0	-3|-5.0	1.0
2|	7|	0.0185185185185
2|	5|2	1.0
2|	0|2	0.136363636364
2|	1|	0.037037037037
2|	-10|	0.0185185185185
2|	-1|2	0.777777777778
2|	4|2	0.277777777778
-1|0.-3	2|-1	0.5
-1|0.-3	-3|-1.0.-3	1.0
-1|-3.-5	0|-1	0.666666666667
-1|-3.-5	-6|	0.333333333333
0|2.0	-1|0.2.0	1.0
-1|2.0	2|-1	1.0
-5|-3	-10|-5	0.133333333333
-5|-3	-3|-5	0.133333333333
-5|-3	-7|	0.266666666667
-5|-3	-6|	0.266666666667
-5|-3	-1|-5.-3	0.333333333333
0|2.-1	-1|0.2.-1	0.333333333333
0|2.-1	2|0	0.142857142857
-12|	-10|-12	0.333333333333
-12|	-8|-12	1.0
-12|	-5|-12	1.0
-12|	0|-12	1.0
-12|	2|-12	1.0
4|2	2|4.2	0.5
4|2	7|4.2	1.0
4|2	6|	0.111111111111
4|2	0|4	0.277777777778
4|2	5|	0.166666666667
-7|-10	-8|-7.-10	1.0
5|-1	-1|5	1.0
-6|	-5|-6	0.25
-6|	4|	0.166666666667
-6|	-3|	0.166666666667
2|4.2	1|	0.5
2|4.2	4|2.4	0.5
-5|-6	-3|-5	0.75
-5|-6	-6|	0.25
-1|0.4	0|-1.0.4	1.0
4|5	2|4	0.5
4|5	7|	0.3
4|5	5|	0.2
