-2 -12 => -5 1.0
0 -24 => -12 0.105263157895
0 -24 => 4 0.210526315789
0 -24 => 7 0.105263157895
0 -24 => 2 0.0526315789474
4 3 4 => -10 0.0833333333333
4 3 4 => -13 0.0833333333333
4 3 4 => -15 0.0833333333333
4 3 4 => 7 0.25
4 3 4 => 6 0.333333333333
4 3 4 => 5 0.166666666667
-12 -31 => 9 1.0
4 -5 -8 => -10 1.0
-12 4 0 => 4 1.0
7 2 5 => -15 0.5
7 2 5 => 4 0.25
7 2 5 => -17 0.25
8 12 => -12 1.0
-24 -20 -17 => -12 1.0
4 7 5 => 2 1.0
12 0 -3 => -7 1.0
6 15 -16 => -12 1.0
7 -8 9 => 11 1.0
-19 7 5 => -10 0.333333333333
-19 7 5 => -13 0.666666666667
3 5 => 3 0.111111111111
3 5 => -12 0.0555555555556
3 5 => 7 0.722222222222
3 5 => -17 0.111111111111
-26 => -2 1.0
-6 4 -5 => 2 1.0
0 2 7 => -5 1.0
-6 -5 9 => -12 0.5
-6 -5 9 => -8 0.5
-7 9 -12 => 6 1.0
6 -10 => -12 1.0
10 0 => 8 1.0
-20 9 7 5 => 7 1.0
4 -25 => 2 1.0
7 0 7 => 4 1.0
-20 7 9 => -5 1.0
2 -5 2 -12 => 4 1.0
-8 -5 -12 => -5 0.333333333333
-8 -5 -12 => 0 0.0833333333333
-8 -5 -12 => 5 0.166666666667
-8 -5 -12 => -8 0.333333333333
-8 -5 -12 => 7 0.0833333333333
7 -8 0 => 4 1.0
0 -2 => -7 0.5
0 -2 => -3 0.5
18 2 => 19 1.0
4 2 => -29 0.0430107526882
4 2 => -10 0.0537634408602
4 2 => -27 0.0322580645161
4 2 => -20 0.0430107526882
4 2 => -5 0.0967741935484
4 2 => 0 0.322580645161
4 2 => -13 0.0215053763441
4 2 => -6 0.0645161290323
4 2 => 5 0.0645161290323
4 2 => 4 0.0752688172043
4 2 => 7 0.0430107526882
4 2 => -19 0.0537634408602
4 2 => -8 0.0322580645161
4 2 => -12 0.0537634408602
-5 -10 => 7 0.285714285714
-5 -10 => -5 0.0952380952381
-5 -10 => 0 0.142857142857
-5 -10 => -7 0.0952380952381
-5 -10 => -6 0.190476190476
-5 -10 => 5 0.0952380952381
-5 -10 => -3 0.047619047619
-5 -10 => 9 0.047619047619
9 -24 => -19 1.0
7 -12 -8 => -5 0.777777777778
7 -12 -8 => 9 0.222222222222
-10 5 3 => 4 0.2
-10 5 3 => -17 0.8
0 -17 7 => -5 1.0
-7 17 16 14 12 => 10 1.0
-8 8 => 4 1.0
0 -10 12 => 0 1.0
0 5 2 => -8 0.5
0 5 2 => 7 0.5
5 2 0 => -17 0.1
5 2 0 => -5 0.2
5 2 0 => -7 0.2
5 2 0 => -12 0.2
5 2 0 => 7 0.2
5 2 0 => 2 0.1
-3 -12 17 16 => -5 1.0
-17 11 => -10 1.0
-15 17 => -19 1.0
-7 10 -5 => -10 1.0
-15 -5 -7 => -5 1.0
-8 6 => 8 0.777777777778
-8 6 => -8 0.111111111111
-8 6 => 7 0.111111111111
129 5 4 => 7 1.0
-12 -2 => -5 1.0
-8 -5 4 => -5 0.117647058824
-8 -5 4 => 0 0.0588235294118
-8 -5 4 => -12 0.588235294118
-8 -5 4 => -8 0.235294117647
11 9 -15 => -10 1.0
9 -7 => 11 0.125
9 -7 => -3 0.125
9 -7 => -5 0.0625
9 -7 => 7 0.1875
9 -7 => 6 0.0625
9 -7 => 9 0.375
9 -7 => 8 0.0625
10 15 => -9 1.0
-7 5 4 2 => 0 1.0
10 -22 => 9 1.0
3 -9 => 7 1.0
-12 5 -12 => 129 0.25
-12 5 -12 => 6 0.75
7 12 11 => 9 1.0
0 -12 0 => 2 0.5
0 -12 0 => -9 0.5
0 -13 2 => -12 0.5
0 -13 2 => 4 0.5
-6 2 => -5 1.0
7 5 4 2 => -29 0.0833333333333
7 5 4 2 => -27 0.125
7 5 4 2 => 0 0.625
7 5 4 2 => -12 0.0416666666667
7 5 4 2 => 7 0.0833333333333
7 5 4 2 => -8 0.0416666666667
-10 -7 7 => -12 0.5
-10 -7 7 => 5 0.5
14 -17 => -5 0.166666666667
14 -17 => 12 0.333333333333
14 -17 => 15 0.333333333333
14 -17 => 16 0.166666666667
-12 -9 => 6 1.0
-2 0 => -3 0.375
-2 0 => 2 0.125
-2 0 => -8 0.25
-2 0 => -12 0.25
5 -15 => -10 0.333333333333
5 -15 => 4 0.333333333333
5 -15 => 7 0.333333333333
7 -8 -5 => 4 0.714285714286
7 -8 -5 => 7 0.285714285714
0 -7 4 => 0 1.0
-6 4 2 0 => -5 0.25
-6 4 2 0 => -6 0.75
-4 5 -5 => 0 0.5
-4 5 -5 => 12 0.5
-5 17 -10 => 5 1.0
-17 7 -17 => -24 1.0
15 -17 14 => -5 0.5
15 -17 14 => 12 0.5
-6 4 => -5 0.333333333333
-6 4 => 2 0.666666666667
-17 -5 -13 -5 => -17 1.0
-8 0 -12 => 8 1.0
5 -5 7 => 9 0.333333333333
5 -5 7 => -13 0.333333333333
5 -5 7 => -17 0.333333333333
12 -10 12 => 11 0.5
12 -10 12 => -15 0.5
-24 14 16 => -15 1.0
-29 0 => -5 1.0
11 -12 => -5 0.08
11 -12 => 9 0.08
11 -12 => 12 0.04
11 -12 => -31 0.64
11 -12 => 8 0.16
-14 12 => 14 0.5
-14 12 => -16 0.5
-9 -14 => 0 1.0
-5 4 -12 => -5 0.625
-5 4 -12 => 5 0.125
-5 4 -12 => -8 0.25
7 14 12 => 10 1.0
-7 12 => 11 0.222222222222
-7 12 => 0 0.222222222222
-7 12 => -12 0.333333333333
-7 12 => -3 0.222222222222
2 0 -12 => -17 0.0526315789474
2 0 -12 => 16 0.105263157895
2 0 -12 => -24 0.0526315789474
2 0 -12 => -5 0.0526315789474
2 0 -12 => 0 0.0526315789474
2 0 -12 => 2 0.368421052632
2 0 -12 => 7 0.263157894737
2 0 -12 => 9 0.0526315789474
-15 0 -24 => 2 1.0
-8 -12 0 => -7 1.0
-24 -12 7 => -12 0.333333333333
-24 -12 7 => 4 0.666666666667
-12 0 -3 => -19 0.5
-12 0 -3 => 5 0.5
-12 -5 5 -5 => 9 0.166666666667
-12 -5 5 -5 => 3 0.833333333333
-12 7 -24 => 12 0.5
-12 7 -24 => 16 0.5
5 -12 => -5 0.0344827586207
5 -12 => -10 0.0689655172414
5 -12 => 3 0.172413793103
5 -12 => 4 0.48275862069
5 -12 => 7 0.103448275862
5 -12 => 6 0.103448275862
5 -12 => 129 0.0344827586207
12 -8 => 11 0.666666666667
12 -8 => 14 0.266666666667
12 -8 => 7 0.0666666666667
19 -5 => 18 0.133333333333
19 -5 => 2 0.0666666666667
19 -5 => 4 0.333333333333
19 -5 => 17 0.4
19 -5 => 0 0.0666666666667
4 -13 => -5 0.117647058824
4 -13 => 0 0.0588235294118
4 -13 => 2 0.676470588235
4 -13 => 5 0.0294117647059
4 -13 => -12 0.117647058824
-17 2 4 => -5 0.166666666667
-17 2 4 => -13 0.333333333333
-17 2 4 => 5 0.333333333333
-17 2 4 => -32 0.166666666667
3 2 -17 2 => 0 1.0
-8 0 => -17 0.0416666666667
-8 0 => -5 0.208333333333
-8 0 => -12 0.0833333333333
-8 0 => 4 0.0833333333333
-8 0 => 7 0.0833333333333
-8 0 => -16 0.0833333333333
-8 0 => 9 0.0833333333333
-8 0 => 2 0.208333333333
-8 0 => -8 0.125
2 4 -12 => -5 0.142857142857
2 4 -12 => 7 0.857142857143
-7 -3 => -19 0.0588235294118
-7 -3 => -5 0.0588235294118
-7 -3 => 0 0.235294117647
-7 -3 => -7 0.117647058824
-7 -3 => -12 0.235294117647
-7 -3 => -15 0.0588235294118
-7 -3 => 7 0.117647058824
-7 -3 => 9 0.117647058824
9 0 4 => -29 1.0
0 -17 2 0 => 2 1.0
11 12 -20 => 14 1.0
8 7 5 => 0 0.285714285714
8 7 5 => 2 0.142857142857
8 7 5 => -9 0.285714285714
8 7 5 => -14 0.285714285714
-4 => 10 0.333333333333
-4 => -7 0.166666666667
-4 => 2 0.166666666667
-4 => 5 0.25
-4 => 8 0.0833333333333
19 -11 => -9 1.0
0 9 7 5 => 0 1.0
-7 0 -8 => -5 0.333333333333
-7 0 -8 => 0 0.666666666667
0 -5 11 => -5 1.0
-36 => -24 0.428571428571
-36 => -5 0.142857142857
-36 => -33 0.142857142857
-36 => 4 0.0714285714286
-36 => 0 0.214285714286
-36 0 => -5 0.666666666667
-36 0 => -9 0.333333333333
-12 16 14 => -12 0.75
-12 16 14 => -29 0.25
15 -9 => -5 1.0
-7 9 8 => 9 1.0
-10 -15 => 9 0.333333333333
-10 -15 => -10 0.666666666667
-31 17 => -27 1.0
-13 2 -7 => -10 1.0
0 7 -8 => 4 1.0
7 -5 12 => 11 1.0
4 -5 7 -10 => -5 1.0
2 -1 => 0 0.4
2 -1 => -17 0.6
-5 -8 7 => 9 0.285714285714
-5 -8 7 => -20 0.285714285714
-5 -8 7 => 4 0.428571428571
0 7 -12 => 4 0.5
0 7 -12 => -8 0.5
5 -8 7 => 9 1.0
14 -29 => -25 1.0
-36 -24 4 => -24 0.666666666667
-36 -24 4 => -6 0.333333333333
19 7 0 => 7 1.0
8 -7 => 9 0.25
8 -7 => -12 0.25
8 -7 => 7 0.5
14 11 12 => -20 1.0
-10 14 12 => 11 1.0
-12 => -24 0.036974789916
-12 => -21 0.00336134453782
-12 => 0 0.0605042016807
-12 => 3 0.0168067226891
-12 => 2 0.0436974789916
-12 => 5 0.0420168067227
-12 => 4 0.0789915966387
-12 => 7 0.0941176470588
-12 => 6 0.0151260504202
-12 => 9 0.0218487394958
-12 => 8 0.0302521008403
-12 => -10 0.00336134453782
-12 => -13 0.0201680672269
-12 => -15 0.00336134453782
-12 => -17 0.00336134453782
-12 => -19 0.00168067226891
-12 => 129 0.00168067226891
-12 => 11 0.0336134453782
-12 => 10 0.00336134453782
-12 => 12 0.0840336134454
-12 => 15 0.00336134453782
-12 => 14 0.0571428571429
-12 => 17 0.0117647058824
-12 => 16 0.036974789916
-12 => 19 0.00672268907563
-12 => 18 0.00336134453782
-12 => -31 0.0268907563025
-12 => -5 0.126050420168
-12 => -7 0.0168067226891
-12 => -3 0.0268907563025
-12 => -2 0.0100840336134
-12 => -9 0.00336134453782
-12 => -8 0.072268907563
-5 -12 -8 -5 => 4 1.0
-17 2 7 => 11 0.333333333333
-17 2 7 => -13 0.666666666667
0 4 -12 5 => -5 1.0
6 0 7 => -5 0.5
6 0 7 => 8 0.5
-31 9 => -24 0.125
-31 9 => -27 0.875
11 16 => 14 1.0
-5 7 6 => -5 0.9
-5 7 6 => -8 0.1
-9 10 => 19 0.5
-9 10 => -5 0.5
-15 -12 => -24 0.5
-15 -12 => 0 0.5
15 -12 14 => 12 0.5
15 -12 14 => -9 0.5
-22 17 => 16 1.0
-8 -12 -7 => -3 1.0
0 7 -5 => 9 0.142857142857
0 7 -5 => 8 0.285714285714
0 7 -5 => -7 0.285714285714
0 7 -5 => 4 0.142857142857
0 7 -5 => 7 0.142857142857
2 -8 => -17 0.111111111111
2 -8 => 0 0.333333333333
2 -8 => 2 0.222222222222
2 -8 => 7 0.222222222222
2 -8 => -12 0.111111111111
-12 -5 0 => 9 0.285714285714
-12 -5 0 => -5 0.428571428571
-12 -5 0 => -24 0.285714285714
-10 -7 -5 => -10 0.666666666667
-10 -7 -5 => 2 0.333333333333
12 -12 4 => 0 0.5
12 -12 4 => 16 0.5
-29 4 0 => -5 0.5
-29 4 0 => -3 0.5
-12 8 -12 => 9 1.0
-9 0 -5 => 0 1.0
5 -5 2 => 5 1.0
-27 -15 => 0 1.0
16 14 12 10 => -5 1.0
11 -3 => 9 0.5
11 -3 => -7 0.125
11 -3 => 12 0.125
11 -3 => -12 0.25
5 7 5 => 0 0.666666666667
5 7 5 => 4 0.333333333333
9 11 -5 => 12 0.823529411765
9 11 -5 => 7 0.176470588235
-13 0 2 => 0 0.5
-13 0 2 => -12 0.5
7 2 => -5 0.461538461538
7 2 => 0 0.0769230769231
7 2 => -13 0.153846153846
7 2 => 5 0.307692307692
-2 12 => 10 1.0
5 4 -7 2 => 0 0.333333333333
5 4 -7 2 => -12 0.666666666667
-20 -5 0 => 4 1.0
0 -8 2 => -17 1.0
-13 5 4 => -5 0.555555555556
-13 5 4 => -12 0.444444444444
-12 15 14 => -17 1.0
0 -17 4 => 0 0.375
0 -17 4 => -13 0.25
0 -17 4 => -29 0.375
-27 => -5 0.0333333333333
-27 => 0 0.1
-27 => -24 0.733333333333
-27 => -15 0.0666666666667
-27 => 17 0.0666666666667
-5 -24 4 => -12 1.0
0 -5 4 => -18 0.166666666667
0 -5 4 => -13 0.416666666667
0 -5 4 => -8 0.25
0 -5 4 => 0 0.166666666667
10 9 7 => 14 1.0
5 4 -5 => 11 0.05
5 4 -5 => -13 0.15
5 4 -5 => 2 0.45
5 4 -5 => 5 0.2
5 4 -5 => 4 0.1
5 4 -5 => -19 0.05
-10 2 -5 => 2 0.5
-10 2 -5 => 7 0.5
5 12 => -5 1.0
-7 0 => 7 0.0625
-7 0 => 17 0.0625
-7 0 => -36 0.125
-7 0 => 4 0.125
-7 0 => -3 0.25
-7 0 => -8 0.375
-1 -17 2 0 => -24 0.666666666667
-1 -17 2 0 => -12 0.333333333333
-10 11 9 => -5 1.0
0 -14 => 0 1.0
-2 -14 => -5 1.0
-24 -9 => 0 1.0
-17 0 -5 4 => 0 1.0
2 -17 7 => 11 1.0
0 2 -5 => 2 1.0
-12 7 -12 => -24 0.25
-12 7 -12 => 0 0.5
-12 7 -12 => -8 0.25
12 -16 => 14 1.0
-2 -5 -10 => -5 0.5
-2 -5 -10 => 0 0.5
4 2 0 => -17 0.133333333333
4 2 0 => -27 0.0333333333333
4 2 0 => -7 0.0666666666667
4 2 0 => -5 0.166666666667
4 2 0 => -19 0.0333333333333
4 2 0 => 3 0.0333333333333
4 2 0 => -6 0.1
4 2 0 => -12 0.2
4 2 0 => 7 0.1
4 2 0 => -2 0.0666666666667
4 2 0 => 9 0.0333333333333
4 2 0 => 2 0.0333333333333
2 -12 2 4 => -5 1.0
0 129 => 2 1.0
7 -3 9 => 11 0.333333333333
7 -3 9 => -2 0.666666666667
2 -8 7 => 0 0.5
2 -8 7 => -17 0.5
-9 3 => 2 0.928571428571
-9 3 => 7 0.0714285714286
16 14 => 12 0.612903225806
16 14 => -29 0.0322580645161
16 14 => 16 0.0967741935484
16 14 => -10 0.0967741935484
16 14 => -12 0.0967741935484
16 14 => -15 0.0322580645161
16 14 => -8 0.0322580645161
7 12 -12 => -8 1.0
8 -17 0 => -10 1.0
0 -3 -5 => -6 1.0
6 => 11 0.0192307692308
6 => 15 0.0192307692308
6 => -17 0.00961538461538
6 => 0 0.0384615384615
6 => -24 0.0192307692308
6 => -13 0.0384615384615
6 => -22 0.0384615384615
6 => -5 0.144230769231
6 => -10 0.0192307692308
6 => 3 0.0384615384615
6 => -12 0.0288461538462
6 => 4 0.0192307692308
6 => 7 0.365384615385
6 => 8 0.105769230769
6 => -9 0.0192307692308
6 => -8 0.0192307692308
6 => -3 0.0384615384615
6 => 14 0.0192307692308
12 10 => -5 0.0555555555556
12 10 => 8 0.138888888889
12 10 => 12 0.333333333333
12 10 => 9 0.222222222222
12 10 => -17 0.25
6 -9 7 => 3 1.0
0 3 4 => -24 0.5
0 3 4 => 0 0.25
0 3 4 => -12 0.25
-12 9 12 => 14 1.0
9 -15 => 9 0.0714285714286
9 -15 => 8 0.5
9 -15 => -7 0.142857142857
9 -15 => 7 0.214285714286
9 -15 => -10 0.0714285714286
-12 4 2 => -10 1.0
12 -20 -17 => -12 1.0
0 -5 -7 => 0 0.333333333333
0 -5 -7 => -9 0.666666666667
-10 12 0 => 14 1.0
-8 2 -5 => -13 0.5
-8 2 -5 => 4 0.5
9 -12 6 => 7 1.0
-5 2 0 -17 => -5 1.0
2 -8 2 => -3 1.0
-10 0 -17 => 2 0.333333333333
-10 0 -17 => -3 0.666666666667
-24 7 -12 => 8 0.714285714286
-24 7 -12 => -21 0.142857142857
-24 7 -12 => -8 0.142857142857
-7 2 -2 => -7 1.0
4 -17 -5 => 16 1.0
17 -24 => -19 0.5
17 -24 => 16 0.5
7 4 -6 => 0 1.0
19 -12 7 => 9 0.666666666667
19 -12 7 => 0 0.333333333333
-13 -5 7 5 => -5 1.0
12 14 12 => -5 0.315789473684
12 14 12 => 10 0.631578947368
12 14 12 => -8 0.0526315789474
12 17 => -20 0.5
12 17 => 16 0.5
4 0 5 => -13 0.333333333333
4 0 5 => 2 0.666666666667
14 15 => 19 0.5
14 15 => -12 0.5
11 14 -10 => -13 1.0
-24 -12 3 => -12 1.0
4 -5 -10 => 7 1.0
-5 9 -12 => -7 0.5
-5 9 -12 => 7 0.5
8 9 11 => -3 1.0
-17 4 => -29 0.166666666667
-17 4 => 7 0.111111111111
-17 4 => 0 0.166666666667
-17 4 => -13 0.166666666667
-17 4 => 2 0.0555555555556
-17 4 => -17 0.333333333333
7 -5 9 => 11 0.625
7 -5 9 => -5 0.0625
7 -5 9 => -7 0.1875
7 -5 9 => -8 0.125
7 5 7 => 9 0.5
7 5 7 => 8 0.5
14 -7 7 5 => 4 1.0
11 -12 -5 => 0 1.0
-15 9 7 => 6 1.0
-5 -8 0 => 4 0.333333333333
-5 -8 0 => -16 0.666666666667
9 10 => 12 1.0
9 -5 -8 => 11 0.25
9 -5 -8 => 7 0.75
