0 2 => 4 1.0
2 7 => 5 1.0
0 4 0 => 4 1.0
5 4 0 => 7 1.0
4 2 4 => 9 1.0
2 7 5 => 4 1.0
-5 => 0 0.2
-5 => -1 0.2
-5 => 4 0.266666666667
-5 => 7 0.333333333333
-5 4 => 2 1.0
0 => 7 0.12
0 => -5 0.08
0 => 2 0.14
0 => 5 0.06
0 => 4 0.34
0 => -3 0.02
0 => -1 0.24
5 4 2 => 0 1.0
0 -5 => 0 0.25
0 -5 => -1 0.75
2 => 0 0.518518518519
2 => 4 0.37037037037
2 => 7 0.111111111111
0 -5 0 => 4 1.0
-5 0 => -5 0.333333333333
-5 0 => 4 0.666666666667
7 5 => 4 1.0
4 => -5 0.0392156862745
4 => 0 0.274509803922
4 => 2 0.333333333333
4 => 5 0.137254901961
4 => 7 0.156862745098
4 => 9 0.0588235294118
-3 => -5 1.0
2 4 2 0 => -1 1.0
5 4 => 0 0.230769230769
5 4 => 2 0.230769230769
5 4 => 5 0.538461538462
2 7 5 4 => 2 1.0
7 0 4 => 2 0.8
7 0 4 => 7 0.2
-3 -5 => 0 1.0
0 4 => -5 0.0588235294118
0 4 => 0 0.235294117647
0 4 => 2 0.235294117647
0 4 => 7 0.470588235294
5 4 2 0 => 5 1.0
5 => -5 0.2
5 => 4 0.65
5 => 7 0.15
0 -5 0 4 => -5 1.0
7 4 => 0 1.0
4 2 => 0 0.823529411765
4 2 => 4 0.176470588235
-1 2 => 7 1.0
5 7 => -5 1.0
7 0 => 4 1.0
2 0 => -1 0.214285714286
2 0 => 5 0.214285714286
2 0 => 4 0.5
2 0 => -3 0.0714285714286
4 5 => -5 0.571428571429
4 5 => 7 0.428571428571
0 5 => 4 1.0
-5 7 => 0 0.8
-5 7 => 4 0.2
9 7 => 5 1.0
-1 0 => -5 0.2
-1 0 => -1 0.6
-1 0 => 7 0.2
0 5 4 => 0 1.0
7 -1 => 0 1.0
2 4 2 => 0 0.5
2 4 2 => 4 0.5
9 => 7 1.0
7 => -5 0.09375
7 => 0 0.15625
7 => -1 0.09375
7 => 4 0.21875
7 => 9 0.125
7 => 5 0.3125
4 7 => 9 0.5
4 7 => 0 0.125
4 7 => 4 0.375
7 -5 => 4 1.0
5 -5 => 7 1.0
7 -1 0 => 7 1.0
-1 => 0 0.833333333333
-1 => 2 0.166666666667
4 0 => 2 0.538461538462
4 0 => 4 0.230769230769
4 0 => 7 0.230769230769
2 4 => 9 0.3
2 4 => -5 0.1
2 4 => 2 0.6
0 7 => -1 0.5
0 7 => 4 0.5
