12|7	5|12	1.0
24|	12|24	1.0
24|	0|	0.25
-3|5	5|-3	0.5
-3|5	4|	0.5
-5|2.4	0|-5	0.5
-5|2.4	3|	0.5
5|12	12|5	1.0
0|-3	11|0	1.0
12|	11|12	1.0
12|	5|12	1.0
12|	4|12	1.0
12|	24|	0.15
12|	17|	0.15
12|	0|	0.05
12|	23|	0.05
12|	14|12	1.0
-5|4.-5.4.2	5|	1.0
4|12	7|4	1.0
14|	19|	0.105263157895
14|	7|14	1.0
14|	11|14	1.0
14|	16|	0.473684210526
14|	12|14	0.25
-5|	0|-5	1.0
-5|	4|	0.342857142857
-5|	3|	0.0285714285714
-5|	2|-5	0.8
-5|	-1|	0.0571428571429
-5|	5|	0.285714285714
2|-7	-7|	1.0
0|	2|0	0.285714285714
0|	11|0	1.0
0|	4|0	0.8
0|	12|0	1.0
7|9	6|	1.0
16|	12|16	0.333333333333
16|	11|16	1.0
16|	7|	0.0666666666667
16|	14|16	0.285714285714
-7|	2|-7	1.0
-7|	0|-7	1.0
4|3	0|4	1.0
2|	-5|2	0.125
2|	-3|2	1.0
2|	-7|	0.117647058824
2|	4|2	0.5
12|24	17|	1.0
14|17	11|14	1.0
-1|	4|-1	1.0
-1|	5|-1	1.0
0|-5	4|0	1.0
4|	7|4	1.0
4|	-3|4	0.333333333333
4|	-5|	0.566666666667
4|	0|4	1.0
4|	2|4	0.666666666667
2|0	-5|2	0.285714285714
2|0	4|2	0.714285714286
11|16	19|	1.0
-3|	5|-3	1.0
-3|	4|	0.375
-3|	7|-3	1.0
-3|	0|-3	1.0
-3|	2|-3	1.0
7|-3	-5|7	1.0
6|	5|6	1.0
16|11	14|16.11	1.0
-5|4.2	4|-5.4.2	1.0
19|	16|	0.571428571429
19|	17|	0.428571428571
14|9	7|14	1.0
4|-5.4.2	-5|4.-5.4.2	1.0
14|7	12|14	1.0
14|16.11	12|14	1.0
4|0	-5|4.0	0.75
4|0	2|4	0.2
12|0	14|12	1.0
7|14	14|7	1.0
4|2	-3|4	0.333333333333
4|2	2|4	0.166666666667
4|2	-5|4.2	1.0
9|	7|9	1.0
9|	14|9	1.0
4|5	2|4	1.0
-5|2	0|-5	0.125
-5|2	4|	0.125
-5|2	3|	0.125
-5|2	2|-5	0.5
-5|2	5|	0.125
12|16	23|	0.166666666667
12|16	24|	0.333333333333
12|16	14|12	0.5
11|	9|	0.333333333333
11|	21|	0.166666666667
11|	19|	0.166666666667
11|	16|11	1.0
14|16.14.16	19|	1.0
12|5	11|12	1.0
11|12	16|11	1.0
4|2.4	2|4	1.0
5|-1	-5|5.-1	0.5
-1|5	4|-1	1.0
-5|4.0	0|-5	0.75
-5|4.0	-1|	0.25
0|-7	12|0	1.0
2|-3	-7|	1.0
21|	19|	1.0
17|	5|17	1.0
17|	21|	0.5
17|	14|17	1.0
-3|2	0|-3	1.0
23|	24|	1.0
3|	4|3	1.0
2|-5	-5|2	0.8
2|-5	-3|2	0.2
5|	12|5	1.0
5|	4|5	1.0
5|	-1|5	1.0
5|	-5|	0.529411764706
5|	9|	0.0588235294118
5|	-3|5	0.5
14|12	16|	1.0
5|-3	-3|5	1.0
-3|4	2|-3	0.333333333333
-3|4	4|	0.333333333333
-3|4	7|-3	0.333333333333
-5|5.-1	0|-5	0.5
-5|5.-1	-1|	0.5
7|	12|7	1.0
7|	6|	0.222222222222
7|	-5|7	1.0
7|	14|7	1.0
4|-1	0|4	1.0
7|4	12|7	1.0
11|0	9|	1.0
-5|7	2|-5	1.0
5|17	9|	1.0
16|14.16	12|16	0.333333333333
16|14.16	14|16.14.16	1.0
14|16	16|14.16	0.333333333333
14|16	19|	0.285714285714
14|16	12|14	0.285714285714
12|14	24|	0.25
12|14	0|	0.25
12|14	4|12	0.5
11|14	21|	1.0
5|6	4|5	1.0
0|4	2|0	1.0
2|4	4|2.4	1.0
2|4	-5|2.4	0.5
