-3|	-10|-3	0.5
-11|	-12|	1.0
-8|-10	-7|	0.5
-8|-10	-10|-8.-10	1.0
-8|	-7|	0.166666666667
-8|	-10|	0.833333333333
-10|-3	-13|	0.5
-10|-3	-8|-10	0.5
-10|-8.-10	-11|	1.0
-5|	-13|-5	1.0
-5|	-3|	0.25
-5|	-7|	0.5
-10|	-11|	0.1
-10|	-8|-10	0.5
-10|	-5|	0.1
-10|	-13|	0.2
-10|	-12|	0.4
-13|	-8|	0.5
-13|	-12|	0.333333333333
-13|	-15|	0.166666666667
-7|	-8|	0.333333333333
-7|	-5|	0.666666666667
-12|	-13|	0.285714285714
-12|	-5|	0.142857142857
-12|	-3|	0.142857142857
-12|	-10|	0.428571428571
-13|-5	-15|	1.0
-15|	-13|	1.0
