24 => 26 0.0869565217391
24 => 27 0.0434782608696
24 => 15 0.0869565217391
24 => 21 0.217391304348
24 => 23 0.217391304348
24 => 33 0.0434782608696
24 => 31 0.0869565217391
24 => 16 0.0434782608696
24 => 28 0.0434782608696
24 => 19 0.0869565217391
24 => 12 0.0434782608696
5 -3 => 0 1.0
-9 => -5 0.1
-9 => 3 0.8
-9 => -7 0.1
15 14 => 11 0.333333333333
15 14 => 18 0.333333333333
15 14 => 13 0.333333333333
3 15 => 8 0.5
3 15 => 27 0.5
0 -1 => 5 0.5
0 -1 => -3 0.5
24 28 => 31 1.0
15 24 => 19 1.0
4 5 => 11 0.25
4 5 => 14 0.125
4 5 => 4 0.125
4 5 => 7 0.125
4 5 => 6 0.125
4 5 => 9 0.125
4 5 => 8 0.125
28 29 => 33 1.0
19 => 24 0.0681818181818
19 => 26 0.0227272727273
19 => 12 0.0454545454545
19 => 20 0.0454545454545
19 => 21 0.0909090909091
19 => 17 0.0909090909091
19 => 16 0.181818181818
19 => 33 0.0227272727273
19 => 18 0.0454545454545
19 => 23 0.0227272727273
19 => 28 0.0227272727273
19 => 2 0.0227272727273
19 => 7 0.113636363636
19 => 9 0.0227272727273
19 => 129 0.0227272727273
19 => 14 0.159090909091
9 => 11 0.0740740740741
9 => 10 0.0185185185185
9 => 13 0.0185185185185
9 => 12 0.148148148148
9 => 21 0.037037037037
9 => 14 0.037037037037
9 => 19 0.0185185185185
9 => 6 0.037037037037
9 => -5 0.0185185185185
9 => 3 0.0185185185185
9 => 1 0.0185185185185
9 => 5 0.0185185185185
9 => 4 0.0555555555556
9 => 7 0.277777777778
9 => -2 0.0185185185185
9 => 2 0.037037037037
9 => -3 0.0185185185185
9 => 8 0.12962962963
16 12 => 11 0.8
16 12 => 7 0.2
-1 -3 => 1 0.333333333333
-1 -3 => -5 0.333333333333
-1 -3 => 4 0.333333333333
7 0 => -5 0.5
7 0 => 7 0.5
-10 26 => 21 1.0
-13 -7 => -8 1.0
12 16 => 19 0.285714285714
12 16 => 0 0.142857142857
12 16 => 4 0.142857142857
12 16 => 17 0.285714285714
12 16 => 21 0.142857142857
24 27 => 31 1.0
16 8 => 14 1.0
-16 -12 => -13 1.0
11 129 => 12 1.0
-17 2 => -3 1.0
-4 4 => 11 1.0
12 -5 => 4 1.0
31 24 => 16 1.0
19 23 => 24 1.0
14 2 => -5 0.75
14 2 => 9 0.25
9 11 9 => 5 0.5
9 11 9 => -3 0.5
5 14 => 12 1.0
9 11 => 9 0.5
9 11 => 12 0.5
21 19 => 14 0.117647058824
21 19 => 17 0.176470588235
21 19 => 16 0.294117647059
21 19 => 18 0.117647058824
21 19 => 28 0.0588235294118
21 19 => 7 0.235294117647
7 5 => 3 0.333333333333
7 5 => 4 0.666666666667
-12 -13 => -7 1.0
-5 14 => 9 1.0
8 0 => 1 1.0
4 -3 => -1 0.333333333333
4 -3 => 4 0.333333333333
4 -3 => -2 0.333333333333
26 24 => 31 0.111111111111
26 24 => 12 0.111111111111
26 24 => 21 0.333333333333
26 24 => 23 0.444444444444
32 28 => 23 1.0
0 8 => 0 1.0
29 33 => 29 1.0
9 7 => 12 0.2
9 7 => 14 0.0666666666667
9 7 => 16 0.0666666666667
9 7 => -5 0.133333333333
9 7 => 2 0.133333333333
9 7 => 5 0.2
9 7 => 6 0.133333333333
9 7 => 9 0.0666666666667
2 5 => 7 1.0
-8 -10 => -15 1.0
-2 => 9 0.2
-2 => -1 0.4
-2 => -7 0.2
-2 => -9 0.2
8 17 => 16 1.0
-2 -7 => 5 1.0
16 0 => 12 1.0
0 -3 => 1 1.0
-10 -5 => -3 1.0
11 9 => 7 0.333333333333
11 9 => 3 0.0833333333333
11 9 => 5 0.0833333333333
11 9 => -3 0.0833333333333
11 9 => 6 0.166666666667
11 9 => 8 0.25
12 => 11 0.3125
12 => 10 0.015625
12 => 13 0.03125
12 => 15 0.0625
12 => 14 0.125
12 => 16 0.109375
12 => 19 0.015625
12 => 21 0.0625
12 => -5 0.015625
12 => 0 0.03125
12 => 3 0.03125
12 => 5 0.015625
12 => 4 0.015625
12 => 7 0.03125
12 => 6 0.03125
12 => 9 0.03125
12 => 20 0.015625
12 => 129 0.03125
12 => 8 0.015625
20 => 24 0.0909090909091
20 => 11 0.0909090909091
20 => 21 0.0909090909091
20 => 17 0.181818181818
20 => 16 0.181818181818
20 => 19 0.0909090909091
20 => 32 0.0909090909091
20 => 23 0.0909090909091
20 => 22 0.0909090909091
-5 => 26 0.0238095238095
-5 => 23 0.0238095238095
-5 => 0 0.119047619048
-5 => 2 0.0238095238095
-5 => 5 0.047619047619
-5 => 4 0.047619047619
-5 => 7 0.047619047619
-5 => 9 0.0238095238095
-5 => -10 0.0238095238095
-5 => -13 0.047619047619
-5 => -12 0.166666666667
-5 => -15 0.0238095238095
-5 => -17 0.0238095238095
-5 => 11 0.0238095238095
-5 => 14 0.047619047619
-5 => 19 0.0238095238095
-5 => -7 0.0238095238095
-5 => -6 0.047619047619
-5 => -1 0.0238095238095
-5 => -3 0.0952380952381
-5 => -9 0.0238095238095
-5 => -8 0.047619047619
2 7 => -1 0.5
2 7 => 23 0.5
8 4 => -4 0.5
8 4 => -1 0.5
3 4 => 9 0.333333333333
3 4 => 8 0.111111111111
3 4 => 12 0.111111111111
3 4 => 5 0.444444444444
12 129 => 12 0.5
12 129 => 14 0.5
2 -5 => 11 0.125
2 -5 => 14 0.25
2 -5 => -6 0.125
2 -5 => -1 0.125
2 -5 => 7 0.125
2 -5 => 9 0.125
2 -5 => 5 0.125
16 15 => 14 1.0
31 => 24 0.0833333333333
31 => 33 0.0833333333333
31 => 30 0.166666666667
31 => 28 0.333333333333
31 => 29 0.166666666667
31 => 35 0.0833333333333
31 => 36 0.0833333333333
29 => 33 0.166666666667
29 => 28 0.833333333333
12 21 => 19 0.5
12 21 => 24 0.25
12 21 => 12 0.25
5 -5 => 4 1.0
-9 -7 => 5 1.0
15 16 => 19 0.333333333333
15 16 => 24 0.333333333333
15 16 => 17 0.333333333333
12 11 => 12 0.2
12 11 => 14 0.25
12 11 => 17 0.05
12 11 => 16 0.05
12 11 => 28 0.05
12 11 => 4 0.05
12 11 => 9 0.35
129 7 => 14 1.0
2 9 => 19 0.2
2 9 => 2 0.2
2 9 => 7 0.6
-5 -17 => -13 1.0
26 28 => 31 0.666666666667
26 28 => 29 0.333333333333
11 12 => 11 0.272727272727
11 12 => 13 0.0909090909091
11 12 => 15 0.0909090909091
11 12 => 14 0.454545454545
11 12 => 16 0.0909090909091
16 24 => 31 1.0
9 -5 => -12 1.0
14 5 => 2 1.0
-13 => -5 0.4
-13 => -7 0.2
-13 => -6 0.2
-13 => -16 0.2
4 9 => 8 0.285714285714
4 9 => 12 0.428571428571
4 9 => 4 0.142857142857
4 9 => 7 0.142857142857
-1 -5 => 19 0.5
-1 -5 => -12 0.5
0 2 => 4 1.0
3 0 => -9 1.0
-13 -5 => -13 0.5
-13 -5 => -12 0.5
-5 11 => 7 1.0
24 21 => 19 0.6
24 21 => 18 0.2
24 21 => 12 0.2
14 12 => 11 0.454545454545
14 12 => 10 0.0909090909091
14 12 => 15 0.0909090909091
14 12 => 14 0.181818181818
14 12 => 7 0.0909090909091
14 12 => 21 0.0909090909091
23 20 => 17 0.5
23 20 => 16 0.5
7 23 => 26 1.0
10 16 => 17 1.0
19 17 => 16 1.0
129 12 => 129 0.5
129 12 => 14 0.5
9 4 => 9 0.333333333333
9 4 => 3 0.333333333333
9 4 => 2 0.333333333333
17 12 11 => 16 1.0
4 6 => 2 1.0
6 0 -9 => -5 1.0
0 5 => 10 1.0
-3 -8 => -10 1.0
8 12 => 11 1.0
6 2 => 4 0.5
6 2 => 7 0.5
4 -1 => -4 1.0
17 16 => 15 0.111111111111
17 16 => 4 0.111111111111
17 16 => 21 0.111111111111
17 16 => 14 0.666666666667
9 -5 -12 => 0 1.0
27 15 => 24 1.0
-5 -7 => -5 1.0
-7 2 => -7 0.5
-7 2 => 5 0.5
16 => 11 0.0816326530612
16 => 24 0.0204081632653
16 => 13 0.0408163265306
16 => 12 0.102040816327
16 => 15 0.0204081632653
16 => 14 0.244897959184
16 => 17 0.102040816327
16 => 19 0.0816326530612
16 => 18 0.0204081632653
16 => 0 0.0204081632653
16 => 4 0.0612244897959
16 => 7 0.102040816327
16 => 129 0.0204081632653
16 => 8 0.0204081632653
16 => 21 0.0612244897959
1 -6 => 2 0.5
1 -6 => 6 0.5
-1 => -5 0.0869565217391
-1 => 12 0.0434782608696
-1 => 14 0.0434782608696
-1 => 0 0.173913043478
-1 => 1 0.0434782608696
-1 => -4 0.0434782608696
-1 => 2 0.0869565217391
-1 => 5 0.130434782609
-1 => 4 0.130434782609
-1 => -3 0.130434782609
-1 => 9 0.0434782608696
-1 => -10 0.0434782608696
-3 -1 => 9 0.25
-3 -1 => 0 0.5
-3 -1 => -3 0.25
-5 7 => 2 0.5
-5 7 => 12 0.5
27 31 => 35 1.0
9 1 => 7 1.0
4 -8 => 2 1.0
17 8 => 5 1.0
11 20 => 11 1.0
-1 -10 => 26 1.0
