24|	12|24	1.0
14|15	12|14	1.0
11|19	12|11	0.5
11|19	19|	0.5
2|7	11|	0.2
2|7	9|2	0.4
2|7	7|2	0.2
2|7	4|2.7	1.0
7|0	5|7	0.5
7|0	9|7.0	1.0
9|17	11|9.17	1.0
9|17	2|9	0.5
0|	2|0	0.8
0|	17|0	1.0
0|	10|0	1.0
0|	5|0	1.0
0|	4|0	0.666666666667
0|	14|	0.0588235294118
0|	-5|	0.0588235294118
0|	7|0	0.5
0|	12|0	0.5
16|	12|16	0.4
16|	4|16	1.0
16|	10|	0.030303030303
16|	14|16	0.363636363636
16|	7|16	1.0
16|	13|16	1.0
16|	5|16	0.5
16|	11|16	1.0
16|	17|16	0.8
16|	19|	0.030303030303
16|	9|16	0.5
16|	0|16	1.0
16|	6|16	1.0
9|7.5	10|9.7	1.0
5|4	9|5	0.25
5|4	4|5	0.125
5|4	2|5	0.375
5|4	14|5	0.125
5|4	7|5	0.125
7|19	9|7.19	1.0
19|	12|19	1.0
19|	10|	0.0555555555556
19|	7|19	1.0
19|	11|19	0.5
19|	21|	0.277777777778
19|	16|19	0.2
19|	17|19	1.0
19|	14|19	0.5
9|16	17|9	0.5
9|16	2|9	0.5
4|0	7|4	0.333333333333
4|0	2|4	0.666666666667
11|14.17	9|11	1.0
9|	10|	0.0851063829787
9|	6|	0.0212765957447
9|	17|9	0.5
9|	14|9	0.6
9|	12|9	0.333333333333
9|	18|	0.0212765957447
9|	11|9	0.333333333333
9|	0|	0.0212765957447
9|	16|	0.0212765957447
9|	7|9	0.5
9|	5|9	0.5
9|	4|9	0.333333333333
9|	2|9	0.5
2|4	6|	0.166666666667
2|4	0|2	0.333333333333
2|4	4|2.4	0.5
2|4	5|2	0.166666666667
12|16	9|12	0.4
12|16	5|12	0.2
12|16	4|12	0.2
12|16	17|12	0.2
9|10	14|9	0.2
9|10	7|9	0.6
9|10	11|9	0.2
11|	7|11	0.333333333333
11|	9|11	0.4
11|	5|11	1.0
11|	13|	0.093023255814
11|	2|11	0.333333333333
11|	19|	0.0232558139535
11|	16|	0.0232558139535
11|	14|11	1.0
11|	23|	0.0232558139535
11|	12|11	0.0526315789474
12|5	4|12	0.5
12|5	14|12	0.5
17|9	11|	0.5
17|9	14|17	0.5
0|7	2|0	0.4
0|7	4|0	0.2
0|7	12|0	0.4
16|10	13|16	1.0
5|0	7|5	1.0
1|	5|1	1.0
7|9.7	2|7	0.5
7|9.7	1|	0.5
4|14	2|4	1.0
16|19	12|16	0.4
16|19	19|	0.2
16|19	14|16.19	0.5
4|2.5	16|4	1.0
16|12	11|16	1.0
2|-5	4|2.-5	1.0
4|2.7	6|4	1.0
19|14	7|19	0.2
19|14	16|19	0.4
19|14	14|19	0.4
9|7.2	4|9	0.5
9|7.2	11|9	0.5
7|6.4	2|7	1.0
11|12.24	23|	1.0
2|11	7|2	0.666666666667
2|11	4|2	0.333333333333
9|7.19	18|	1.0
18|	14|18	1.0
