2|9	4|2.9	1.0
2|0	0|2	0.142857142857
2|0	-3|2	0.285714285714
2|0	-1|2	0.142857142857
2|0	4|2	0.428571428571
7|2	2|7	0.333333333333
7|2	-1|7	0.666666666667
0|-3	2|0	0.333333333333
0|-3	5|0	0.333333333333
0|-3	-5|0	0.333333333333
-1|0	-5|-1	0.285714285714
-1|0	-3|	0.571428571429
-1|0	5|	0.142857142857
2|7	11|	0.666666666667
2|7	-1|2	0.25
2|7	7|2	0.0833333333333
4|0.2	0|4	0.333333333333
4|0.2	5|	0.666666666667
-5|	0|-5	0.428571428571
-5|	-3|	0.0740740740741
-5|	4|-5	1.0
-5|	-1|-5	0.142857142857
-5|	-7|	0.0740740740741
-5|	2|-5	0.4
-5|	129|	0.037037037037
-5|	5|	0.0740740740741
4|-5	-5|	1.0
0|	4|	0.2
0|	2|0	0.142857142857
0|	-3|	0.166666666667
0|	5|0	1.0
0|	7|0	1.0
0|	-1|0	0.285714285714
0|	-5|0	0.333333333333
-5|2	0|-5	0.166666666667
-5|2	2|-5	0.666666666667
-5|2	-3|	0.166666666667
-7|	-5|-7	1.0
-5|0	0|-5	0.333333333333
-5|0	-1|-5	0.666666666667
2|	11|	0.153846153846
2|	6|	0.0192307692308
2|	7|2	0.333333333333
2|	-1|2	0.142857142857
2|	0|2	0.0909090909091
2|	-5|2	0.166666666667
2|	5|2	1.0
2|	-3|2	1.0
2|	4|2	0.375
2|	-6|	0.0192307692308
2|-5	-5|2	0.4
2|-5	-1|2	0.2
2|-5	-6|	0.2
2|-5	0|2.-5	1.0
129|	-5|	1.0
-1|	2|-1	0.125
-1|	7|	0.107142857143
-1|	-10|	0.0357142857143
-1|	4|-1	0.5
-1|	-8|	0.0714285714286
-1|	-3|	0.178571428571
-1|	-5|-1	0.2
-1|	0|-1	1.0
-1|	5|	0.0357142857143
0|-5	4|	0.285714285714
0|-5	2|0	0.428571428571
0|-5	-3|	0.285714285714
4|	-3|	0.0357142857143
4|	2|4	0.727272727273
4|	-5|	0.0357142857143
4|	0|4	0.333333333333
4|	5|	0.178571428571
4|	7|	0.25
4|11	0|4	0.333333333333
4|11	7|	0.666666666667
-3|	7|	0.0625
-3|	0|-3	0.333333333333
-3|	-5|-3	0.166666666667
-3|	2|-3	0.333333333333
7|4.2.9	0|7	1.0
6|	4|	0.5
6|	9|	0.5
5|2	-5|5	1.0
-5|-3	0|-5	0.166666666667
-5|-3	-1|-5	0.333333333333
-5|-3	-7|	0.333333333333
-5|-3	129|	0.166666666667
2|4	0|2	0.727272727273
2|4	5|2	0.0909090909091
2|4	4|2	0.181818181818
0|11	-5|0	1.0
-5|-8	0|-5	1.0
-10|	-1|-10	1.0
-1|-5	2|-1	0.142857142857
-1|-5	-3|	0.142857142857
-1|-5	4|-1	0.142857142857
-1|-5	0|-1	0.142857142857
-1|-5	-8|	0.285714285714
-1|-5	-5|-1	0.142857142857
5|	4|5	0.75
5|	7|5	1.0
5|	9|	0.214285714286
5|	-5|5	1.0
4|5	2|4	0.75
4|5	5|	0.25
0|7	-3|	0.333333333333
0|7	-1|0	0.666666666667
-5|5	4|-5	1.0
7|11	2|7	1.0
2|-1	-5|2	0.125
2|-1	0|2	0.125
2|-1	7|2	0.5
2|-1	-1|2	0.25
11|	7|11	1.0
11|	4|11	0.333333333333
11|	0|11	1.0
0|-1	2|0	1.0
2|-6	-5|2	1.0
-8|	-5|-8	1.0
0|2	2|0	0.0909090909091
0|2	-1|0	0.454545454545
0|2	7|0	0.0909090909091
0|2	4|0.2	0.333333333333
0|2	-5|0	0.0909090909091
5|0	9|	1.0
2|-3	6|	0.166666666667
2|-3	7|2	0.166666666667
2|-3	-5|2	0.333333333333
2|-3	-3|2	0.166666666667
2|-3	4|2	0.166666666667
-3|2	2|-3	1.0
7|5	5|	1.0
0|2.-5	-5|0	1.0
-6|	2|-6	1.0
-1|9	7|	1.0
-1|7	2|-1	0.6
-1|7	7|	0.2
-1|7	-10|	0.2
9|	6|	0.25
9|	2|9	1.0
9|	-1|9	1.0
7|	-1|7	0.2
7|	0|7	0.666666666667
7|	2|7	0.666666666667
7|	5|	0.166666666667
4|-1	0|4	0.5
4|-1	5|	0.5
-1|2	7|	0.142857142857
-1|2	4|-1	0.142857142857
-1|2	2|-1	0.571428571429
-1|2	-5|-1	0.142857142857
-1|-10	-5|-1	1.0
-5|-7	5|	1.0
4|2.9	7|4.2.9	1.0
-3|0.4	0|-3	0.5
-3|0.4	7|	0.5
0|4	4|	0.333333333333
0|4	-3|0.4	0.5
4|2	2|4	0.375
4|2	7|	0.5
4|2	-3|	0.125
7|0	5|	1.0
-5|-1	2|-5	0.2
-5|-1	-1|-5	0.6
-5|-1	-3|	0.2
