-30|	-29|-30	1.0
-27|-26	-24|-27	1.0
-17|	-29|-17	1.0
-24|-25	-36|	0.5
-24|-25	-25|	0.5
-36|-41	-29|-36	1.0
-36|-37	-37|	0.5
-36|-37	-24|-36.-37	1.0
-29|-34	-27|	0.5
-29|-34	-37|-29	0.5
-27|-29.-30	-29|-27	1.0
-38|	-31|	1.0
-29|-30	-27|-29.-30	1.0
-29|-24	-22|	0.333333333333
-29|-24	-24|-29	0.666666666667
-24|-27	-36|-24.-27	1.0
-37|-29	-36|-37	1.0
-27|-34	-22|	0.333333333333
-27|-34	-34|-27	0.666666666667
-29|-31	-30|	0.2
-29|-31	-31|	0.5
-29|-31	-36|	0.1
-29|-31	-27|-29.-31	1.0
-29|-27	-22|	0.25
-29|-27	-36|	0.25
-29|-27	-31|	0.5
-24|-34	-34|-24	1.0
-37|	-36|-37	0.5
-37|	-34|-37	0.333333333333
-29|-32	-41|	0.333333333333
-29|-32	-24|-29	0.666666666667
-25|	-24|-25	0.5
-25|	-34|-25	0.5
-25|	-27|-25	0.333333333333
-25|	-29|-25	0.5
-36|-24.-27	-31|	1.0
-27|-25	-25|-27	0.333333333333
-27|-25	-29|-27	0.666666666667
-27|	-25|-27	0.666666666667
-27|	-34|-27	0.333333333333
-27|	-29|-27	0.25
-27|	-24|-27	1.0
-27|	-26|	0.2
-27|	-22|	0.0666666666667
-41|	-36|-41	1.0
-31|	-32|	0.266666666667
-31|	-29|-31	0.1
-31|	-36|	0.0666666666667
-25|-29	-29|-25	1.0
-36|-24.-29	-29|-36	0.5
-36|-24.-29	-37|	0.5
-25|-27	-24|-25	0.666666666667
-25|-27	-27|-25	0.333333333333
-32|-24	-37|	0.5
-32|-24	-29|-32	0.5
-34|-27	-25|-34	0.333333333333
-34|-27	-27|-34	0.666666666667
-34|-37	-29|-34	0.666666666667
-34|-37	-46|	0.333333333333
-20|	-29|-20	1.0
-29|-19	-20|	1.0
-29|-17	-19|	1.0
-29|	-30|	0.0526315789474
-29|	-25|-29	1.0
-29|	-36|	0.0526315789474
-29|	-22|	0.105263157895
-29|	-41|	0.0526315789474
-29|	-24|-29	0.285714285714
-29|	-20|	0.0526315789474
-29|	-27|	0.184210526316
-29|	-19|	0.0263157894737
-29|	-31|	0.184210526316
-29|	-37|-29	1.0
-39|	-34|	1.0
-29|-36	-41|	0.5
-29|-36	-24|-29	0.5
-19|	-29|-19	1.0
-34|-36	-32|	1.0
-24|-29	-36|-24.-29	0.5
-24|-29	-32|-24	0.285714285714
-24|-29	-17|	0.142857142857
-24|-29	-29|-24	0.285714285714
-34|-22	-24|-34	0.5
-34|-22	-29|-34	0.5
-29|-46	-27|	1.0
-29|-22	-25|-29	0.333333333333
-29|-22	-24|-29	0.333333333333
-29|-22	-20|	0.333333333333
-25|-34	-34|-25	0.666666666667
-25|-34	-27|-25	0.333333333333
-34|-24	-24|-34	0.5
-34|-24	-25|-34	0.5
-24|	-32|-24	0.5
-24|	-17|	0.047619047619
-24|	-27|-24	1.0
-24|	-36|	0.52380952381
-24|	-25|	0.047619047619
-24|	-29|-24	0.666666666667
-24|	-34|-24	0.5
-27|-24	-34|-27	1.0
-36|	-37|	0.105263157895
-36|	-24|	0.473684210526
-36|	-34|-36	1.0
-36|	-39|	0.0526315789474
-36|	-29|-36	0.5
-36|	-31|	0.105263157895
-27|-29.-31	-26|	1.0
-26|	-38|	0.333333333333
-26|	-27|-26	1.0
-26|	-36|-26	1.0
-24|-36.-37	-27|-24	1.0
-34|-25	-25|-34	0.5
-34|-25	-27|-34	0.5
-34|	-25|-34	0.333333333333
-34|	-27|-34	0.666666666667
-34|	-29|-34	0.5
-34|	-24|-34	1.0
-34|	-46|	0.0625
-34|	-32|	0.1875
-36|-26	-31|	1.0
-46|	-29|-46	1.0
-29|-25	-25|-29	0.5
-29|-25	-24|-29	0.5
-32|	-37|	0.111111111111
-32|	-31|	0.555555555556
-32|	-29|-32	0.666666666667
-22|	-34|-22	0.5
-22|	-29|-22	0.333333333333
-29|-20	-22|	1.0
