-9|	-8|-9	1.0
-1|0	-3|-1	0.8
-1|0	-5|-1	0.2
2|7	9|2	0.25
2|7	12|2	0.5
2|7	4|2	0.25
2|-7	5|2	1.0
0|	3|0	1.0
0|	2|0	1.0
0|	4|0	0.1
0|	-2|	0.0344827586207
0|	-1|0	0.2
0|	6|	0.0344827586207
0|	12|0	1.0
0|	5|0	1.0
0|	-5|0	1.0
0|	9|	0.0344827586207
0|	7|0	0.5
-15|-5	-1|-15	0.5
-15|-5	-3|	0.5
16|	-15|16	0.5
16|	-8|16	1.0
16|	-17|	0.111111111111
16|	19|	0.111111111111
16|	-12|16	1.0
16|	-20|	0.111111111111
16|	-13|	0.111111111111
16|	-19|	0.111111111111
0|-3	4|0.-3	1.0
0|-3	9|	0.2
0|-3	5|0	0.4
-1|	6|-1	1.0
-1|	0|-1	0.5
-1|	-13|-1	1.0
-1|	5|-1	1.0
-1|	4|-1	0.2
-1|	3|-1	1.0
-1|	-5|-1	0.5
-1|	2|	0.307692307692
-1|	-3|-1	0.6
0|-5	-1|0	0.222222222222
0|-5	4|0	0.555555555556
0|-5	7|0	0.111111111111
0|-5	-5|0	0.111111111111
-1|-3	3|-1	0.333333333333
-1|-3	0|-1	0.333333333333
-1|-3	-5|-1	0.333333333333
5|4	6|5	0.333333333333
5|4	2|	0.666666666667
-1|-6	6|-1	0.5
-1|-6	2|-1.-6	1.0
0|-12	-1|0	1.0
-8|-15	-3|-8	1.0
4|0	11|4	0.1
4|0	7|4	0.5
4|0	0|4	0.1
4|0	3|4	0.1
4|0	9|4	0.2
-8|-7	-10|-8	1.0
9|	2|9	1.0
9|	3|9	1.0
9|	16|9	1.0
9|	12|9	0.166666666667
9|	0|9	0.5
9|	14|	0.0952380952381
9|	1|	0.047619047619
9|	6|9	0.5
9|	11|9	0.333333333333
9|	5|	0.047619047619
4|5	129|	1.0
-15|-8	-12|	1.0
-10|-5	-8|-10	1.0
11|	4|11	0.5
11|	-17|	0.0588235294118
11|	5|11	1.0
11|	-8|	0.0588235294118
11|	3|11	1.0
11|	18|	0.0588235294118
11|	14|11	0.5
11|	16|11	0.5
11|	-10|	0.0588235294118
11|	-13|	0.117647058824
11|	-12|	0.0588235294118
-3|-1	-1|-3	0.2
-3|-1	-5|-3	0.6
-3|-1	-4|	0.2
12|5	11|12	1.0
-8|-12	0|-8	0.125
-8|-12	-3|-8	0.125
-8|-12	-5|-8	0.75
-8|	-10|-8	0.5
-8|	-7|-8	0.666666666667
-8|	-9|	0.037037037037
-8|	-15|-8	1.0
-8|	-12|-8	0.5
-8|	-3|-8	0.4
-8|	0|-8	1.0
-8|	-1|	0.0740740740741
-8|	-5|-8	0.7
2|129	0|2	1.0
5|0	9|5.0	1.0
-12|16	-7|-12	1.0
1|	5|1	1.0
-5|4	5|-5	0.5
-5|4	-6|	0.5
16|12	-8|16	0.25
16|12	-13|	0.25
16|12	19|	0.25
16|12	-19|	0.25
3|4	4|3	1.0
3|9	7|3	1.0
4|-1	-1|4	0.2
4|-1	7|4.-1	1.0
4|-1	2|4.-1	1.0
2|8	9|2	1.0
18|	-13|	1.0
11|5	-17|	1.0
-3|-5	-7|	0.5
-3|-5	-5|-3	0.5
12|9	-17|	0.166666666667
12|9	17|	0.166666666667
12|9	16|12	0.333333333333
12|9	-13|	0.166666666667
12|9	-15|	0.166666666667
-20|	-15|	1.0
-5|12	-3|-5	1.0
0|4	3|0	0.166666666667
0|4	2|0	0.166666666667
0|4	6|	0.166666666667
0|4	4|0.4	1.0
0|4	12|0	0.166666666667
0|4	7|0	0.166666666667
-8|14	-3|-8	1.0
11|3	4|11	1.0
-17|	-12|-17	1.0
-17|	-5|-17	1.0
-17|	-10|	0.444444444444
9|3	11|9	1.0
7|6	6|	0.5
7|6	4|7	0.5
-6|129	-12|-6	1.0
-12|-17	-8|-12	1.0
12|0	4|12	1.0
14|11	16|14	0.5
14|11	-8|14	0.5
11|9	-13|	0.333333333333
11|9	5|11	0.333333333333
11|9	18|	0.333333333333
-10|-15	-7|-10	1.0
-5|-8	0|-5	0.7
-5|-8	-1|-5	0.2
-5|-8	2|	0.1
5|7	6|5	1.0
6|-1	9|6	1.0
4|11	5|4	0.5
4|11	9|4	0.5
-3|	-1|-3	0.333333333333
-3|	-4|	0.0869565217391
-3|	5|-3	1.0
-3|	0|-3	0.2
-3|	-5|-3	0.142857142857
-3|	2|-3	1.0
-3|	-7|	0.0434782608696
-3|	4|-3	0.666666666667
-8|-6	-7|-8	1.0
6|	7|6	0.5
6|	-1|6	1.0
6|	4|6	0.333333333333
6|	3|6	1.0
6|	9|6	1.0
6|	8|	0.111111111111
-1|-15	-13|-1	1.0
9|5.0	12|9	1.0
4|7	5|4	0.25
4|7	6|4	0.25
4|7	0|4	0.25
4|7	9|4	0.25
11|12	5|11	1.0
-7|-12	-3|-7	0.666666666667
-7|-12	129|	0.333333333333
7|3	2|7	1.0
-7|-6	-13|	0.5
-7|-6	-3|-7	0.5
2|-3	5|2	1.0
-8|-13	-1|	0.25
-8|-13	-5|-8.-13	1.0
-8|-13	-15|-8	0.25
-13|-1	-1|-13	1.0
-19|	-12|-19	1.0
0|-1	-2|	0.5
0|-1	-1|0	0.5
-10|-8	-8|-10	0.5
-10|-8	-12|-10	0.5
6|5	-1|6	0.5
6|5	4|6	0.5
7|	12|7	0.2
7|	5|7	1.0
7|	-17|	0.0357142857143
7|	6|	0.0357142857143
7|	2|7	0.25
7|	14|	0.0357142857143
7|	9|7	1.0
7|	-12|	0.0357142857143
7|	11|7	0.125
7|	4|7	0.25
7|	-15|	0.0357142857143
16|9	-15|16	1.0
9|5	2|9	0.125
9|5	12|9	0.25
9|5	0|9	0.125
9|5	14|	0.25
9|5	6|9	0.25
-2|	-3|-2	1.0
2|-1.-5	5|2	0.25
2|-1.-5	7|2	0.75
4|0.-3	9|4	1.0
-8|-5	-12|-8	0.5
-8|-5	-9|	0.5
-3|-8	0|-3	0.4
-3|-8	4|-3	0.6
-5|-7	-8|-5	0.25
-5|-7	-1|-5	0.25
-5|-7	-7|	0.25
-5|-7	-6|	0.25
2|-1.-6	-5|2	1.0
-6|-13	-1|-6	0.5
-6|-13	-3|-6	0.5
12|2	9|12	0.5
12|2	7|	0.5
6|9	7|6	0.5
6|9	8|	0.5
-5|-10	-1|-5	0.8
-5|-10	2|	0.2
3|6	-1|3	1.0
12|7	-17|	0.2
12|7	-5|12	0.2
12|7	-10|	0.2
12|7	16|12	0.4
19|	-12|19	1.0
0|-5.2	-5|0	1.0
-3|-2	-4|	1.0
12|	9|12	1.0
12|	-17|	0.133333333333
12|	11|12	1.0
12|	4|12	1.0
12|	17|	0.0666666666667
12|	-10|	0.0666666666667
12|	16|12	0.25
12|	-5|12	1.0
12|	-13|	0.0666666666667
12|	7|	0.0666666666667
12|	-15|	0.0666666666667
4|12	11|4	1.0
-1|6	4|-1	1.0
-5|	0|-5	0.111111111111
-5|	-10|-5	1.0
-5|	5|-5	0.5
-5|	-3|-5	0.5
-5|	-6|	0.128205128205
-5|	-8|-5	0.5
-5|	-1|-5	0.142857142857
-5|	4|-5	0.333333333333
-5|	-15|-5	0.5
-5|	-7|	0.0769230769231
-5|	-12|-5	1.0
-5|	2|	0.0512820512821
7|2	5|7	0.166666666667
7|2	2|7	0.166666666667
7|2	11|7	0.5
7|2	4|7	0.166666666667
4|0.2	3|4	1.0
4|3	6|4	1.0
-1|-13	-3|-1	1.0
4|0.3	0|4	1.0
-8|129	-12|-8	1.0
4|	5|4	0.666666666667
4|	-5|4	0.5
4|	11|4	0.333333333333
4|	3|4	1.0
4|	6|4	0.5
4|	-1|4	1.0
4|	7|4	0.272727272727
4|	9|4	0.166666666667
4|	0|4	0.166666666667
4|	-3|4	1.0
4|	2|	0.075
4|	129|	0.025
-8|16	-1|	1.0
-5|2	0|-5.2	1.0
-5|2	4|-5	0.666666666667
-6|	-7|-6	0.5
-6|	-12|-6	1.0
-6|	-8|-6	1.0
-6|	-5|-6	1.0
-6|	-1|-6	0.5
-6|	-3|-6	1.0
