0 2 => 4 1.0
-7 2 -1 2 => -8 1.0
-17 => -5 0.2
-17 => -7 0.4
-17 => -8 0.4
-12 -5 => -8 1.0
-3 0 => -7 1.0
-20 -5 => -8 1.0
-1 2 => -5 0.714285714286
-1 2 => -7 0.142857142857
-1 2 => -8 0.142857142857
4 -8 => -1 1.0
-13 -5 => -10 0.5
-13 -5 => -12 0.5
-5 => 0 0.0933333333333
-5 => -10 0.0133333333333
-5 => -13 0.0266666666667
-5 => -12 0.0533333333333
-5 => 4 0.56
-5 => -17 0.0133333333333
-5 => -19 0.0133333333333
-5 => 2 0.16
-5 => -8 0.0666666666667
-5 4 => 0 1.0
0 => -5 0.0714285714286
0 => -7 0.0142857142857
0 => -12 0.0285714285714
0 => 5 0.142857142857
0 => 4 0.628571428571
0 => -3 0.0142857142857
0 => -19 0.0142857142857
0 => 2 0.0285714285714
0 => -8 0.0571428571429
-7 => -17 0.117647058824
-7 => 0 0.0588235294118
-7 => -10 0.176470588235
-7 => -13 0.117647058824
-7 => 2 0.117647058824
-7 => -15 0.117647058824
-7 => -12 0.0588235294118
-7 => -3 0.117647058824
-7 => -8 0.117647058824
0 -5 => 0 1.0
2 => -5 0.294117647059
2 => -7 0.0588235294118
2 => -1 0.411764705882
2 => 4 0.0588235294118
2 => 5 0.117647058824
2 => -8 0.0588235294118
-8 -5 => -19 0.142857142857
-8 -5 => 0 0.285714285714
-8 -5 => -12 0.428571428571
-8 -5 => -17 0.142857142857
-19 -7 => -10 1.0
-5 0 => -12 0.142857142857
-5 0 => -8 0.428571428571
-5 0 => -3 0.142857142857
-5 0 => 4 0.285714285714
4 => -5 0.340909090909
4 => 0 0.477272727273
4 => -3 0.136363636364
4 => 7 0.0227272727273
4 => -8 0.0227272727273
-7 -17 => -8 1.0
-3 => 0 0.0666666666667
-3 => 2 0.133333333333
-3 => 5 0.8
-8 -12 => -24 0.333333333333
-8 -12 => -8 0.666666666667
2 -5 => 2 0.4
2 -5 => 4 0.6
5 0 => 2 0.166666666667
5 0 => 5 0.833333333333
-8 -1 => 0 0.5
-8 -1 => -12 0.5
-12 0 => -5 0.666666666667
-12 0 => -8 0.333333333333
-3 2 => 5 1.0
-5 0 4 => 7 1.0
0 4 => -5 0.636363636364
0 4 => -3 0.272727272727
0 4 => 7 0.0454545454545
0 4 => -8 0.0454545454545
-7 -8 => -24 0.5
-7 -8 => -12 0.5
7 -7 => -3 1.0
-7 -12 => -7 1.0
2 5 -5 => 2 1.0
-10 => -5 0.25
-10 => -7 0.75
-1 => 0 0.0625
-1 => 2 0.875
-1 => -12 0.0625
-12 => -24 0.153846153846
-12 => -20 0.0769230769231
-12 => -5 0.307692307692
-12 => 0 0.230769230769
-12 => -7 0.0769230769231
-12 => -8 0.153846153846
-7 2 -1 => 2 1.0
2 4 => -5 1.0
-10 -7 => -15 0.666666666667
-10 -7 => -17 0.333333333333
-8 0 => -19 0.25
-8 0 => -5 0.75
-12 -7 => -17 1.0
-7 -3 => 2 1.0
5 2 => 5 1.0
-17 -8 => -12 1.0
-12 -8 => -17 1.0
-8 => -24 0.0526315789474
-8 => -5 0.368421052632
-8 => 0 0.210526315789
-8 => -12 0.157894736842
-8 => -1 0.105263157895
-8 => -17 0.105263157895
-17 -5 => -13 1.0
-7 0 => -12 1.0
-8 -17 => -7 1.0
-5 -17 => -5 1.0
5 => -5 0.461538461538
5 => 0 0.461538461538
5 => 2 0.0769230769231
0 -3 => 0 1.0
0 5 => -5 1.0
4 -5 => 2 0.2
4 -5 => 4 0.8
-13 -7 => -8 1.0
-15 -7 => -10 0.5
-15 -7 => -12 0.5
-5 2 => -1 1.0
-19 => -7 1.0
2 5 => -5 0.5
2 5 => 0 0.5
-10 -5 => -13 1.0
2 5 0 => 2 1.0
0 -7 => 0 1.0
-3 5 => 0 0.833333333333
-3 5 => 2 0.166666666667
2 -7 => 2 1.0
7 => -7 1.0
2 -8 => 0 1.0
-24 => -5 0.666666666667
-24 => -12 0.333333333333
-5 -8 => -5 1.0
-7 2 => -1 1.0
-24 -12 => -24 1.0
-17 -7 => -13 1.0
-1 -12 => 0 1.0
-20 => -5 1.0
-13 => -5 0.5
-13 => -7 0.5
-5 -12 => -5 0.75
-5 -12 => -20 0.25
4 0 => 4 1.0
-15 => -7 1.0
