4|2.0	0|4	0.7
4|2.0	7|	0.3
0|2.-3	-1|0.2	1.0
2|0	4|2.0	0.7
2|0	-5|2	0.0909090909091
0|4.0	-8|	1.0
-5|0.-3	0|-5	1.0
-3|-1.0.2	-1|-3.-1	1.0
0|-3	-5|0.-3	1.0
-3|-5.-3	-5|-3.-5	1.0
-5|-3.-5	4|-5	1.0
-1|0	-3|-1	1.0
-5|-6.-8	-10|	1.0
-6|-3	-5|-6.-3	1.0
-5|	0|-5	1.0
-5|	-3|-5	0.315789473684
-5|	4|-5	1.0
-5|	-10|	0.0555555555556
-5|	-1|-5	1.0
-5|	-7|-5	1.0
-5|	5|	0.240740740741
4|-5	2|4.-5	0.333333333333
0|	2|0	0.0909090909091
0|	-8|	0.0535714285714
0|	-1|0	1.0
0|	4|0	1.0
0|	-3|0	0.428571428571
0|	-5|0	0.0909090909091
2|4.5	0|2.4.5	1.0
-7|	-8|	1.0
-5|0	0|-5	0.0909090909091
-5|0	-3|-5.0	0.428571428571
-5|0	5|	0.272727272727
2|	-5|2	0.857142857143
2|	4|	0.363636363636
2|	0|2	0.190476190476
-5|-8	5|	1.0
-1|	0|	0.638888888889
-1|	-3|-1	0.461538461538
0|-5	2|0.-5	1.0
5|7	4|5	1.0
4|	0|4	0.3
4|	7|	0.0882352941176
4|	2|4	0.7
-6|-10	-5|-6.-10	1.0
0|-1.-3.-1	4|0	0.142857142857
0|-1.-3.-1	-5|0	0.857142857143
-3|	2|-3	1.0
-3|	-1|-3	1.0
-3|	0|-3	1.0
-3|	-5|-3	0.333333333333
-3|	-6|-3	1.0
-5|-3.0	5|-5.-3	1.0
-3|-5	-5|-3.-5	1.0
-3|-5	-6|-3	0.157894736842
-3|-5	-1|-3.-5	1.0
-5|2	-1|-5	0.857142857143
-5|2	5|	0.142857142857
-5|-3.-1	-3|-5.-3	1.0
-5|-6.-10	-7|-5	1.0
-5|-3	-3|-5.-3	1.0
-5|-3	4|-5	0.333333333333
-5|-3	5|-5.-3	1.0
4|0	0|4.0	1.0
-1|-3.-5	0|-1.-3.-5	1.0
-1|-3	0|	1.0
-10|	-8|	0.5
-10|	-6|-10	1.0
-1|-5	0|-1.-5	1.0
0|2.4.5	-5|0	1.0
-1|-3.-1	0|-1.-3.-1	0.857142857143
2|0.-5	-5|2	1.0
5|-5.-3	-5|5	1.0
-5|5	-3|-5.5	1.0
0|-1.-3.-5	2|0	1.0
-3|-1	-5|-3.-1	1.0
-3|-1	-1|-3.-1	1.0
-6|-8	-5|-6.-8	1.0
-8|	-6|-8	1.0
-8|	-10|	0.1
-8|	-7|	0.7
-8|	-5|-8	1.0
0|2	4|0	0.142857142857
0|2	-3|0	0.333333333333
0|2	-5|0	0.190476190476
0|2	-1|0.2	1.0
-3|-5.5	-1|-3.-5	1.0
0|2.4.-5	4|0	1.0
2|-3	0|2.-3	1.0
-3|0	-5|-3.0	1.0
-3|0	0|-3	0.0714285714286
-3|0	2|-3	0.5
-8|-7.-5	-6|-8	1.0
2|5	-5|2	1.0
-1|0.2	-3|-1.0.2	1.0
-6|	-5|	1.0
5|	4|5	1.0
5|	2|5	1.0
5|	-5|5	1.0
2|4.-5	4|	0.666666666667
2|4.-5	0|2.4.-5	1.0
7|	5|7	1.0
-3|-5.0	-6|-3	0.428571428571
-3|-5.0	-1|-3.-5	0.571428571429
0|2.4	4|0	0.214285714286
0|2.4	-3|0	0.5
0|2.4	-5|0	0.285714285714
4|5	2|4.5	1.0
0|-1.-5	-1|0	1.0
0|4	-8|	0.3
0|4	-3|0	0.7
-5|-6.-3	4|-5	1.0
2|4	0|2.4	0.285714285714
2|4	4|	0.3
-7|-5	-8|-7.-5	1.0
