21|0	19|21.0	1.0
7|5.4	-7|	0.4
7|5.4	9|	0.2
7|5.4	4|7	0.4
24|	12|24	0.5
24|	19|24	1.0
24|	-1|	0.4
9|-3	6|	1.0
17|21	-7|	1.0
14|9	-5|14	0.5
14|9	12|14.9	1.0
-7|16	2|-7	1.0
2|-7	14|2	1.0
0|	15|0	1.0
0|	21|0	1.0
0|	2|0	0.25
0|	11|0	1.0
0|	18|	0.0277777777778
0|	4|0	0.166666666667
0|	24|	0.111111111111
0|	12|0	0.5
0|	5|0	0.5
0|	7|0	0.333333333333
0|	-5|0	1.0
0|	9|	0.0277777777778
0|	129|	0.0833333333333
16|	12|16	0.5
16|	17|16	0.571428571429
16|	18|	0.05
16|	14|16	0.235294117647
16|	0|16	1.0
16|	-7|16	1.0
16|	-12|	0.025
16|	7|16	0.166666666667
16|	129|	0.025
9|-5	6|	1.0
-1|	-3|	0.142857142857
-1|	11|-1	1.0
-1|	2|-1	0.333333333333
-1|	16|	0.0714285714286
-1|	0|-1	0.857142857143
0|-5	4|0	1.0
-1|-3	0|-1	0.5
-1|-3	-3|	0.5
5|4	4|5	0.285714285714
5|4	7|5.4	0.2
21|14	-7|21	0.333333333333
21|14	19|21.14	1.0
2|0.2	0|2	1.0
19|21.14	7|19	1.0
7|19	21|	0.4
7|19	0|7	0.4
7|19	17|7	0.2
19|	12|19	1.0
19|	4|19	0.25
19|	16|19	0.2
19|	-6|	0.0487804878049
19|	5|19	1.0
19|	-1|19	1.0
19|	0|19	0.5
19|	21|	0.219512195122
19|	-5|	0.0243902439024
19|	7|19	0.4
19|	2|19	0.5
19|	17|19	0.25
19|	14|19	1.0
14|2	16|	1.0
19|12	17|19	1.0
4|0	-1|4	0.166666666667
4|0	12|	0.166666666667
4|0	21|4	0.166666666667
4|0	0|4	0.166666666667
4|0	16|4	0.333333333333
-1|14	16|	1.0
21|4	19|21.4	1.0
9|	6|	0.0606060606061
9|	-5|9	1.0
9|	14|9	0.5
9|	7|9	0.5
9|	11|9	0.444444444444
2|4	0|2	0.25
2|4	-8|	0.125
2|4	4|2	0.625
12|16	-12|	0.25
12|16	2|12	0.5
12|16	14|12	0.25
11|	7|11	0.75
11|	5|11	1.0
11|	-8|	0.0243902439024
11|	9|11	0.666666666667
11|	14|11	1.0
11|	16|	0.0487804878049
11|	21|11	1.0
11|	12|11	0.117647058824
11|	-12|11	1.0
4|19	7|4	0.25
4|19	19|4	0.25
4|19	2|4	0.5
0|7	11|0	0.285714285714
0|7	5|0	0.142857142857
0|7	4|0	0.285714285714
0|7	7|0	0.285714285714
2|129	0|2	1.0
5|0	7|5	0.5
5|0	19|5	0.5
4|14	7|4	1.0
16|19	129|	0.2
16|19	7|16	0.6
16|19	0|16	0.2
11|2	21|11	1.0
16|12	12|16	0.333333333333
16|12	17|16	0.666666666667
2|-5	-5|2	0.333333333333
2|-5	21|	0.166666666667
2|-5	12|2	0.166666666667
2|-5	-1|	0.333333333333
16|14.18	18|	1.0
12|11.9	2|12	0.3
12|11.9	16|12	0.1
12|11.9	14|12.11.9	0.666666666667
12|11.9	-13|	0.1
12|11.9	9|	0.2
21|19.21.4	7|21	1.0
17|16	19|17	0.571428571429
17|16	5|17	0.142857142857
17|16	14|17	0.285714285714
2|8	19|2	1.0
19|4	4|19	0.5
19|4	16|19	0.5
11|5	9|11	0.666666666667
11|5	7|11	0.333333333333
16|14.16	14|16	1.0
5|7.16	11|5	1.0
-5|12	0|-5	0.5
-5|12	12|-5	0.5
14|18	16|14.18	1.0
7|5.17	15|	1.0
11|0	7|11	1.0
14|7.4	11|14	1.0
2|-1	0|2	0.333333333333
2|-1	-12|	0.333333333333
2|-1	4|2	0.333333333333
10|	19|10	1.0
10|	15|10	1.0
7|6	14|7	0.2
7|6	3|	0.2
7|6	9|	0.4
7|6	4|7	0.2
16|14.2.12	18|	1.0
14|-12	11|14	0.5
14|-12	2|14	0.5
14|16	-1|14	0.0588235294118
14|16	16|14.16	1.0
14|16	4|14	0.0588235294118
14|16	12|14	0.235294117647
14|11	-3|14	1.0
18|	14|18	1.0
18|	19|18	1.0
18|	2|18	1.0
14|5	17|14	0.25
14|5	7|14	0.25
14|5	12|14	0.5
12|24	11|12	0.5
12|24	0|12	0.5
11|9	9|11	0.444444444444
11|9	12|11.9	0.2
14|12.14	12|14	0.666666666667
14|12.14	-12|14	0.333333333333
19|21	2|19	0.111111111111
19|21	4|19	0.111111111111
19|21	12|19	0.0555555555556
19|21	21|	0.333333333333
19|21	-5|	0.0555555555556
19|21	7|19	0.222222222222
19|21	0|19	0.111111111111
4|-12	6|	0.333333333333
4|-12	9|4	0.666666666667
19|21.4	21|19.21.4	1.0
-3|	-1|-3	0.5
-3|	9|-3	1.0
-3|	2|-3	1.0
-5|14	12|-5	0.333333333333
-5|14	19|-5	0.666666666667
6|	-5|6	0.5
6|	7|6	0.4
6|	11|6	1.0
14|19	-12|14	1.0
19|-5	21|	0.333333333333
19|-5	-6|	0.666666666667
14|7	21|14	0.25
14|7	10|	0.25
14|7	11|14	0.25
14|7	12|14.7	1.0
-12|14	16|-12	0.333333333333
-12|14	12|-12	0.666666666667
11|6	9|11	1.0
19|7	21|19.7	1.0
0|14	18|	1.0
4|7	5|4	0.4
4|7	7|4	0.2
4|7	0|4	0.2
4|7	8|	0.2
13|	14|13	1.0
14|7.16	21|14	1.0
4|2.12	6|	1.0
2|-3	-12|	1.0
2|19	21|	0.5
2|19	0|2	0.5
21|11	19|21.11	0.5
2|12	4|2.12	1.0
2|12	7|2	0.333333333333
2|12	11|2	0.333333333333
2|12	14|2.12	1.0
0|4	9|	0.5
0|4	129|	0.5
21|5	4|21	1.0
7|9	6|	0.2
7|9	0|7	0.2
7|9	14|7	0.1
7|9	9|	0.5
7|16	16|7	0.166666666667
7|16	14|7.16	1.0
7|16	5|7.16	1.0
7|16	-7|	0.166666666667
-19|	9|-19	1.0
0|-1	2|0	0.857142857143
0|-1	15|0	0.142857142857
15|0	5|15	1.0
21|12	19|21.12	1.0
7|	12|7	0.25
7|	6|	0.0491803278689
7|	0|7	0.285714285714
7|	17|7	1.0
7|	21|	0.0327868852459
7|	14|7	0.25
7|	15|	0.016393442623
7|	19|7	1.0
7|	16|7	0.333333333333
7|	-7|	0.0491803278689
7|	3|	0.016393442623
7|	9|	0.180327868852
7|	4|7	0.2
7|	5|	0.180327868852
-5|21	19|-5	1.0
12|11.12	11|12.11	0.5
12|11.12	5|12	0.25
12|11.12	14|12	0.25
11|12.11	-8|	0.5
11|12.11	-12|11	0.5
9|-19	14|9	1.0
12|2	2|12	1.0
0|16	4|0	1.0
-3|14	2|-3	0.5
-3|14	9|-3	0.5
21|-8	19|21.-8	1.0
7|0	0|7	0.333333333333
7|0	4|7	0.666666666667
19|21.12	4|19	1.0
12|7	11|12	0.25
12|7	4|12	0.25
12|7	16|12	0.5
9|11	7|9	0.333333333333
9|11	11|9.11	1.0
21|19.21.-8	-5|21	1.0
-12|11	14|-12	1.0
17|7	-1|	1.0
12|	4|12	0.666666666667
12|	0|12	0.666666666667
12|	14|12	0.133333333333
12|	6|	0.037037037037
12|	5|12	1.0
12|	19|12	1.0
12|	9|	0.0555555555556
12|	-12|	0.0185185185185
12|	11|12	0.4
12|	13|	0.0185185185185
12|	2|12	0.333333333333
12|	16|12	0.333333333333
12|	21|12	1.0
12|	-5|12	0.5
12|	-13|	0.0185185185185
16|14.12	17|16	0.5
16|14.12	-7|16	0.166666666667
16|14.12	7|16	0.333333333333
4|12	14|	0.333333333333
4|12	19|4	0.666666666667
-5|	0|-5	1.0
-5|	9|-5	1.0
-5|	12|-5	0.333333333333
-5|	7|-5	1.0
-5|	19|-5	0.666666666667
-5|	2|-5	0.333333333333
-5|	-3|	0.117647058824
4|21	5|4	1.0
7|2	5|	1.0
14|12.11.9	0|14	0.333333333333
14|12.11.9	-5|14	0.666666666667
0|17	5|0	1.0
0|5	7|0	1.0
12|14.7	6|	1.0
14|17	16|14.17	1.0
14|12	-5|14	0.133333333333
14|12	0|14	0.0666666666667
14|12	16|14.12	0.166666666667
14|12	-12|14	0.133333333333
14|12	12|14	0.266666666667
4|	5|4	0.285714285714
4|	16|4	1.0
4|	9|4	1.0
4|	6|	0.0555555555556
4|	12|	0.0277777777778
4|	-1|4	1.0
4|	19|4	0.5
4|	7|4	0.25
4|	14|	0.0277777777778
4|	21|4	1.0
4|	0|4	0.5
4|	2|4	0.25
4|	8|	0.0277777777778
19|17	0|19	0.5
19|17	16|19	0.5
-5|2	2|-5	1.0
7|129	16|7	0.333333333333
7|129	12|7	0.666666666667
19|21.-8	21|19.21.-8	1.0
5|12	14|5	1.0
19|10	5|19	1.0
5|8	11|5	1.0
7|14	5|	1.0
16|4	12|16	1.0
19|2	17|19	0.5
19|2	21|19.2	1.0
11|12	7|11	0.1
11|12	12|11.12	0.5
11|12	-8|	0.1
11|12	5|11	0.1
11|12	16|	0.2
11|12	-12|11	0.1
9|-7	14|9	1.0
0|2	24|	0.142857142857
0|2	2|0.2	1.0
0|2	-5|0	0.285714285714
0|2	129|	0.285714285714
12|19	21|12	1.0
15|	5|15	1.0
15|	10|	0.4
15|	7|15	1.0
21|	-5|21	1.0
21|	17|21	1.0
21|	-7|21	1.0
21|	7|21	1.0
21|	4|21	1.0
21|	23|	0.0416666666667
21|	19|21	0.0555555555556
12|-12	11|12	0.5
12|-12	19|12	0.5
19|5	7|19	1.0
12|11	14|12	0.411764705882
12|11	11|12.11	0.5
12|11	5|12	0.0588235294118
12|11	2|12	0.176470588235
12|11	16|12	0.0588235294118
12|11	-13|	0.0588235294118
12|11	9|	0.117647058824
5|15	14|5	1.0
21|19.2	23|	1.0
14|7.15	12|14.7	1.0
5|	4|5	0.25
5|	11|5	0.666666666667
5|	21|5	1.0
5|	19|5	1.0
5|	14|5	0.5
5|	0|5	1.0
5|	8|	0.1
5|	7|5	0.0769230769231
2|18	19|2	1.0
16|14.17	17|16	1.0
12|-5	11|12	0.333333333333
12|-5	9|	0.333333333333
12|-5	13|	0.333333333333
-5|9	7|-5	1.0
12|17	11|12.17	1.0
5|17	21|5	0.333333333333
5|17	8|	0.333333333333
5|17	7|5.17	1.0
12|0	-5|12	0.5
12|0	0|12	0.5
16|7	14|16	0.666666666667
16|7	-12|	0.333333333333
11|14	12|11	1.0
-13|	19|-13	1.0
9|4	7|9.4	1.0
19|21.0	0|19	1.0
2|0	0|2	0.25
2|0	-1|	0.25
2|0	-12|	0.25
2|0	4|2	0.25
-5|6	9|-5	0.5
-5|6	12|-5	0.5
5|11	14|5	1.0
19|18	-1|19	1.0
2|14	-5|2	1.0
15|10	7|15	1.0
0|19	21|0	0.25
0|19	24|	0.5
0|19	4|0	0.25
14|	2|14	1.0
14|	10|	0.0338983050847
14|	17|14	1.0
14|	0|14	1.0
14|	-3|14	0.5
14|	-5|14	0.666666666667
14|	7|14	1.0
14|	-1|14	1.0
14|	12|14	0.2
14|	11|14	1.0
14|	16|	0.372881355932
14|	-12|14	0.666666666667
14|	21|14	0.666666666667
14|	4|14	1.0
7|15	14|7.15	1.0
-7|	24|	0.166666666667
-7|	9|-7	1.0
-7|	21|-7	1.0
-7|	2|-7	1.0
-7|	14|-7	0.5
-5|0	2|-5	1.0
2|	19|2	0.5
2|	-5|2	1.0
2|	-8|	0.025641025641
2|	0|2	0.142857142857
2|	21|	0.0512820512821
2|	14|2	1.0
2|	12|2	1.0
2|	11|2	1.0
2|	4|2	0.666666666667
2|	-12|	0.102564102564
2|	7|2	1.0
2|	-1|	0.102564102564
19|8	17|19	1.0
129|	2|129	1.0
129|	7|129	0.666666666667
12|14	6|	0.133333333333
12|14	5|12	0.0666666666667
12|14	4|12	0.133333333333
12|14	11|12	0.2
12|14	0|12	0.0666666666667
12|14	14|12.14	0.666666666667
0|12	4|0	0.333333333333
0|12	12|0	0.666666666667
7|4	12|7	0.25
7|4	14|7.4	1.0
7|4	5|	0.25
21|-7	17|21	1.0
-7|21	24|	1.0
11|-1	14|11	1.0
-1|19	11|-1	1.0
7|-5	6|	1.0
14|2.12	16|14.2.12	1.0
0|23	24|	1.0
17|19	5|17	0.5
17|19	0|17	0.25
17|19	-19|	0.25
