24 => 19 0.2
24 => 0 0.2
24 => 12 0.2
24 => 27 0.2
24 => 23 0.2
21 => 19 0.75
21 => 23 0.25
3 2 => 0 0.428571428571
3 2 => 3 0.428571428571
3 2 => 12 0.142857142857
5 2 => -5 0.666666666667
5 2 => 3 0.333333333333
11 12 => 14 0.75
11 12 => 16 0.25
5 => 12 0.025641025641
5 => 7 0.179487179487
5 => 16 0.025641025641
5 => -5 0.128205128205
5 => 0 0.128205128205
5 => 3 0.025641025641
5 => 2 0.0769230769231
5 => 4 0.25641025641
5 => -3 0.0512820512821
5 => 9 0.102564102564
4 7 4 => 9 0.333333333333
4 7 4 => 2 0.666666666667
12 7 => 5 1.0
-5 12 => 9 1.0
4 7 => -5 0.1875
4 7 => 12 0.4375
4 7 => 5 0.125
4 7 => 4 0.1875
4 7 => 6 0.0625
14 5 => 12 0.5
14 5 => 16 0.5
0 12 => 9 0.75
0 12 => 8 0.125
0 12 => 2 0.125
7 16 => 4 1.0
-5 5 => -5 0.333333333333
-5 5 => 2 0.666666666667
-5 4 => 0 0.909090909091
-5 4 => -8 0.0454545454545
-5 4 => 7 0.0454545454545
5 -5 => 2 0.4
5 -5 => -1 0.4
5 -5 => 4 0.2
-1 -5 => 0 0.333333333333
-1 -5 => -1 0.222222222222
-1 -5 => 4 0.444444444444
0 2 => -5 0.4
0 2 => -1 0.2
0 2 => 4 0.4
2 4 7 => 4 1.0
18 19 => 24 0.5
18 19 => 21 0.5
5 -5 4 => -8 1.0
14 => 19 0.133333333333
14 => 12 0.4
14 => 5 0.133333333333
14 => 7 0.133333333333
14 => 16 0.2
-7 => 0 0.5
-7 => 4 0.5
0 -5 => 2 0.24
0 -5 => 12 0.04
0 -5 => -8 0.12
0 -5 => 7 0.12
0 -5 => 4 0.48
2 => 12 0.0208333333333
2 => -7 0.0416666666667
2 => -5 0.125
2 => 0 0.354166666667
2 => 3 0.0833333333333
2 => 5 0.0416666666667
2 => 4 0.145833333333
2 => 7 0.0416666666667
2 => -1 0.145833333333
7 11 => 14 1.0
14 12 => 11 0.833333333333
14 12 => 15 0.166666666667
12 9 => 0 0.75
12 9 => 5 0.25
19 21 19 => 18 0.5
19 21 19 => 16 0.5
0 9 0 => 7 1.0
2 -1 => -5 1.0
-3 -5 => -6 1.0
-5 7 => 4 1.0
-6 -5 -1 => -5 1.0
-12 => -8 1.0
2 4 => 2 0.285714285714
2 4 => 5 0.428571428571
2 4 => 7 0.285714285714
17 7 => 16 1.0
5 7 => 9 0.285714285714
5 7 => 12 0.142857142857
5 7 => 5 0.142857142857
5 7 => 4 0.428571428571
5 16 => 7 1.0
17 => 19 0.272727272727
17 => 7 0.0909090909091
17 => 16 0.636363636364
23 => 24 0.5
23 => 21 0.5
3 => 2 0.636363636364
3 => 4 0.0909090909091
3 => 7 0.272727272727
-7 4 => -5 1.0
24 19 => 16 1.0
-6 => -5 1.0
12 0 9 => 0 1.0
-6 -5 => -1 1.0
5 4 => 2 0.4
5 4 => 5 0.4
5 4 => 14 0.2
7 -5 4 => 0 1.0
8 => 7 1.0
