-4|	-7|-4	1.0
-9|	-10|-9	1.0
-9|	2|-9	1.0
2|4.5.-3	7|2	1.0
2|7	7|2	0.6
2|7	4|2	0.4
7|0	12|7	1.0
0|	2|0	0.157894736842
0|	-8|	0.013698630137
0|	4|0	0.222222222222
0|	9|0	1.0
0|	7|0	1.0
0|	-1|	0.287671232877
0|	-3|0	0.142857142857
16|	19|	0.2
16|	15|	0.266666666667
16|	14|16	1.0
16|	0|16	1.0
-1|0.16	2|-1	1.0
2|4.7	4|2	1.0
5|4.5	7|5	0.5
5|4.5	4|5.4.5	1.0
-1|	7|-1	1.0
-1|	12|-1	0.666666666667
-1|	4|-1	0.571428571429
-1|	0|-1	0.483870967742
-1|	-5|	0.0161290322581
-1|	2|-1	1.0
-1|	-3|-1	0.352941176471
-7|-4	-9|	1.0
-1|-3	4|-1	0.210526315789
-1|-3	0|-1	0.789473684211
5|4	6|	0.0625
5|4	4|5.4	0.1
5|4	2|5	0.0625
5|4	7|5	0.25
0|-1.-3.-1	-3|0.-1	1.0
2|0.2	4|2	1.0
12|11.7	14|12	1.0
19|	17|	1.0
-10|-7.-3	-5|-10	1.0
0|11	-1|	1.0
4|0	5|4	0.777777777778
4|0	2|4	0.222222222222
7|9.2	11|7.9	1.0
5|4.3	6|	1.0
3|5	-1|	1.0
9|	2|9	0.666666666667
9|	7|9	0.266666666667
9|	-7|	0.027027027027
9|	11|9	0.545454545455
9|	5|9	0.5
9|	8|	0.0540540540541
-3|0.-2	-5|-3.0	1.0
2|4	-5|2	0.0555555555556
2|4	0|2	0.777777777778
2|4	7|2	0.0555555555556
2|4	4|2	0.111111111111
11|	7|11	1.0
11|	4|11	1.0
11|	6|	0.0363636363636
11|	0|11	1.0
11|	14|11	0.375
11|	-5|11	0.5
11|	12|11	0.533333333333
11|	9|	0.327272727273
11|	8|	0.0181818181818
-5|-2	-7|	0.333333333333
-5|-2	-3|-5	0.666666666667
-3|-1	5|-3	0.0588235294118
-3|-1	-1|-3.-1	1.0
-3|-1	-5|-3	0.352941176471
-3|-1	2|-3	0.117647058824
-8|	-10|-8	0.142857142857
-8|	-7|-8	0.230769230769
-8|	0|-8	1.0
-8|	4|-8	0.5
-8|	-3|-8	1.0
-1|2.-1	12|-1	0.5
-1|2.-1	7|-1	0.5
-3|-12	-7|-3	1.0
-5|11	-7|	0.5
-5|11	12|-5	0.5
11|7.9	12|11.7	1.0
14|11.9	12|14	1.0
16|12	19|	0.75
16|12	14|16	0.25
2|4.-3	-5|2	1.0
5|4.-1	4|5.4.-1	1.0
4|-1	11|4	0.571428571429
4|-1	5|4.-1	1.0
-5|7	-3|-5	0.25
-5|7	5|-5	0.75
-3|-5	-2|	0.555555555556
-3|-5	-7|-3	0.111111111111
-3|-5	-1|-3	0.333333333333
-7|-3	-5|-7	0.125
-7|-3	-8|	0.375
-7|-3	-10|-7.-3	1.0
0|4	4|0	0.2
0|4	-3|0.4	1.0
0|2.-3	-1|0.2.-3	0.5
7|2	2|7	0.4
7|2	11|7.2	1.0
7|2	5|	0.4
12|-1	11|12.-1	1.0
12|-1	7|12	0.333333333333
-3|-1.0.-8	2|-3	1.0
7|6	9|7	0.333333333333
7|6	2|7	0.222222222222
7|6	11|7	0.222222222222
