-30 => 129 0.047619047619
-30 => -33 0.761904761905
-30 => -28 0.0952380952381
-30 => -29 0.0952380952381
0 -29 => 0 1.0
-34 -1 -33 => -20 1.0
-31 -29 0 => -34 1.0
-25 -1 => -29 0.0888888888889
-25 -1 => -25 0.4
-25 -1 => -27 0.0111111111111
-25 -1 => -33 0.433333333333
-25 -1 => -23 0.0111111111111
-25 -1 => -2 0.0555555555556
-27 -1 -29 => -1 1.0
-28 -29 => -30 1.0
-29 0 => -34 0.0952380952381
-29 0 => -33 0.761904761905
-29 0 => -29 0.142857142857
-27 -1 -33 -1 => -23 1.0
-31 0 => -34 1.0
-33 -30 -33 -30 => -28 0.5
-33 -30 -33 -30 => -29 0.5
-20 -29 => -33 0.6
-20 -29 => -31 0.4
-31 -34 0 => -34 1.0
0 -34 0 => -34 0.0208333333333
0 -34 0 => -33 0.0416666666667
0 -34 0 => -31 0.9375
-1 -34 => -1 1.0
0 => -33 0.262820512821
0 => -34 0.314102564103
0 => -1 0.00641025641026
0 => -29 0.121794871795
0 => -31 0.294871794872
-1 -29 => -1 0.952380952381
-1 -29 => -2 0.047619047619
-31 -1 => -34 1.0
-29 -2 => -23 1.0
-29 -1 -33 -1 => -33 1.0
-34 0 -33 => -20 1.0
-18 => -20 1.0
-1 => -27 0.012
-1 => -29 0.084
-1 => -36 0.004
-1 => -34 0.096
-1 => -33 0.32
-1 => -31 0.096
-1 => -23 0.02
-1 => -25 0.348
-1 => -2 0.02
-31 -34 => 0 1.0
-33 -1 -31 => -34 1.0
-1 -33 => -1 0.95
-1 -33 => -20 0.0125
-1 -33 => -2 0.0375
-31 -29 => 0 0.5
-31 -29 => -1 0.5
-33 -1 -33 => -1 1.0
-29 -33 => -18 1.0
0 -34 => 0 0.979591836735
0 -34 => -29 0.0204081632653
-33 -1 => -29 0.139240506329
-33 -1 => -25 0.455696202532
-33 -1 => -27 0.0253164556962
-33 -1 => -33 0.316455696203
-33 -1 => -31 0.0126582278481
-33 -1 => -23 0.0379746835443
-33 -1 => -36 0.0126582278481
-25 => -1 0.957894736842
-25 => -2 0.0421052631579
-25 -2 => -1 0.75
-25 -2 => -33 0.25
-33 -1 -29 => -1 1.0
-31 -33 => 0 1.0
-27 => -1 1.0
0 -34 0 -34 => -29 1.0
129 => -30 1.0
-33 => -28 0.0130718954248
-33 => -29 0.00653594771242
-33 => -20 0.078431372549
-33 => -30 0.078431372549
-33 => 0 0.267973856209
-33 => -1 0.516339869281
-33 => -2 0.0196078431373
-33 => -18 0.0196078431373
-34 => 0 0.666666666667
-34 => -1 0.32
-34 => -29 0.0133333333333
0 -31 => 0 0.95652173913
0 -31 => -34 0.0217391304348
0 -31 => -29 0.0217391304348
-31 => -1 0.305555555556
-31 => -34 0.0277777777778
-31 => -33 0.0277777777778
-31 => -29 0.0277777777778
-31 => 0 0.611111111111
-27 -1 -29 -1 => -23 1.0
-23 => -1 1.0
-31 -29 -1 => -34 1.0
-27 -1 -33 => -1 1.0
-29 -1 -33 => -1 1.0
-36 -1 => -34 1.0
-25 -1 -33 => -1 0.923076923077
-25 -1 -33 => -2 0.0769230769231
-27 -1 => -25 0.333333333333
-27 -1 => -33 0.333333333333
-27 -1 => -29 0.333333333333
-20 -33 => -20 1.0
-33 -29 => -30 1.0
-25 -1 -29 -1 => -25 1.0
-29 => -33 0.0555555555556
-29 => -31 0.037037037037
-29 => -30 0.111111111111
-29 => 0 0.388888888889
-29 => -1 0.388888888889
-29 => -2 0.0185185185185
-34 0 => -34 0.06
-34 0 => -33 0.04
-34 0 => -31 0.9
-33 -30 -33 => -28 0.25
-33 -30 -33 => -1 0.125
-33 -30 -33 => -29 0.125
-33 -30 -33 => -30 0.5
-25 -1 -29 => -1 0.875
-25 -1 -29 => -2 0.125
-25 -1 -33 -1 => -25 0.888888888889
-25 -1 -33 -1 => -27 0.0555555555556
-25 -1 -33 -1 => -23 0.0555555555556
-28 => -29 0.5
-28 => -30 0.5
-33 -1 -33 -1 => -36 0.04
-33 -1 -33 -1 => -33 0.52
-33 -1 -33 -1 => -29 0.4
-33 -1 -33 -1 => -31 0.04
-30 -33 => -28 0.125
-30 -33 => -1 0.0625
-30 -33 => -29 0.0625
-30 -33 => -30 0.75
-2 -1 => -25 1.0
-33 -30 => -33 0.666666666667
-33 -30 => -28 0.166666666667
-33 -30 => -29 0.166666666667
-33 -1 -29 -1 => -33 1.0
-34 -29 => 0 1.0
-2 => -25 0.615384615385
-2 => -1 0.230769230769
-2 => -33 0.0769230769231
-2 => -23 0.0769230769231
-34 -29 0 => -34 1.0
-33 0 => -33 0.560975609756
-33 0 => -1 0.0243902439024
-33 0 => -29 0.390243902439
-33 0 => -31 0.0243902439024
-36 => -1 1.0
-30 -29 => -30 1.0
-29 -31 => -33 1.0
-26 => -33 1.0
-29 -1 => -25 0.380952380952
-29 -1 => -34 0.047619047619
-29 -1 => -33 0.52380952381
-29 -1 => -23 0.047619047619
-1 -31 => -34 0.0416666666667
-1 -31 => -1 0.916666666667
-1 -31 => -29 0.0416666666667
-34 -1 => -33 0.0416666666667
-34 -1 => -31 0.958333333333
0 -33 => 0 0.951219512195
0 -33 => -20 0.0487804878049
-20 => -26 0.0666666666667
-20 => -33 0.6
-20 => -29 0.333333333333
