11|19	12|11.19	0.5
2|7	11|2	1.0
7|0	-5|	0.2
7|0	4|7	0.8
0|	2|0	1.0
0|	6|0	1.0
0|	5|0	1.0
0|	9|0	1.0
0|	-5|	0.148148148148
0|	7|0	0.2
0|	12|0	1.0
0|	-1|	0.222222222222
16|	12|16	0.333333333333
16|	4|16	1.0
16|	14|16	0.833333333333
16|	17|	0.421052631579
16|	7|16	1.0
6|14	7|6.14	0.5
6|7.6.4	4|6	1.0
5|4.5	2|5	1.0
-1|	0|-1	0.8
-1|	-3|-1	1.0
-1|	7|-1	1.0
5|4	4|5.4	1.0
5|4	2|5	0.2
5|4	7|5	0.2
12|11.7	9|12.11	1.0
7|19	2|7	0.5
7|19	9|7.19	1.0
19|	7|19	0.5
19|	11|19	1.0
19|	18|	0.111111111111
19|	2|19	1.0
19|	17|19	1.0
14|2	19|14	0.25
14|2	16|14.2	1.0
19|12	11|19	0.666666666667
19|12	17|19	0.333333333333
12|11.19	19|12	0.5
12|11.19	0|12	0.5
9|	2|9	1.0
9|	10|	0.0322580645161
9|	14|9	1.0
9|	12|9	0.666666666667
9|	6|9	1.0
9|	7|9	0.0909090909091
9|	11|9	0.272727272727
7|9.10	12|7	0.5
7|9.10	9|7.9	0.5
12|16	11|	0.333333333333
12|16	14|12.16	1.0
9|10	7|9.10	0.5
11|	7|11	0.333333333333
11|	-5|11	1.0
11|	19|11	0.5
11|	9|11	0.5
11|	14|11	0.5
11|	12|11	0.375
11|	6|11	1.0
-3|-1	-5|-3	1.0
5|0	2|5	1.0
-5|11	13|	1.0
4|14	16|4	1.0
4|2.5	2|4.2.5	1.0
11|2	7|11	1.0
19|14	17|19	1.0
12|11.12.14.16	9|12.11	1.0
7|6.9	11|7	1.0
12|11.9	11|12.11.9	0.333333333333
12|11.9	14|12	0.25
9|7.19	10|	1.0
18|	16|18	1.0
-3|-5	-1|	1.0
12|9	11|12.9	1.0
12|9	14|12	0.333333333333
0|4	5|0	0.25
0|4	7|0	0.5
0|4	6|0	0.25
4|16	9|4	1.0
10|	9|10	1.0
7|6	12|7	0.0333333333333
7|6	-3|7	0.0666666666667
7|6	6|	0.333333333333
7|6	14|7	0.133333333333
7|6	2|7	0.0666666666667
7|6	-5|	0.0333333333333
7|6	9|7	0.2
7|6	11|7	0.0666666666667
7|6	-1|	0.0666666666667
12|14.16	11|12.14.16	0.6
2|14	9|2	0.5
2|14	4|2.14	1.0
12|0	0|12	1.0
14|11	4|14	0.5
14|11	2|14	0.5
19|11	7|19	0.5
19|11	18|	0.5
9|12.11	7|9	0.5
9|12.11	14|9	0.5
-3|	7|-3	1.0
-3|	-5|-3	1.0
-3|	-1|	0.333333333333
6|	4|6	1.0
6|	7|6	0.0666666666667
16|14.16	4|16	1.0
14|7	6|14	0.5
14|7	11|14	0.5
16|17.19	14|16	1.0
4|7	12|4	1.0
14|2.9	19|14	1.0
12|11.12.11.9	14|12	1.0
13|	14|13	1.0
2|4.2.5	0|2	1.0
2|19	4|2.19	1.0
2|4.5.4	9|2	0.333333333333
