-4|	-1|-4	1.0
-9|	-6|	0.5
-9|	-3|	0.5
-1|0	2|-1	0.125
-1|0	0|-1	0.5
-1|0	-3|-1	0.375
-1|-5.-7.-10	-8|	1.0
0|	2|0	0.571428571429
0|	-6|	0.0181818181818
0|	-8|	0.0181818181818
0|	-1|0	0.5
0|	4|0	0.1
0|	-3|0	1.0
0|	-5|0	0.47619047619
0|	5|	0.0545454545455
16|	9|16	1.0
-1|	4|-1	1.0
-1|	0|-1	0.2
-1|	-8|	0.0689655172414
-1|	2|-1	1.0
-1|	-7|-1	1.0
-1|	-5|-1	0.0769230769231
-1|	-3|-1	0.333333333333
0|-5	-1|0	0.04
0|-5	4|0	0.12
0|-5	-5|0	0.84
-1|-3	-5|-1.-3	1.0
-10|7	-7|-10	1.0
9|11	12|9	0.666666666667
9|11	11|	0.333333333333
9|16	11|	1.0
-8|4	-4|	1.0
14|2	11|	1.0
0|-5.-1	-1|0	1.0
4|0	7|4	0.5
4|0	-8|4	0.2
4|0	0|4	0.1
4|0	2|4	0.2
9|	11|	0.428571428571
9|	-5|9	1.0
9|	12|9	1.0
9|	7|9	1.0
2|4	0|2	0.625
2|4	1|	0.125
2|4	3|	0.125
2|4	4|2	0.125
11|	9|11	0.333333333333
11|	12|	0.571428571429
-3|-1	-1|-3	0.333333333333
-3|-1	-8|	0.333333333333
-3|-1	-5|-3	0.333333333333
-8|	-3|-8	1.0
-8|	-5|-8	0.954545454545
-8|	-4|	0.0769230769231
1|	2|1	1.0
2|-5	-5|2	1.0
4|-1	-3|4	1.0
-3|-5	0|-3.-5	1.0
12|9	0|12	1.0
0|4	4|0	0.25
0|4	-8|	0.25
0|4	-1|0	0.5
-1|-7	-7|-1	1.0
0|129	2|0	1.0
0|-6	-6|	1.0
2|1	7|2	1.0
0|12	2|0	1.0
-5|-8	0|-5	0.954545454545
-5|-8	-3|-5	0.0454545454545
0|-3.-8	4|0.-3	1.0
-3|	-1|-3	1.0
-3|	-8|	0.3125
-3|	-5|-3	1.0
-3|	0|-3	0.222222222222
4|5	2|4	1.0
-7|-1	-8|	1.0
4|7	0|4	0.8
4|7	2|4	0.2
-3|0	-8|	1.0
7|9	4|7	1.0
0|-1	2|0	0.2
0|-1	-1|0	0.2
0|-1	4|0	0.6
7|	12|7	1.0
7|	-10|7	1.0
7|	9|	0.0833333333333
7|	4|7	0.8
7|	5|	0.0833333333333
9|5	-5|9	1.0
4|0.-3	-8|4	1.0
-3|-8	0|-3.-8	1.0
-5|-7	2|-5	0.125
-5|-7	-1|-5	0.875
-1|-5.0	0|-1	1.0
-5|-10	-1|-5	1.0
-5|-1.-3	0|-5.-1	1.0
12|7	14|	1.0
0|-3	4|0.-3	1.0
0|-3	-1|0	0.111111111111
0|-3	-3|0	0.444444444444
0|-3	5|	0.222222222222
12|	16|	0.166666666667
12|	14|	0.416666666667
12|	0|12	1.0
12|	7|	0.0833333333333
-5|	0|-5	0.84
-5|	-9|	0.0263157894737
-5|	-12|	0.0131578947368
-5|	-8|	0.157894736842
-5|	-3|-5	1.0
-5|	-10|	0.131578947368
-5|	-1|-5	0.8
-5|	2|-5	1.0
-5|	-7|-5	0.666666666667
7|2	5|	1.0
4|	7|4	0.4
4|	-8|4	1.0
4|	-3|4	1.0
4|	0|4	0.5
4|	2|4	0.125
4|	5|	0.12
-5|2	-8|	1.0
-10|	-7|-10	0.4
-10|	-5|-10	1.0
-1|-5	-8|	0.133333333333
-1|-5	0|-1	0.0666666666667
-1|-5	-5|-1	0.8
2|-1	4|2	1.0
0|-3.-5	-1|0	1.0
0|2	2|0	0.166666666667
0|2	-1|0	0.5
0|2	4|0	0.166666666667
0|2	5|	0.166666666667
9|2	7|9	1.0
2|5	14|2	1.0
5|	9|5	1.0
5|	4|5	1.0
5|	2|5	1.0
5|	7|5	1.0
-5|9	0|-5.9	1.0
-5|-1	-8|	0.769230769231
-5|-1	0|-5.-1	1.0
-5|-1	-12|	0.0769230769231
-5|-1	-7|-5	0.0769230769231
2|0	0|2	0.142857142857
2|0	9|2	0.571428571429
2|0	4|2	0.285714285714
0|-3.4	5|	1.0
14|	16|	0.333333333333
14|	11|	0.166666666667
14|	12|14	0.333333333333
-7|	-3|	0.176470588235
-7|	-8|	0.176470588235
-7|	-5|-7	0.125
-7|	-1|-7	1.0
-5|0	-9|	0.0952380952381
-5|0	-1|-5.0	1.0
-5|0	-10|	0.47619047619
-5|0	-7|-5	0.380952380952
2|	-5|2	1.0
2|	1|	0.0526315789474
2|	0|2	0.5
2|	14|2	1.0
2|	9|2	1.0
2|	7|2	1.0
2|	3|	0.0526315789474
2|	4|2	0.25
129|	0|129	1.0
12|14	16|	0.666666666667
12|14	14|	0.333333333333
-5|-3	-8|	1.0
-12|	-5|	1.0
4|2	2|4	0.25
4|2	5|	0.75
-7|-10	-5|-7.-10	1.0
-7|-10	-1|-7	0.6
7|5	9|	1.0
-1|-4	4|-1	1.0
0|-5.9	4|0	1.0
3|	4|	1.0
-6|	-8|	0.5
-6|	0|-6	1.0
7|4	12|7	0.6
7|4	-10|7	0.4
-5|-7.-10	-1|-5.-7.-10	1.0
-3|4	0|-3.4	1.0
-7|-5	-5|-7	0.666666666667
-7|-5	-3|	0.333333333333
