11|19	12|11.19	1.0
7|0	0|	1.0
5|129	7|5	1.0
16|	12|16	0.333333333333
16|	17|16	0.285714285714
16|	18|	0.0833333333333
16|	14|16	0.125
16|	0|16	1.0
16|	19|16	1.0
16|	13|16	1.0
16|	9|16	1.0
2|4.7	4|2.4.7	1.0
-1|	0|-1	0.2
-1|	12|	0.111111111111
-1|	7|-1	1.0
4|2.4.7	129|4	1.0
9|11	17|9	0.2
9|11	11|9.11	1.0
9|11	14|9	0.2
9|11	7|9	0.4
9|16	11|9.16	1.0
12|11.19	14|12	1.0
9|	4|	0.0384615384615
9|	11|	0.384615384615
9|	10|	0.0384615384615
9|	17|9	1.0
9|	14|9	0.5
9|	21|	0.0384615384615
9|	12|9	0.5
9|	7|9	0.5
9|	8|	0.0384615384615
9|	5|	0.115384615385
11|9.16	12|11.9.16	1.0
12|16	11|12	0.333333333333
12|16	10|	0.333333333333
12|16	14|12	0.333333333333
9|10	5|	1.0
11|	9|11	0.2
11|	13|	0.0625
11|	16|11	0.5
11|	21|	0.03125
11|	17|	0.03125
11|	12|11	0.210526315789
11|	19|11	1.0
11|	129|	0.03125
12|5	9|12	0.25
12|5	7|12	0.5
12|5	4|12	0.25
17|9	7|17	1.0
-8|	-7|	1.0
4|14	7|4	1.0
19|14	11|19	0.666666666667
19|14	21|	0.333333333333
129|5	4|129	1.0
4|2.0.-1	0|	1.0
17|16	19|17	0.285714285714
17|16	16|17.16	0.5
17|16	8|	0.142857142857
17|16	14|17	0.285714285714
18|	19|18	0.333333333333
12|9	11|12.9	1.0
12|9	7|12	0.5
2|0.-1	4|2.0.-1	1.0
19|129	12|19	0.5
19|129	17|	0.5
0|	19|0	1.0
0|	-8|	0.0714285714286
0|	7|0	1.0
0|	2|	0.142857142857
0|	-1|	0.642857142857
10|	9|10	1.0
10|	12|10	1.0
7|6	14|7	1.0
9|21	11|9.21	1.0
2|14	7|2	1.0
14|16	13|	0.125
14|16	16|14.16	0.666666666667
14|16	19|14	0.125
14|16	129|	0.125
14|16	12|14	0.25
19|11	17|	1.0
5|7	4|5.7	0.5
14|21	13|	0.666666666667
14|21	12|14	0.333333333333
6|	7|6	1.0
6|	129|6	1.0
16|14.16	12|16	0.666666666667
16|14.16	17|16	0.333333333333
14|7	4|14	0.333333333333
14|7	9|14	0.666666666667
19|7	16|	0.5
19|7	14|	0.5
19|16	17|	1.0
4|7	12|4	0.333333333333
4|7	2|4.7	1.0
4|7	5|	0.333333333333
13|	14|13	0.333333333333
13|	9|13	1.0
13|	21|	0.333333333333
9|14	11|	0.5
9|14	8|	0.5
7|9	5|7	0.25
7|9	9|7	0.5
7|9	14|7	0.25
0|-1	2|0.-1	1.0
0|-1	7|0	0.2
0|-1	-1|	0.6
13|16	9|13	1.0
7|	12|7	0.666666666667
7|	5|7	1.0
7|	9|7	0.333333333333
7|	6|	0.0714285714286
7|	14|7	0.666666666667
7|	19|7	0.5
7|	0|	0.142857142857
7|	16|	0.0357142857143
7|	4|7	0.333333333333
0|-2	2|	1.0
-2|	0|-2	1.0
12|14	11|12	0.8
12|14	14|12	0.2
12|11.21	2|	1.0
0|16	-8|	1.0
5|4.5.7	2|	1.0
4|129	12|4	1.0
12|129.12	11|12.129.12	1.0
12|7	9|12	0.666666666667
12|7	14|12.7	1.0
19|	12|19	0.5
19|	11|19	1.0
19|	21|	0.2
19|	18|	0.0666666666667
19|	14|	0.0666666666667
19|	17|	0.2
19|	16|	0.2
