-12|-2	-8|-12.-2	1.0
-8|-12.-2	-5|-8.-12.-2	1.0
-3|5	2|-3	1.0
-9|	-6|	0.666666666667
-9|	-5|-9	1.0
5|2.-1	2|5	1.0
-1|-5.-7.-10	-10|-1	0.75
-1|-5.-7.-10	-12|	0.25
0|	-7|0	1.0
0|	4|	0.106666666667
0|	2|0	1.0
0|	-9|	0.106666666667
0|	5|0	1.0
0|	-3|0	0.666666666667
0|	-10|	0.12
0|	-8|0	0.333333333333
0|	-12|	0.386666666667
-1|	0|-1	0.125
-1|	2|-1	0.3
-1|	-13|-1	0.75
-1|	-5|-1	1.0
-1|	-12|	0.0606060606061
-1|	-10|-1	1.0
0|-5	-8|0	0.0571428571429
0|-5	4|	0.228571428571
0|-5	-12|	0.714285714286
-10|0.-3.-6	-5|-10	0.25
-10|0.-3.-6	-6|	0.75
-5|-9	-1|-5.-9	1.0
-12|-3	-8|	0.1
-12|-3	-10|-12	0.6
-12|-3	-9|	0.3
-8|-7	-10|-8	1.0
-10|-12.5	-3|-10	1.0
-12|-7	-7|	1.0
-10|-1	-7|-10.-1	0.428571428571
-10|-13.-1	-5|-10	1.0
-10|-5	-6|	1.0
-8|	-10|-8	1.0
-8|	-7|-8	1.0
-8|	-3|-8	1.0
-8|	-5|-8	0.615384615385
5|0	0|5	1.0
-8|-12.-15	-5|-8.-12.-15	0.25
1|	-8|1	1.0
1|	-10|	0.25
-5|4	0|-5.4	1.0
2|-5	5|	1.0
-5|-8.-12.-2	-2|	1.0
-7|0	-1|-7	1.0
-7|2	-5|-7.2	1.0
-7|2	-1|-7	0.428571428571
-7|-10.-12	-5|-7.-10	0.666666666667
-7|-10.-12	-3|-7.-10.-12	0.25
-10|-12.4	-3|-10	1.0
-7|-3	-3|-7.-3	1.0
-7|-3	-10|-7	0.5
-1|-7	0|-1	1.0
-8|0	-7|-8	0.666666666667
-8|0	-5|-8.0	1.0
-7|-10.-1	-5|-7.-10	0.428571428571
-7|-10.-1	-8|-7	0.142857142857
-7|-10.-1	-4|	0.428571428571
-13|5	-10|-13.5	1.0
-5|-8	-10|-5	0.0192307692308
-5|-8	0|-5	0.615384615385
-5|-8	-2|	0.230769230769
-5|-8	-13|-5.-8	1.0
-5|-8	-15|	0.0769230769231
-12|4	-10|-12.4	1.0
-12|4	-8|	0.75
0|-3.-8	-12|0.-3	1.0
-3|	2|-3	0.5
-3|	0|-3	0.333333333333
-3|	-12|-3	0.6
-3|	-7|-3	0.5
-3|	-13|	0.0408163265306
-7|-10.-13	-5|-7.-10	1.0
2|-1.-5.-10	-8|	0.25
2|-1.-5.-10	-10|2.-1	0.75
-8|1	-5|-8.1	1.0
2|-1.2	-1|2	1.0
-9|0.-1	-5|-9	1.0
-10|-12	-3|-10	0.111111111111
-10|-12	-6|-10.-12	1.0
-10|-12	-7|-10.-12	0.666666666667
2|-3	-10|2	0.5
2|-3	5|	0.5
-10|2.-1	-5|-10	1.0
-3|0	-7|-3	0.333333333333
-3|0	0|-3.0	0.5
-13|-1	-12|-13	0.25
-13|-1	-10|-13.-1	1.0
0|-1	-7|0	0.125
0|-1	2|0	0.5
0|-1	-9|0.-1	1.0
-10|-8	-12|-10	1.0
0|-2	-8|0	1.0
-2|	1|	0.333333333333
-2|	0|-2	1.0
-2|	-7|-2	1.0
-2|	-12|-2	1.0
-3|-8	0|-3.-8	1.0
-5|-7	-13|	0.392857142857
-5|-7	-12|-5	0.321428571429
-5|-7	-1|-5.-7	0.375
-5|-10	-1|-5.-10	0.5
-5|-10	2|-5	0.2
-10|-13.5	-5|-10	1.0
-5|-8.0	-2|	1.0
0|-3	-12|0.-3	0.25
0|-3	-9|	0.185185185185
0|-3	-8|0	0.222222222222
0|-3	5|0	0.037037037037
0|-3	-3|0	0.0740740740741
0|-3	-10|	0.333333333333
2|-1.-5.-7	-7|2	0.75
2|-1.-5.-7	-12|	0.25
-5|	0|-5	0.714285714286
-5|	-10|-5	1.0
-5|	-2|	0.117647058824
-5|	-13|	0.137254901961
-5|	2|-5	1.0
-5|	-1|	0.21568627451
-5|	-12|-5	0.666666666667
-5|	-15|	0.0392156862745
-12|-13	-8|-12.-13	1.0
2|-1	-7|2	0.3
2|-1	-1|2	0.1
2|-1	-8|	0.1
2|-1	5|2.-1	1.0
2|-1	-10|2.-1	1.0
2|-1	-12|	0.1
0|5	-3|0	1.0
4|	-5|4	1.0
4|	-12|4	0.25
-5|-8.1	-2|	1.0
0|-3.-6	-10|0.-3.-6	0.25
0|-3.-6	-9|	0.5
-10|	-7|-10	0.585365853659
-10|	-12|-10	0.5
-10|	-6|	0.126984126984
-10|	-3|-10	1.0
-10|	-5|-10	0.2
-3|-10	2|-3	1.0
-5|5	2|-5	1.0
-12|-10	-8|	0.5
-12|-10	-1|-12	0.5
-12|5	-8|	0.5
-12|5	-10|-12.5	1.0
-13|-5.-8	-12|-13	1.0
