15 3 12 3 => 8 1.0
24 => 25 0.05
24 => 26 0.1
24 => 12 0.1
24 => 20 0.05
24 => 21 0.05
24 => 22 0.05
24 => 23 0.05
24 => 19 0.1
24 => 18 0.1
24 => 27 0.05
24 => 7 0.2
24 => 8 0.05
24 => 15 0.05
7 2 => 19 0.111111111111
7 2 => 3 0.222222222222
7 2 => 5 0.111111111111
7 2 => 7 0.222222222222
7 2 => 14 0.111111111111
26 27 => 15 1.0
17 9 => 12 1.0
0 => 10 0.0625
0 => 12 0.171875
0 => 17 0.03125
0 => 6 0.015625
0 => -5 0.078125
0 => -4 0.09375
0 => 3 0.109375
0 => 2 0.140625
0 => -1 0.078125
0 => 7 0.078125
0 => -2 0.0625
0 => 8 0.046875
0 => 5 0.03125
23 24 => 19 0.2
23 24 => 25 0.2
23 24 => 26 0.2
23 24 => 12 0.2
23 24 => 7 0.2
27 12 => 11 1.0
19 7 => 19 0.5
19 7 => 20 0.25
19 7 => 14 0.25
2 14 => 12 0.166666666667
2 14 => 15 0.166666666667
2 14 => 17 0.166666666667
2 14 => 2 0.166666666667
2 14 => 8 0.166666666667
2 14 => 129 0.166666666667
11 0 => 6 1.0
-5 15 => 17 1.0
5 3 => 15 0.153846153846
5 3 => -5 0.153846153846
5 3 => -4 0.153846153846
5 3 => 2 0.307692307692
5 3 => 5 0.0769230769231
5 3 => 7 0.153846153846
6 7 2 => 3 1.0
12 22 => 7 1.0
5 12 => 13 0.5
5 12 => 5 0.5
9 17 => 12 1.0
6 0 12 => 3 1.0
129 2 => 0 0.666666666667
129 2 => 17 0.333333333333
7 3 5 => 8 0.5
7 3 5 => 3 0.5
3 7 2 => 5 1.0
3 5 7 => 8 0.6
3 5 7 => 3 0.2
3 5 7 => 5 0.2
22 14 => 15 1.0
-5 2 0 => 8 0.5
-5 2 0 => -1 0.5
9 3 => 12 1.0
8 2 => 11 1.0
27 19 => 27 1.0
24 18 => 24 1.0
28 12 => 29 1.0
8 -5 => 7 1.0
16 4 => 9 1.0
7 6 => 0 0.25
7 6 => 3 0.25
7 6 => 7 0.5
10 => 8 0.52
10 => 12 0.2
10 => 20 0.04
10 => 7 0.12
10 => 0 0.12
26 => 24 0.0833333333333
26 => 27 0.0833333333333
26 => 21 0.0833333333333
26 => 17 0.166666666667
26 => 16 0.166666666667
26 => 19 0.25
26 => 22 0.0833333333333
26 => 28 0.0833333333333
16 14 => 13 1.0
20 8 => 20 0.75
20 8 => 17 0.25
12 0 => 10 0.125
12 0 => 12 0.25
12 0 => -4 0.125
12 0 => 3 0.25
12 0 => 7 0.125
12 0 => 8 0.125
14 12 14 => 2 0.5
14 12 14 => 12 0.5
-2 3 2 => 0 1.0
15 17 => 19 0.5
15 17 => 15 0.333333333333
15 17 => 14 0.166666666667
6 => 11 0.0526315789474
6 => 12 0.105263157895
6 => 15 0.105263157895
6 => -5 0.0526315789474
6 => 0 0.105263157895
6 => 3 0.105263157895
6 => -1 0.0526315789474
6 => 7 0.315789473684
6 => 9 0.0526315789474
6 => 5 0.0526315789474
3 14 => 12 0.333333333333
3 14 => 5 0.666666666667
12 10 => 8 0.333333333333
12 10 => 12 0.333333333333
12 10 => 20 0.333333333333
-1 11 => 2 1.0
15 9 => 3 1.0
21 26 => 22 1.0
25 10 => 12 1.0
27 22 => 27 1.0
18 12 => 21 1.0
12 2 => 5 0.5
12 2 => 7 0.5
27 12 11 => -4 1.0
16 7 => 12 0.909090909091
16 7 => 17 0.0909090909091
8 6 => -5 0.25
8 6 => 12 0.25
8 6 => 5 0.25
8 6 => 7 0.25
17 2 => -5 0.5
17 2 => 14 0.5
4 7 3 => 5 1.0
2 5 3 => -5 0.5
2 5 3 => 2 0.25
2 5 3 => 7 0.25
12 9 12 => 3 1.0
11 -4 => 11 1.0
12 3 => 12 0.675675675676
12 3 => 15 0.027027027027
12 3 => 14 0.027027027027
12 3 => 0 0.0540540540541
12 3 => 7 0.162162162162
12 3 => 6 0.027027027027
12 3 => 8 0.027027027027
20 12 => 11 1.0
24 20 => 17 1.0
14 15 => 12 0.25
14 15 => 17 0.75
26 22 => 26 1.0
19 26 => 21 0.5
19 26 => 17 0.5
18 5 => 19 1.0
20 21 => 19 1.0
12 8 => 10 0.166666666667
12 8 => 3 0.166666666667
12 8 => 5 0.166666666667
12 8 => 6 0.5
12 4 => 7 1.0
3 14 12 => 3 1.0
17 26 => 19 0.5
17 26 => 16 0.5
13 12 => 10 0.666666666667
13 12 => 0 0.333333333333
5 0 => 10 0.5
5 0 => 17 0.5
11 7 8 => 7 1.0
-3 7 => 2 1.0
11 12 11 => 19 1.0
12 5 => 11 1.0
0 3 7 => 9 1.0
5 17 => 5 0.5
5 17 => 15 0.25
5 17 => 6 0.25
14 7 12 => 6 1.0
9 10 => 7 1.0
-5 3 => 129 0.142857142857
-5 3 => 6 0.285714285714
-5 3 => 2 0.285714285714
-5 3 => 0 0.285714285714
-5 17 => 2 1.0
12 6 => 11 0.333333333333
12 6 => 12 0.333333333333
12 6 => 15 0.333333333333
2 0 => 17 0.0588235294118
2 0 => -5 0.117647058824
2 0 => -4 0.117647058824
2 0 => 3 0.0588235294118
2 0 => 2 0.176470588235
2 0 => -1 0.235294117647
2 0 => -2 0.176470588235
2 0 => 8 0.0588235294118
10 20 => 8 1.0
5 2 => -5 0.2
5 2 => 0 0.2
5 2 => 14 0.2
5 2 => 7 0.2
5 2 => 8 0.2
17 21 => 22 1.0
5 => 11 0.0860215053763
5 => -5 0.0752688172043
5 => 12 0.0215053763441
5 => 20 0.010752688172
5 => 14 0.0430107526882
5 => 17 0.0430107526882
5 => 0 0.0215053763441
5 => 19 0.0322580645161
5 => 18 0.010752688172
5 => 1 0.010752688172
5 => -4 0.010752688172
5 => 3 0.139784946237
5 => 2 0.0537634408602
5 => 4 0.0860215053763
5 => 7 0.247311827957
5 => 8 0.0860215053763
5 => 15 0.0215053763441
12 7 => 11 0.2
12 7 => 3 0.4
12 7 => 12 0.2
12 7 => 17 0.2
14 13 => 14 1.0
7 16 => 7 1.0
-5 5 => 3 1.0
15 2 0 => 17 1.0
14 => 11 0.0634920634921
14 => 13 0.015873015873
14 => 12 0.206349206349
14 => 15 0.0634920634921
14 => 22 0.015873015873
14 => 17 0.0952380952381
14 => 19 0.0793650793651
14 => 26 0.015873015873
14 => 2 0.047619047619
14 => 5 0.0952380952381
14 => 7 0.0634920634921
14 => 8 0.015873015873
14 => 9 0.15873015873
14 => 20 0.015873015873
14 => 129 0.047619047619
13 7 => 14 1.0
22 => 24 0.0833333333333
22 => 26 0.0833333333333
22 => 27 0.0833333333333
22 => 14 0.0833333333333
22 => 23 0.0833333333333
22 => 19 0.166666666667
22 => 16 0.25
22 => 7 0.166666666667
3 19 => 3 1.0
0 -5 => 3 0.4
0 -5 => 2 0.2
0 -5 => 7 0.4
2 => 11 0.0634920634921
2 => -5 0.0634920634921
2 => 12 0.031746031746
2 => 14 0.0952380952381
2 => 17 0.031746031746
2 => 19 0.015873015873
2 => -1 0.031746031746
2 => 1 0.015873015873
2 => 0 0.269841269841
2 => 3 0.0952380952381
2 => 5 0.111111111111
2 => 7 0.111111111111
2 => 129 0.015873015873
2 => 8 0.031746031746
2 => -3 0.015873015873
129 => -5 0.0909090909091
129 => 9 0.0909090909091
129 => 3 0.181818181818
129 => 2 0.272727272727
129 => 12 0.363636363636
0 3 2 => 129 1.0
12 9 => 12 0.2
12 9 => 21 0.2
12 9 => 17 0.6
7 0 12 3 => 14 1.0
8 10 8 => 10 0.5
8 10 8 => 7 0.5
15 20 => 14 1.0
3 -5 => 0 0.666666666667
3 -5 => 17 0.333333333333
8 7 8 => 10 0.333333333333
8 7 8 => 7 0.666666666667
-4 2 => 5 1.0
7 3 12 3 => 7 1.0
-2 7 => 9 1.0
13 5 => 17 1.0
3 12 => 11 0.0571428571429
3 12 => 15 0.0285714285714
3 12 => 0 0.0857142857143
3 12 => 3 0.771428571429
3 12 => 6 0.0285714285714
3 12 => 129 0.0285714285714
20 17 => 13 1.0
4 7 => 3 0.2
4 7 => 12 0.6
4 7 => 5 0.2
15 3 12 => 3 1.0
21 24 => 18 1.0
11 15 => 14 1.0
7 16 7 => 17 1.0
8 => 11 0.051724137931
8 => 10 0.120689655172
8 => 13 0.0172413793103
8 => 12 0.0172413793103
8 => 20 0.0862068965517
8 => 17 0.0172413793103
8 => -5 0.0172413793103
8 => 0 0.0172413793103
8 => 3 0.0862068965517
8 => 2 0.0172413793103
8 => 5 0.0862068965517
8 => 4 0.0172413793103
8 => 7 0.379310344828
8 => 6 0.0689655172414
5 8 => 11 0.125
5 8 => 13 0.125
5 8 => 5 0.375
5 8 => 7 0.375
26 19 => 26 0.666666666667
26 19 => 27 0.333333333333
19 11 => 12 0.333333333333
19 11 => 20 0.333333333333
19 11 => 17 0.333333333333
20 5 => 19 0.25
20 5 => -5 0.25
20 5 => 12 0.25
20 5 => 7 0.25
-5 0 => -5 0.333333333333
-5 0 => 12 0.666666666667
3 5 7 5 => 8 1.0
-4 -2 => 0 1.0
-4 11 => -1 1.0
12 19 => 11 0.166666666667
12 19 => 15 0.166666666667
12 19 => 14 0.166666666667
12 19 => 16 0.5
24 22 => 7 1.0
2 8 => 2 0.5
2 8 => 7 0.5
5 20 => 5 1.0
27 20 => 27 1.0
-2 3 => 2 1.0
19 20 => 10 0.25
19 20 => 2 0.25
19 20 => 22 0.5
-3 12 => 0 1.0
-1 7 5 => 7 1.0
12 => 24 0.0193548387097
12 => 25 0.00645161290323
12 => 27 0.00645161290323
12 => 20 0.00645161290323
12 => 21 0.0387096774194
12 => 22 0.00645161290323
12 => 29 0.00645161290323
12 => 0 0.058064516129
12 => 3 0.238709677419
12 => 2 0.0129032258065
12 => 5 0.00645161290323
12 => 4 0.0193548387097
12 => 7 0.0322580645161
12 => 6 0.0193548387097
12 => 9 0.0322580645161
12 => 8 0.0387096774194
12 => 129 0.0129032258065
12 => 11 0.0903225806452
12 => 10 0.0193548387097
12 => 13 0.0129032258065
12 => 15 0.0451612903226
12 => 14 0.109677419355
12 => 16 0.0967741935484
12 => 19 0.0387096774194
12 => 18 0.0129032258065
12 => -5 0.00645161290323
12 => -3 0.00645161290323
22 24 => 26 1.0
7 20 => 19 1.0
1 => 0 0.333333333333
1 => 2 0.333333333333
1 => 5 0.333333333333
19 16 => 19 0.166666666667
19 16 => 12 0.833333333333
10 8 3 => 7 1.0
2 11 => 2 0.75
2 11 => 5 0.25
-5 2 => 0 0.666666666667
-5 2 => -1 0.333333333333
1 0 => -1 1.0
5 11 => 8 0.125
5 11 => 3 0.125
5 11 => 12 0.25
5 11 => 5 0.5
129 9 12 => 14 1.0
9 12 => 3 0.0666666666667
9 12 => 2 0.0666666666667
9 12 => 14 0.8
9 12 => 16 0.0666666666667
2 129 => 3 1.0
8 13 => 5 1.0
22 7 12 => 20 1.0
-5 3 0 => -5 1.0
17 15 => 14 0.714285714286
17 15 => 17 0.285714285714
8 3 => 5 0.2
8 3 => 7 0.6
8 3 => 6 0.2
4 9 12 => 2 1.0
7 3 12 => 3 1.0
129 9 12 14 => 11 1.0
8 3 7 3 => 12 1.0
11 19 => 14 0.333333333333
11 19 => 22 0.333333333333
11 19 => 16 0.333333333333
11 12 3 7 => 2 1.0
-3 => 12 0.333333333333
-3 => 7 0.333333333333
-3 => 6 0.333333333333
19 14 => 19 0.5
19 14 => 11 0.5
7 14 => 11 0.166666666667
7 14 => 5 0.166666666667
7 14 => 7 0.666666666667
27 24 => 27 1.0
16 19 => 22 0.5
16 19 => 16 0.5
8 7 12 => 0 1.0
13 => 8 0.142857142857
13 => 12 0.428571428571
13 => 5 0.142857142857
13 => 14 0.142857142857
13 => 7 0.142857142857
27 => 24 0.111111111111
27 => 26 0.111111111111
27 => 12 0.111111111111
27 => 20 0.111111111111
27 => 21 0.111111111111
27 => 22 0.111111111111
27 => 19 0.111111111111
27 => 18 0.111111111111
27 => 15 0.111111111111
14 9 => 12 1.0
-1 0 => 2 0.666666666667
-1 0 => 3 0.166666666667
