-17|	-8|-17	1.0
-5|-12	-4|	1.0
-5|	-8|-5	1.0
-5|	-4|	0.166666666667
-5|	-7|	0.166666666667
-5|	-13|	0.166666666667
-5|	-12|	0.333333333333
-12|-13	-10|-12	0.75
-12|-13	-15|	0.25
-7|	-8|	0.666666666667
-7|	-5|	0.166666666667
-7|	-10|-7	1.0
-3|	-8|-3	1.0
-3|	-15|	0.5
-12|-8	-7|	1.0
-4|	-3|	1.0
-10|	-13|-10	1.0
-10|	-8|	0.333333333333
-10|	-5|	0.222222222222
-10|	-17|	0.222222222222
-12|	-5|-12	1.0
-12|	-7|	0.375
-12|	-10|-12	0.666666666667
-12|	-15|	0.125
-8|	-10|-8	1.0
-8|	-7|-8	0.5
-8|	-3|	0.0833333333333
-8|	-12|-8	1.0
-8|	-13|	0.166666666667
-8|	-6|	0.166666666667
-8|	-15|	0.0833333333333
-10|-12	-13|-10	0.666666666667
-10|-12	-17|	0.333333333333
-8|-13	-6|	0.5
-8|-13	-15|	0.5
-8|-3	-13|	1.0
-6|	-5|-6	0.5
-13|-10	-8|-13	1.0
-10|-8	-8|	1.0
-7|-8	-5|	0.5
-7|-8	-10|-7	0.5
-5|-6	-13|	0.5
-5|-6	-7|	0.5
-8|-5	-3|	1.0
-10|-7	-5|	1.0
-8|-17	-10|-8	1.0
-13|	-12|-13	0.75
-13|	-8|-13	0.5
-15|	-13|	0.333333333333
-15|	-10|	0.666666666667
