15|14.10	17|15.14.10	1.0
10|12	9|10	1.0
8|5	7|8	0.5
8|5	11|	0.25
8|5	12|8	0.25
2|5	12|2	1.0
19|20	17|19	1.0
14|15	19|14	0.153846153846
14|15	15|14.15	0.666666666667
14|15	12|14	0.384615384615
3|15	7|3	1.0
11|17	12|11	0.5
11|17	15|11.17	1.0
5|7.2	8|5	1.0
15|7	11|	0.333333333333
15|7	12|15	0.666666666667
0|	4|	0.666666666667
0|	5|0	1.0
16|	17|16	0.5
16|	0|	0.333333333333
6|14	7|6	1.0
10|11	9|10	1.0
5|4	-4|	0.25
5|4	7|5	0.75
15|14.12	14|15	0.5
15|14.12	7|15	0.5
8|14	4|8	0.5
8|14	7|8.14	1.0
19|	18|	0.111111111111
19|	20|	0.333333333333
19|	17|19	0.285714285714
19|	14|19	0.333333333333
15|14.7	12|15	1.0
8|17	12|8	1.0
3|5	2|3	0.333333333333
3|5	12|3	0.666666666667
10|7	12|10	0.25
10|7	15|10	0.5
10|7	14|10	0.25
9|	2|9	1.0
9|	3|9	1.0
9|	12|9	1.0
9|	10|9	1.0
9|	7|9	1.0
9|	11|9	0.333333333333
9|	5|9	1.0
2|4	4|2	1.0
15|6	14|15	1.0
9|10	3|9	0.333333333333
9|10	10|9	0.333333333333
9|10	5|9	0.333333333333
11|	10|11	1.0
11|	7|11	0.5
11|	8|11	1.0
11|	2|11	1.0
11|	9|11	1.0
11|	14|11	0.5
11|	6|11	1.0
11|	15|11	1.0
11|	12|11	0.117647058824
5|4.8	-4|	1.0
5|0	7|5	1.0
11|2	12|11.2	1.0
17|15.10	19|17	1.0
19|14	17|19	0.5
19|14	18|	0.5
3|9	12|3	1.0
19|22	20|19.22	1.0
12|11.9	6|12	1.0
17|16	11|17	0.5
17|16	19|17	0.5
2|8	3|	1.0
18|	19|	1.0
12|9	11|12.9	0.5
10|15	7|10	0.333333333333
10|15	12|10	0.666666666667
2|11	7|2	1.0
7|8.14	8|7.8	1.0
15|17	17|15	0.2
15|17	19|15	0.2
15|17	14|15	0.2
15|17	3|15	0.2
15|17	12|15	0.2
10|	9|10	0.333333333333
10|	12|10	0.333333333333
10|	7|10	0.5
10|	13|	0.0769230769231
10|	15|10	0.5
10|	14|10	0.5
3|8	5|3	1.0
7|6	9|7	1.0
2|14	7|2	1.0
14|11	7|14	0.5
14|11	19|14	0.5
14|5	17|14	1.0
14|7.8	13|	1.0
5|7.10	3|5	1.0
11|9	14|11	0.333333333333
11|9	6|11	0.333333333333
11|9	12|11.9	1.0
14|12.14	3|14	1.0
5|9	7|5	1.0
4|5.12	2|4	1.0
17|15	19|17	0.166666666667
17|15	12|17	0.166666666667
17|15	15|17.15	0.5
17|15	14|17	0.333333333333
6|	15|6	1.0
6|	14|6	1.0
6|	7|6	1.0
6|	9|6	1.0
14|3	2|14	1.0
15|20	17|15	1.0
14|7	15|14.7	1.0
14|7	13|	0.25
14|7	8|14	0.25
14|7	12|14.7	1.0
10|7.8	14|10	1.0
20|17	19|20	1.0
7|3	12|7	0.428571428571
7|3	8|7.3	1.0
7|3	15|7	0.285714285714
19|15	17|19	1.0
13|	12|13	1.0
13|	10|13	1.0
2|12	11|2	0.5
2|12	10|2	0.5
12|11.2	5|12	1.0
10|14	9|10	1.0
5|2	8|5.2	1.0
6|11	9|6	1.0
7|	12|7	0.666666666667
7|	8|7	0.25
7|	9|7	0.666666666667
7|	14|7	0.25
7|	15|7	0.333333333333
7|	3|7	1.0
7|	0|	0.0677966101695
7|	10|7	0.25
7|	11|7	0.5
7|	5|	0.169491525424
12|11.12	11|12.11	0.285714285714
12|11.12	15|12	0.142857142857
12|11.12	14|12	0.571428571429
14|10	15|14.10	1.0
14|10	12|14.10	1.0
3|12	7|3	1.0
12|2	11|12	1.0
17|12	8|17	0.5
17|12	19|17	0.5
14|7.12	8|14	1.0
7|8	5|7.8	0.5
7|8	10|7.8	1.0
7|8	14|7.8	1.0
7|8	8|7.8	1.0
5|3	8|5.3	1.0
17|	15|17	0.2
17|	16|17	1.0
17|	20|17	1.0
17|	11|17	0.5
17|	12|17	1.0
17|	8|17	1.0
17|	14|17	0.333333333333
17|	7|17	1.0
17|	19|17	0.666666666667
12|7	16|	0.333333333333
12|7	11|12	0.666666666667
9|11	12|9	1.0
12|	8|12	1.0
12|	11|12	0.125
12|	6|12	0.5
12|	2|12	0.5
12|	16|	0.0625
12|	14|12	0.181818181818
12|	9|12	1.0
12|	7|12	0.666666666667
12|	10|12	1.0
12|	5|12	0.25
12|	3|12	1.0
