2|7	4|2.7	1.0
7|0	12|7	1.0
0|	2|0	1.0
0|	4|0	1.0
0|	7|0	1.0
0|	-1|	0.2
0|	-3|	0.2
16|	12|16	0.333333333333
16|	11|16	1.0
16|	9|16	1.0
16|	14|16	1.0
16|	17|	0.272727272727
-1|	0|-1	1.0
0|-5	4|0	1.0
9|11	6|	0.125
9|11	14|	0.125
9|11	8|	0.125
9|11	11|9.11	0.2
9|16	11|9.16	0.5
14|2	7|14	1.0
4|0	2|4	1.0
9|	6|	0.0689655172414
9|	13|	0.0344827586207
9|	12|9	1.0
9|	14|	0.0344827586207
9|	2|9	1.0
9|	7|9	0.5
9|	11|9	0.0666666666667
9|	4|9	0.5
9|	8|	0.0689655172414
9|	5|	0.0344827586207
11|9.16	12|11.9	0.5
11|9.16	8|	0.5
2|4	0|2	0.571428571429
2|4	4|2.4	0.333333333333
12|16	11|12	0.333333333333
12|16	7|12	0.666666666667
11|	7|11	0.4
11|	2|11	1.0
11|	9|11	0.625
11|	12|11	0.314285714286
11|	8|	0.030303030303
6|9.7	7|6.9.7	0.5
1|	2|1	1.0
16|12	9|16	1.0
4|2.7	6|	1.0
9|7.2	7|9	1.0
12|11.9	9|12	0.142857142857
12|11.9	14|	0.714285714286
12|11.9	11|12.11	0.142857142857
7|6.9.7	4|	0.5
7|6.9.7	11|7	0.5
2|11	7|2	1.0
12|9	11|12	1.0
0|4	-3|	1.0
7|6	4|	0.0833333333333
7|6	6|	0.333333333333
7|6	9|7.6	0.666666666667
7|6	11|7	0.0833333333333
4|2.4	-5|	0.333333333333
4|2.4	2|4	0.666666666667
9|7.6	2|9	0.333333333333
9|7.6	11|9	0.666666666667
14|16	12|14	1.0
9|11.7	11|9.11.7	1.0
2|1	7|2	1.0
11|9	7|11	0.333333333333
11|9	12|11.9	0.142857142857
11|9	2|11	0.0666666666667
11|9	9|11	0.0666666666667
11|9	8|	0.0666666666667
14|12.19	11|	1.0
-3|	4|-3	1.0
6|	2|6	1.0
6|	7|6	0.5
6|	8|6	1.0
6|4.9	2|6	1.0
8|6	4|8	1.0
11|9.14	7|11	1.0
13|	14|13	1.0
9|14	11|9.14	1.0
4|2.12	5|	1.0
7|9	9|7.9	1.0
7|9	5|	0.5
0|-1	7|0	1.0
6|8	8|6	1.0
7|	12|7	0.666666666667
7|	4|	0.025
7|	9|7	0.6
7|	6|	0.1
7|	19|	0.05
7|	2|7	1.0
7|	11|7	0.333333333333
7|	5|	0.05
9|5	13|	0.5
9|5	7|9	0.5
2|12	9|2	0.5
2|12	4|2.12	1.0
12|7	11|12	0.666666666667
12|7	2|12	0.333333333333
19|	12|19	1.0
12|	9|12	1.0
12|	7|12	1.0
12|	11|12	0.448275862069
12|	14|	0.295081967213
12|	2|12	0.5
12|	16|12	1.0
12|	8|	0.0327868852459
-5|	0|-5	1.0
7|2	12|7	0.333333333333
7|2	9|7.2	1.0
7|2	11|7	0.333333333333
12|11.9.11	11|12.11	1.0
4|8	16|4	1.0
14|13	16|14.13	1.0
14|17	9|14	1.0
4|	16|4	1.0
4|	-5|	0.08
4|	6|	0.24
4|	1|	0.08
4|	0|4	1.0
4|	2|4	0.571428571429
4|	5|	0.16
11|12.11	9|11.12	0.636363636364
11|12.11	12|11.12.11	0.5
7|14	9|7.14	1.0
16|4	11|16	1.0
9|7	2|9	0.1
9|7	6|9.7	1.0
9|7	12|9	0.1
9|7	7|9	0.1
9|7	11|9	0.6
11|12	9|11.12	0.538461538462
11|12	12|11	0.551724137931
0|2	2|0	0.5
0|2	-1|	0.5
11|9.11.12	7|11	0.571428571429
11|9.11.12	2|11	0.142857142857
11|9.11.12	9|11	0.285714285714
9|2	12|9	1.0
12|11	9|12	0.0571428571429
12|11	11|12.11	0.636363636364
12|11	14|	0.457142857143
12|11	2|12	0.0571428571429
12|11	16|12	0.0571428571429
12|11	8|	0.0571428571429
5|	4|5	0.5
5|	9|5	0.5
7|12	9|7	1.0
4|-3	1|	1.0
2|9	4|2.9	1.0
2|0	7|2	1.0
9|7.14	6|9.7	1.0
14|	11|	0.0625
14|	9|14	1.0
14|	7|14	1.0
14|	16|	0.5
14|	12|14	1.0
4|2.9	6|	1.0
2|	4|	0.416666666667
2|	0|2	0.5
2|	14|2	1.0
2|	9|2	1.0
2|	7|2	0.333333333333
11|7	9|11.7	1.0
11|7	12|11	0.666666666667
12|14	11|12	1.0
9|12	4|9	1.0
11|9.11.7	2|11	1.0
11|16	12|11.16	1.0
9|8	4|9	0.333333333333
9|8	8|	0.333333333333
9|8	5|	0.333333333333
12|11.16	8|	1.0
4|9	0|4	0.5
4|9	6|4.9	1.0
16|14.13	14|16	1.0
12|11.12.11	16|12	0.5
12|11.12.11	2|12	0.5
7|11	12|7	0.2
7|11	9|7	0.4
7|11	19|	0.2
7|11	2|7	0.2
17|	16|17	1.0
17|	14|17	1.0
9|11.12	6|	0.153846153846
9|11.12	14|	0.153846153846
9|11.12	11|9.11.12	0.285714285714
9|11.12	8|	0.153846153846
9|7.9	12|9	1.0
2|6	14|2	1.0
12|19	14|12.19	1.0
16|17	14|16	1.0
11|9.11	7|11	0.4
11|9.11	2|11	0.2
11|9.11	9|11	0.2
11|9.11	12|11.9.11	1.0
4|5	2|4	0.5
4|5	5|	0.5
8|	4|8	1.0
8|	9|8	0.333333333333
8|	6|8	1.0
