-9|	-13|-9	1.0
-1|0	-7|-1	1.0
0|	4|	0.0454545454545
0|	-12|0	0.5
0|	-8|0	0.2
0|	-1|0	1.0
0|	-3|0	0.333333333333
0|	-5|0	1.0
0|	-10|0	0.333333333333
0|	7|	0.0454545454545
-4|-1	-12|-4	0.5
-4|-1	-10|-4	0.5
-1|	0|-1	0.25
-1|	-9|	0.0434782608696
-1|	-4|-1	0.5
-1|	-10|-1	0.333333333333
-1|	-8|-1	1.0
-1|	2|-1	1.0
-1|	-13|-1	1.0
-1|	-7|-1	0.333333333333
-1|	-5|-1	0.666666666667
-1|	-3|	0.0434782608696
0|-5	-8|0	0.5
0|-5	7|	0.5
-1|-3	0|-1	0.5
-1|-3	-7|-1	0.5
-1|-8	-4|-1	0.666666666667
-1|-8	-10|-1	0.333333333333
0|-12	-12|0	0.571428571429
0|-12	-3|0	0.142857142857
0|-12	-10|0	0.285714285714
-8|4	-4|	1.0
-12|-3	-7|-12	0.2
-12|-3	-8|-12	0.1
-12|-3	0|-12	0.2
-12|-3	-3|-12	0.5
-8|-7	-7|-8	1.0
-3|-10	-12|-3	1.0
-10|-1	-1|-10	0.333333333333
-10|-1	-3|-10	0.166666666667
-10|-1	-5|-10	0.333333333333
-10|-1	0|-10	0.166666666667
2|4	-1|2	1.0
-8|-12	0|-8	0.333333333333
-8|-12	-3|-8	0.166666666667
-8|-12	-5|-8	0.5
-8|-4	-4|	1.0
-8|	0|-8	0.25
-8|	-7|-8	1.0
-8|	-17|	0.0869565217391
-8|	-10|	0.0434782608696
-8|	-1|-8	0.666666666667
-8|	-3|-8	1.0
-8|	-4|	0.217391304348
-8|	2|	0.0434782608696
-8|	-5|-8	0.25
0|-7	-8|0	1.0
-7|-13	-13|	0.666666666667
-7|-13	-15|	0.333333333333
-7|-15	-15|	1.0
-12|-3.0	-8|-12	1.0
-7|2	0|-7	0.333333333333
-7|2	-10|	0.666666666667
-12|-4	-8|-12	1.0
-12|-5.-10	-5|-12	1.0
-10|-5.-8	-8|-10	1.0
-3|-5	-1|-3	0.333333333333
-3|-5	-5|-3	0.666666666667
-7|-3	-15|	1.0
-12|-5.-12.-5.-13	-1|	1.0
-1|-7	-5|-1	0.666666666667
-1|-7	-7|-1	0.333333333333
-17|	-12|-17	1.0
-17|	-8|-17	1.0
-8|0	0|-8	0.2
-8|0	-1|-8	0.2
-8|0	-4|	0.2
-8|0	-10|	0.2
-8|0	2|	0.2
-12|-17	-8|-12	1.0
-5|-8	0|-5	0.25
-5|-8	-10|-5.-8	1.0
-5|-8	-3|-5	0.25
-5|-8	-1|-5	0.25
-12|0	0|-12	0.5
-12|0	-3|-12	0.5
-3|	-1|-3	0.5
-3|	4|	0.0416666666667
-3|	-10|	0.125
-3|	-11|	0.0833333333333
-3|	0|-3	0.333333333333
-3|	-5|-3	0.5
-3|	-12|-3	0.2
-3|	-7|-3	1.0
-7|-1	-3|-7	0.333333333333
-7|-1	-5|-7	0.333333333333
-7|-1	-1|-7	0.333333333333
-7|-12	-13|	1.0
-13|-9	-8|-13	1.0
-8|-13	-17|	0.5
-8|-13	-4|	0.5
-3|0	4|	0.166666666667
-3|0	0|-3	0.333333333333
-3|0	-7|-3	0.166666666667
-3|0	-10|	0.166666666667
-3|0	-12|-3.0	1.0
-1|129	-13|-1	1.0
-13|-1	-10|	1.0
0|-1	-1|0	0.25
0|-1	-3|0	0.25
0|-1	-5|0	0.25
0|-1	-10|0	0.25
-13|-5	-7|-13	1.0
7|	12|	1.0
-8|-5	-7|-8	0.5
-8|-5	-5|-8	0.5
-3|-8	-1|-3	1.0
-5|-7	-8|-5	0.166666666667
-5|-7	-1|-5	0.166666666667
-5|-7	-12|	0.333333333333
-5|-7	-7|-5	0.333333333333
-11|	-3|-11	0.5
-5|-10	-1|-5	0.142857142857
-5|-10	-7|-5	0.142857142857
-5|-10	-12|-5.-10	1.0
-5|-10	-13|-5	0.142857142857
-5|-10	129|	0.142857142857
0|-3	-8|0	0.333333333333
0|-3	4|	0.333333333333
0|-3	-3|0	0.333333333333
-3|-11	-12|-3	0.5
-3|-11	-11|	0.5
-5|	0|-5	0.5
-5|	-3|-5	0.666666666667
-5|	-1|-5	0.333333333333
-5|	-8|-5	0.5
-5|	-7|-5	0.333333333333
-5|	-10|	0.0833333333333
-5|	-12|	0.472222222222
-5|	-13|-5	1.0
-5|	129|	0.0277777777778
-12|-13	-8|-12	1.0
2|-1	-8|2	1.0
0|-10	-8|0	1.0
-5|-15	-13|-5	1.0
4|	-8|4	1.0
4|	2|4	1.0
-10|	-7|-10	0.333333333333
-10|	-8|-10	1.0
-10|	-1|-10	1.0
-10|	-3|-10	1.0
-10|	-5|-10	0.142857142857
-10|	0|-10	1.0
-1|-5	-5|-1	0.333333333333
-1|-5	0|-1	0.333333333333
-1|-5	-9|	0.333333333333
-13|-15	-10|	1.0
0|-8	-8|0	0.25
0|-8	-3|0	0.75
-3|-7	0|-3	1.0
-3|-12	-12|-3	0.625
-3|-12	-11|	0.125
-3|-12	-10|	0.25
-12|-5.-13	-5|-12.-5.-13	1.0
-4|	-12|-4	1.0
-4|	-8|-4	1.0
-4|	-1|-4	0.25
-4|	2|-4	1.0
-4|	-10|-4	1.0
-8|-1	-4|	1.0
-7|-8	-5|-7	1.0
-1|-10	-10|-1	1.0
-8|-17	-17|	1.0
-13|	-5|-13	1.0
-13|	-8|-13	0.5
-13|	-12|-13	1.0
-13|	-10|	0.222222222222
-13|	-7|-13	0.666666666667
-5|-1	0|-5	0.333333333333
