-4 => 2 0.5
-4 => -8 0.5
-9 => -8 0.5
-9 => -3 0.5
0 -1 => 2 1.0
0 => 12 0.0789473684211
0 => 16 0.0526315789474
0 => -5 0.315789473684
0 => -10 0.421052631579
0 => -1 0.0263157894737
0 => -3 0.105263157895
16 => 2 0.5
16 => 14 0.5
-1 => 11 0.0789473684211
-1 => -10 0.263157894737
-1 => -5 0.315789473684
-1 => 0 0.0526315789474
-1 => 2 0.0263157894737
-1 => -9 0.105263157895
-1 => -8 0.157894736842
-7 -8 -5 => 0 1.0
-3 -1 => -9 1.0
-6 -3 2 => -6 1.0
4 -8 => -5 1.0
1 -3 => -8 1.0
-7 -8 => -5 1.0
-10 -3 => 0 0.5
-10 -3 => -10 0.5
4 2 => 5 1.0
-5 -10 => -3 1.0
11 => 4 1.0
-4 -8 => -3 1.0
-8 => -4 0.0416666666667
-8 => -5 0.583333333333
-8 => -10 0.0833333333333
-8 => -7 0.208333333333
-8 => -6 0.0416666666667
-8 => -3 0.0416666666667
-2 -8 => -5 0.5
-2 -8 => -10 0.5
2 -7 => -10 1.0
-7 0 => -10 0.5
-7 0 => 16 0.5
1 => -5 0.5
1 => -3 0.5
-5 2 => -10 0.5
-5 2 => -7 0.25
-5 2 => -6 0.25
-7 0 -10 => -5 1.0
-9 -8 -5 => -1 0.5
-9 -8 -5 => 4 0.5
-3 -10 -5 => 2 0.5
-3 -10 -5 => -1 0.5
-6 -10 => -5 1.0
-5 -8 -5 => 1 0.5
-5 -8 -5 => -3 0.5
-5 -3 => -5 1.0
-3 -7 => -5 1.0
1 -5 => 2 1.0
-6 0 => -10 1.0
-1 -8 => -5 0.666666666667
-1 -8 => -6 0.333333333333
-10 -1 => -8 1.0
-8 -5 => 1 0.0714285714286
-8 -5 => 0 0.428571428571
-8 -5 => -1 0.142857142857
-8 -5 => 4 0.142857142857
-8 -5 => -3 0.0714285714286
-8 -5 => -2 0.142857142857
11 4 => 16 1.0
-3 => -5 0.047619047619
-3 => 0 0.0952380952381
-3 => 1 0.047619047619
-3 => -10 0.0952380952381
-3 => -7 0.238095238095
-3 => 2 0.285714285714
-3 => -1 0.0952380952381
-3 => -8 0.0952380952381
-5 0 => -5 1.0
-6 2 => -10 1.0
2 -10 -6 => 2 1.0
-8 -6 => -3 1.0
-9 -3 => -1 1.0
-3 2 => -6 0.166666666667
-3 2 => -3 0.833333333333
0 -3 => -10 0.5
0 -3 => -8 0.5
2 -3 => -7 1.0
-8 -10 => -5 0.5
-8 -10 => -3 0.5
-2 => -8 1.0
12 -1 => 11 1.0
-8 -3 => 0 1.0
-7 -5 => -1 1.0
-10 -5 => -10 0.0833333333333
-10 -5 => 3 0.0833333333333
-10 -5 => 2 0.25
-10 -5 => -1 0.583333333333
-2 -8 -5 => -2 1.0
-3 0 => -3 1.0
12 => -1 0.6
12 => -8 0.4
-5 => 0 0.131868131868
-5 => -7 0.131868131868
-5 => 1 0.021978021978
-5 => -10 0.021978021978
-5 => 3 0.021978021978
-5 => 2 0.0879120879121
-5 => -1 0.307692307692
-5 => 4 0.0549450549451
-5 => -3 0.021978021978
-5 => -2 0.043956043956
-5 => -8 0.153846153846
-1 2 => -5 1.0
4 => 2 0.111111111111
4 => -8 0.444444444444
4 => 16 0.444444444444
2 -5 => 4 1.0
16 2 => 14 1.0
-10 => -5 0.5
-10 => -9 0.0416666666667
-10 => -6 0.333333333333
-10 => -1 0.0416666666667
-10 => -3 0.0833333333333
21 0 => 12 1.0
-7 -3 => 2 1.0
-9 -8 => -5 1.0
2 0 => -1 1.0
-7 -10 -6 => 2 1.0
21 => 0 1.0
5 2 => 0 1.0
5 => 2 1.0
-8 -7 => -3 1.0
-3 -10 => -5 1.0
-7 -10 => -6 1.0
-7 -5 -1 => -5 1.0
-1 -5 => -7 1.0
-5 -8 => -5 0.285714285714
-5 -8 => -4 0.142857142857
-5 -8 => -7 0.571428571429
1 -5 2 => -6 1.0
14 => 12 0.5
14 => 21 0.5
-6 -3 => 1 0.5
-6 -3 => 2 0.5
-7 => -5 0.294117647059
-7 => 0 0.117647058824
-7 => -8 0.235294117647
-7 => -3 0.294117647059
-7 => -10 0.0588235294118
0 -5 => -8 1.0
-6 -10 -5 => -10 1.0
2 => 14 0.09375
2 => 0 0.03125
2 => -5 0.03125
2 => -4 0.0625
2 => -7 0.0625
2 => -6 0.125
2 => 5 0.03125
2 => -3 0.3125
2 => -10 0.25
14 12 => -8 1.0
-8 -5 -1 => -8 1.0
2 -10 => -5 0.75
2 -10 => -6 0.25
-3 -5 => -8 1.0
-3 -10 -5 -1 => -5 1.0
-4 2 => -4 1.0
2 -6 => -10 0.5
2 -6 => -3 0.5
-10 -5 -1 => -5 0.142857142857
-10 -5 -1 => -10 0.714285714286
-10 -5 -1 => 0 0.142857142857
-3 -8 => -10 0.5
-3 -8 => -7 0.5
0 -10 -6 => 0 1.0
3 => -9 1.0
2 -10 -5 => 3 0.333333333333
2 -10 -5 => 2 0.666666666667
-6 => 0 0.545454545455
-6 => 2 0.181818181818
-6 => -3 0.181818181818
-6 => -10 0.0909090909091
0 -10 => -5 0.25
0 -10 => -6 0.625
0 -10 => -1 0.125
4 -8 -5 => 4 0.5
4 -8 -5 => -2 0.5
-5 -7 => 0 0.333333333333
-5 -7 => -8 0.666666666667
