-9|	-12|-9	1.0
2|7	4|2	1.0
7|0	9|7.0	1.0
0|	4|	0.416666666667
0|	-12|0	1.0
0|	-8|0	1.0
0|	7|0	1.0
0|	-1|	0.0833333333333
0|	-10|0	1.0
0|	5|	0.0833333333333
16|	7|16	1.0
16|	12|16	1.0
16|	14|	0.25
-1|	3|	0.25
-1|	2|-1	1.0
-1|	-3|	0.25
-1|	0|	0.25
5|4	6|	0.166666666667
5|4	4|	0.166666666667
5|4	7|5	0.666666666667
9|11	7|9	1.0
-8|-7	-7|	0.1
-8|-7	-10|	0.9
9|	11|	0.111111111111
9|	10|	0.222222222222
9|	-5|9	1.0
9|	12|9	1.0
9|	0|	0.111111111111
9|	7|9	1.0
12|16	17|	1.0
11|	9|11	1.0
11|	14|	0.4
11|	12|11	0.5
-8|-12	-10|-8.-12	1.0
-8|	-6|-8	1.0
-8|	-2|	0.037037037037
-8|	-12|-8	1.0
-8|	7|-8	1.0
-8|	-10|	0.481481481481
-8|	-7|	0.296296296296
-8|	-5|-8	1.0
-10|-13	-9|	1.0
1|	2|1	1.0
-5|7	-8|	0.5
-5|7	-6|	0.5
12|9	2|12	1.0
-12|-9	-13|	1.0
0|4	7|0	0.5
0|4	5|	0.5
2|-1	0|2.-1	1.0
10|	7|10	1.0
-8|0	-7|-8.0	1.0
7|6	-5|7	0.2
7|6	9|7.6	1.0
7|6	-8|7	0.2
7|6	5|	0.4
9|7.6	11|	1.0
-3|-4	-2|	1.0
9|7.0	10|	1.0
-8|7	-6|-8	1.0
2|1	0|2.1	1.0
-5|-8	-3|-5.-8	1.0
-12|0	-5|-12	1.0
-3|	-2|	0.111111111111
-3|	1|	0.111111111111
-3|	-5|-3	0.5
-3|	5|	0.111111111111
6|	7|6	0.2
7|-8	6|	1.0
4|7	0|4	1.0
-6|-8	-5|-6	1.0
-7|-6	5|	1.0
2|12	5|2	1.0
7|9	5|	1.0
7|16	8|	1.0
5|2	9|5	0.333333333333
5|2	4|	0.333333333333
5|2	-1|	0.333333333333
7|	12|7	1.0
7|	-8|7	1.0
7|	6|	0.137931034483
7|	-5|7	0.5
7|	2|7	1.0
7|	4|7	1.0
7|	0|	0.0344827586207
7|	16|	0.0344827586207
7|	9|	0.206896551724
7|	8|	0.0344827586207
7|	5|	0.275862068966
9|5	0|	1.0
-2|	-3|-2	1.0
-2|	-1|	0.5
-5|-7	-8|	0.25
-5|-7	-3|	0.75
12|7	16|	1.0
-8|-10.-7	-2|	1.0
-3|-2	1|	1.0
12|	11|	0.181818181818
12|	7|12	0.5
12|	14|	0.0909090909091
12|	17|	0.181818181818
12|	16|	0.272727272727
12|	2|12	1.0
-5|	-3|	0.235294117647
-5|	-8|	0.117647058824
-5|	7|-5	0.5
-5|	-4|	0.0588235294118
-5|	-7|	0.176470588235
-5|	-15|	0.0588235294118
-5|	-6|	0.235294117647
-12|-13	-10|	1.0
7|2	6|	1.0
14|17	11|14	1.0
0|2.1	-1|	1.0
4|	5|4	0.166666666667
4|	7|4	0.25
4|	0|4	0.5
4|	2|	0.454545454545
-10|	-8|-10	0.0909090909091
-10|	-12|-10	0.5
-10|	-9|	0.0555555555556
-12|-10	-7|	0.5
-12|-10	-8|-12	0.5
-4|	-3|-4	1.0
12|11	14|	0.5
12|11	11|	0.5
5|	4|	0.571428571429
5|	9|5	1.0
5|	6|	0.047619047619
5|	7|5	0.6
5|	-1|	0.0952380952381
7|10	2|7	1.0
7|12	16|	0.5
7|12	5|	0.5
-10|-8.-12	-12|-10	1.0
-5|9	7|-5	1.0
-10|-7	-8|-10.-7	1.0
7|4	12|7	0.5
7|4	0|	0.25
7|4	5|	0.25
11|14	14|	1.0
-13|	-12|-13	1.0
-13|	-10|-13	1.0
-5|-12	-6|	1.0
14|	12|	0.666666666667
14|	11|14	1.0
-7|	-10|-7	1.0
-7|	-5|-7	0.25
-7|	-8|-7	0.9
-7|	5|	0.117647058824
-3|-5.-8	5|	1.0
2|	0|	0.466666666667
2|	7|2	1.0
2|	5|2	0.333333333333
2|	4|2	1.0
-12|-8	-13|	1.0
9|8	12|9	1.0
-5|-3	-7|	0.5
-5|-3	-6|	0.333333333333
-5|-3	-15|	0.166666666667
-8|-10.0	-12|-8	1.0
7|-5	-5|7	0.5
7|-5	4|7	0.5
0|2.-1	-8|0	1.0
-12|	-8|-12	1.0
-12|	-5|-12	1.0
-12|	-10|	0.181818181818
-12|	-13|	0.181818181818
-12|	-7|	0.272727272727
4|2	5|4	1.0
7|5	9|	0.6
7|5	5|	0.4
17|	14|17	1.0
-12|-15	-10|	1.0
3|	4|	1.0
-6|	-5|-6	1.0
-6|	-7|-6	1.0
-6|	-3|	0.4
-10|0	-8|-10.0	1.0
-7|-8.0	-10|-7	1.0
-5|-6	-4|	1.0
-8|-10	-12|-8	0.0909090909091
-8|-10	-2|	0.0909090909091
-8|-10	7|-8	0.181818181818
-8|-10	-10|	0.0909090909091
-8|-10	-7|	0.454545454545
-8|-10	-5|-8	0.0909090909091
8|	9|8	1.0
-15|	-12|-15	1.0
