-45|	-43|-45	0.2
-42|	-45|	0.222222222222
-42|	-38|	0.296296296296
-42|	-43|-42	0.8
-42|	129|	0.111111111111
-42|-43.-45	-45|	0.545454545455
-42|-43.-45	-43|-42	0.181818181818
-42|-43.-45	129|	0.272727272727
-42|-43.-38	-43|-42	1.0
-37|	-38|-37	1.0
-43|	-45|	0.602739726027
-43|	-42|	0.356164383562
-43|	129|	0.013698630137
-43|	-38|-43	1.0
-43|-42	-42|-43.-42	1.0
-43|-42	-38|-43	0.2
-40|	-45|	0.5
-40|	-43|	0.5
-42|-43.-42	-38|	1.0
-38|-37	-40|	1.0
-43|-45	-45|	0.8
-43|-45	-42|-43.-45	0.272727272727
-38|	-40|	0.166666666667
-38|	-37|	0.166666666667
-38|	-43|-38	0.875
-43|-38	129|	0.125
-43|-38	-42|-43.-38	1.0
129|	-45|	0.75
129|	-42|	0.25
-38|-43	-37|	1.0
