7|5.4	8|7.5.4	1.0
17|13	20|	1.0
8|5	13|	0.4
8|5	2|8	0.2
8|5	6|8.5	1.0
8|5	12|8	0.2
-9|	-11|	1.0
11|19	12|11	1.0
11|17	7|11	0.5
11|17	12|11	0.5
15|7	21|	0.2
15|7	5|15	0.2
15|7	14|	0.6
0|	3|0	1.0
0|	2|0	1.0
0|	1|	0.0666666666667
0|	129|	0.133333333333
0|	-1|	0.266666666667
10|6	6|10	1.0
-1|	8|-1	1.0
-1|	0|-1	1.0
10|11	9|	1.0
5|4	-2|	0.166666666667
5|4	4|	0.333333333333
5|4	7|5.4	1.0
5|4	15|	0.333333333333
19|	12|19	0.5
19|	15|19	0.333333333333
19|	11|19	1.0
19|	20|	0.142857142857
19|	22|	0.0714285714286
19|	17|19	1.0
2|0	0|2	1.0
8|2	0|8	1.0
3|5	4|	0.2
3|5	7|3	0.2
3|5	12|3	0.4
3|5	17|	0.2
9|	10|9	0.5
9|	8|	0.6
3|-2	6|3	1.0
11|	10|11	1.0
11|	7|11	1.0
11|	17|11	1.0
11|	12|11	0.25
11|	8|	0.2
12|5	14|12	1.0
6|10	4|	1.0
10|5	12|10	0.5
10|5	5|10	0.5
15|3	17|	1.0
1|	-11|1	1.0
1|	0|	0.142857142857
1|	5|1	1.0
1|	3|1	1.0
3|4	1|	1.0
19|14	12|19	1.0
19|22	15|19	1.0
2|8	3|2	1.0
18|	15|18	1.0
7|8.10	5|7.8.10	0.333333333333
5|7.8.10	8|5	0.666666666667
5|7.8.10	19|5	0.333333333333
10|15	7|10	1.0
15|19	10|15	0.333333333333
15|19	12|15	0.666666666667
15|17	14|	1.0
10|	12|10	0.571428571429
10|	7|10	0.333333333333
10|	6|10	1.0
10|	15|10	1.0
10|	22|	0.0384615384615
10|	8|10	0.25
10|	9|	0.153846153846
10|	5|10	1.0
7|6	15|7	0.6
7|6	5|7.6	1.0
1|20	0|	1.0
14|5	5|14	1.0
2|3.12	20|	1.0
5|7.10	-2|	1.0
3|2	2|	0.5
3|2	5|3	0.5
14|21	19|14	1.0
6|	4|	0.1
6|	-2|	0.1
6|	7|6	0.6
6|	10|6	1.0
6|	3|6	1.0
10|12	8|10.12	0.2
10|12	12|10	0.25
10|12	22|	0.125
19|7	12|19	0.25
19|7	20|	0.25
19|7	15|19	0.5
7|3	8|7	0.333333333333
7|3	3|7	0.333333333333
7|3	5|	0.333333333333
13|	17|13	1.0
2|12	8|2	1.0
6|8.5	-2|	1.0
0|-1	2|0	1.0
7|8.7	12|7	0.166666666667
7|8.7	6|	0.5
7|8.7	15|7	0.166666666667
7|8.7	5|	0.166666666667
19|17	20|	1.0
6|3	3|6	0.666666666667
6|3	10|6	0.333333333333
5|7.6	4|	1.0
7|	12|7	1.0
7|	8|7	0.125
7|	10|	0.0769230769231
7|	6|	0.0769230769231
7|	15|7	0.2
7|	3|7	0.5
7|	19|7	0.5
7|	5|	0.307692307692
-2|	2|-2	1.0
-2|	22|	0.333333333333
-2|	3|-2	1.0
3|12	2|3.12	1.0
3|12	7|3	0.5
-11|	20|	1.0
17|12	19|17	1.0
5|3	7|5	0.5
5|3	3|5	0.5
3|6	10|3	1.0
12|7	15|12	1.0
15|14	14|	0.666666666667
15|14	17|	0.333333333333
12|	11|	0.1875
12|	7|12	1.0
12|	-9|	0.03125
12|	10|12	0.625
12|	3|12	0.5
12|	8|12	1.0
12|	17|12	1.0
12|	14|12	0.5
12|	15|12	0.4
12|	2|12	1.0
20|	19|20	0.333333333333
20|	0|20	1.0
20|	1|20	1.0
8|12	7|8.12	0.5
10|8	8|10.8	1.0
