-2 -12 => -2 1.0
-2 1 => -2 1.0
5 2 => 3 1.0
-9 => -5 0.4
-9 => 1 0.05
-9 => -4 0.25
-9 => -12 0.1
-9 => 7 0.05
-9 => -11 0.15
2 3 2 => -2 1.0
4 -2 => 5 1.0
0 => 12 0.0147058823529
0 => 15 0.0147058823529
0 => -10 0.0735294117647
0 => 6 0.0147058823529
0 => 3 0.0294117647059
0 => -5 0.132352941176
0 => -4 0.0882352941176
0 => -7 0.0147058823529
0 => 2 0.0882352941176
0 => -1 0.220588235294
0 => 4 0.0882352941176
0 => -3 0.0735294117647
0 => -2 0.0882352941176
0 => 129 0.0147058823529
0 => -8 0.0294117647059
0 => -12 0.0147058823529
16 => 11 0.5
16 => -5 0.5
-6 5 => 129 1.0
-1 => -5 0.2
-1 => 0 0.7
-1 => 2 0.05
-1 => -3 0.05
-5 0 => -5 0.8
-5 0 => -10 0.1
-5 0 => -7 0.1
-3 -1 => 0 1.0
4 5 => 12 0.5
4 5 => 7 0.5
-9 -5 => -10 0.125
-9 -5 => -2 0.625
-9 -5 => -9 0.125
-9 -5 => 0 0.125
4 -8 => 2 0.111111111111
4 -8 => 4 0.888888888889
-2 0 -5 => 129 1.0
0 4 => 0 0.833333333333
0 4 => 5 0.166666666667
-3 -1 0 => -1 1.0
0 -2 => 1 0.166666666667
0 -2 => -4 0.166666666667
0 -2 => -5 0.166666666667
0 -2 => 14 0.166666666667
0 -2 => 0 0.333333333333
5 3 => 1 0.333333333333
5 3 => 2 0.333333333333
5 3 => -12 0.333333333333
9 => 7 1.0
-5 -10 => -7 1.0
0 -7 => -2 1.0
-14 => -11 0.1
-14 => -2 0.9
11 => 14 1.0
-2 -5 => -12 0.166666666667
-2 -5 => -9 0.666666666667
-2 -5 => -14 0.166666666667
-1 -3 => 4 1.0
5 12 => 3 1.0
-9 1 => 5 1.0
5 10 => 7 1.0
-8 => 0 0.0625
-8 => -5 0.1875
-8 => -4 0.0625
-8 => 2 0.0625
-8 => 4 0.5
-8 => -3 0.125
129 -5 => -1 1.0
-5 -9 => -11 0.2
-5 -9 => -4 0.2
-5 -9 => 1 0.2
-5 -9 => -12 0.4
1 => 0 0.0833333333333
1 => -7 0.5
1 => 5 0.0833333333333
1 => 3 0.0833333333333
1 => -2 0.25
4 -5 => -8 1.0
-7 10 => -2 1.0
-2 129 => -5 1.0
1 0 => 4 1.0
2 -7 => 1 0.5
2 -7 => -3 0.5
5 129 => 2 1.0
-12 -11 => -4 1.0
-2 4 => -2 1.0
0 129 => 0 1.0
3 -7 => 1 0.5
3 -7 => 3 0.25
3 -7 => -3 0.25
5 -7 => 10 0.0714285714286
5 -7 => 3 0.142857142857
5 -7 => 5 0.785714285714
4 -6 => 5 1.0
129 0 => -2 1.0
10 => 9 0.2
10 => 8 0.2
10 => 5 0.2
10 => 7 0.2
10 => -2 0.2
10 -2 => 6 1.0
-9 -5 0 => -7 1.0
0 -8 => -5 0.5
0 -8 => -3 0.5
0 12 => 0 1.0
-5 4 => -5 0.5
-5 4 => -8 0.5
-12 -2 => -10 0.333333333333
-12 -2 => -12 0.666666666667
-8 -5 => 0 0.666666666667
-8 -5 => 4 0.333333333333
3 -2 => -10 1.0
7 5 => 3 0.666666666667
7 5 => 4 0.333333333333
2 3 => 0 0.2
2 3 => 2 0.2
2 3 => 5 0.4
2 3 => 8 0.2
0 -12 => -11 1.0
-9 -4 => 0 1.0
8 0 => 4 1.0
5 4 => 5 1.0
-3 3 => -7 0.5
-3 3 => -2 0.5
-5 -14 => -11 1.0
-2 -10 => -2 1.0
-8 4 => -8 1.0
1 -2 => -5 0.666666666667
1 -2 => 0 0.333333333333
4 0 => 2 0.428571428571
4 0 => 4 0.285714285714
4 0 => -3 0.285714285714
-5 129 => 3 0.5
-5 129 => -2 0.5
-1 0 => -8 0.0714285714286
-1 0 => 2 0.0714285714286
-1 0 => -1 0.642857142857
-1 0 => 4 0.142857142857
-1 0 => -2 0.0714285714286
-10 2 => -10 1.0
-12 -9 => -5 0.2
-12 -9 => -4 0.8
7 => 1 0.2
7 => 3 0.2
7 => 5 0.6
-4 -9 => -11 0.4
-4 -9 => -5 0.4
-4 -9 => 7 0.2
-2 0 => -5 0.2
-2 0 => 129 0.2
-2 0 => -2 0.6
-2 => 1 0.0666666666667
-2 => 14 0.0222222222222
-2 => 0 0.111111111111
-2 => -5 0.133333333333
-2 => -4 0.0444444444444
-2 => 2 0.0222222222222
-2 => 5 0.0444444444444
-2 => 4 0.0222222222222
-2 => -12 0.0666666666667
-2 => 6 0.0222222222222
-2 => 129 0.0222222222222
-2 => -10 0.2
-2 => -9 0.0222222222222
-2 => -14 0.2
-5 -8 => -5 0.666666666667
-5 -8 => 0 0.333333333333
-11 -9 => -5 1.0
-8 -3 => 0 1.0
12 3 => 2 1.0
-11 => -4 0.166666666667
-11 => -12 0.166666666667
-11 => -9 0.666666666667
0 -4 => -11 0.166666666667
