-1|7.-1	7|-1.7.-1	1.0
11|19	19|	1.0
-1|0	11|-1	0.2
-1|0	2|-1	0.2
-1|0	129|	0.4
-1|0	7|-1	0.2
2|7	7|2	1.0
7|-1.7.2	-1|7.-1	1.0
7|0	5|7	0.176470588235
7|0	-1|7.0	1.0
7|0	0|7.0	1.0
7|0	14|7	0.176470588235
7|0	2|7	0.0588235294118
7|0	129|	0.0588235294118
0|	4|	0.0666666666667
0|	2|0	0.5
0|	-3|0	0.5
0|	-1|0	0.2
0|	7|0	0.176470588235
0|	129|0	1.0
0|	3|	0.0333333333333
16|	9|16	1.0
-1|	7|-1	0.0666666666667
-1|	-2|	0.04
-1|	0|-1	0.333333333333
-1|	5|-1	1.0
-1|	11|-1	1.0
-1|	2|-1	0.5
-1|	129|	0.08
0|-5	4|0.-5	1.0
-1|-3	5|-1	1.0
5|4	4|5	1.0
-1|7.6	-2|	1.0
7|-1.7.-1	-3|	1.0
9|11	8|	1.0
9|16	18|	1.0
4|0.-5	0|4	1.0
14|2	19|	1.0
7|0.7.0	5|7	0.5
7|0.7.0	-1|7.0	0.5
9|	14|9	0.5
9|	2|9	1.0
9|	18|	0.0588235294118
9|	1|	0.0588235294118
9|	6|9	0.142857142857
9|	16|	0.0588235294118
9|	7|9	1.0
9|	4|9	0.5
9|	8|	0.0588235294118
4|5	5|4	0.333333333333
4|5	-3|4	0.333333333333
4|5	0|4	0.333333333333
0|-3	2|0	0.5
0|-3	-1|0	0.5
11|	9|11	1.0
11|	4|11	1.0
11|	2|11	0.666666666667
11|	19|	0.1
11|	14|11	0.5
11|	12|11	0.5
12|5	4|12	0.5
12|5	5|12	0.5
-3|6	6|-3	1.0
2|129	0|2	1.0
7|-1.7.-3	2|7	0.75
7|-1.7.-3	0|7.-1	0.25
5|6	14|5	0.5
5|6	2|5	0.5
1|	9|1	1.0
11|2	2|11	0.666666666667
11|2	12|11	0.333333333333
2|-5	0|2	1.0
9|1	2|9	1.0
2|11	11|2	0.666666666667
2|11	12|2	0.333333333333
18|	14|18	1.0
7|0.7.-1	2|7	1.0
129|0	7|129	1.0
0|4	2|0	0.333333333333
0|4	-3|0	0.333333333333
0|4	7|0.4	1.0
6|7	5|6	0.666666666667
6|7	129|	0.333333333333
2|-1	-5|2	0.5
2|-1	-1|2	0.5
10|	14|10	1.0
7|6	-1|7.6	1.0
7|6	4|7	0.5
-1|7.-3	7|-1.7.-3	0.25
14|11	11|14	0.5
14|11	10|	0.5
14|5	11|14	1.0
7|-1.7.0	5|7	1.0
5|7	2|5	0.1
5|7	7|5	0.9
0|7.-1	7|0.7.-1	1.0
4|11	12|4	1.0
14|21	23|	1.0
6|	14|6	1.0
6|	-3|6	1.0
6|	5|6	0.5
6|	-5|	0.157894736842
6|	9|6	1.0
6|	7|6	0.5
6|	129|	0.0526315789474
14|7	13|	0.75
14|7	12|14	0.25
11|-1	9|11	1.0
4|7	7|4	0.9375
4|7	0|4	0.0625
13|	12|13	1.0
9|14	16|	0.5
9|14	14|9	0.5
14|23	11|14	1.0
-3|0	-1|-3	0.5
-3|0	0|-3	0.5
2|12	14|2	0.2
2|12	12|2	0.6
2|12	11|2	0.2
-1|129	2|-1	1.0
14|18	19|	1.0
7|9	9|	1.0
0|-1	-1|0	0.333333333333
0|-1	4|	0.333333333333
0|-1	129|0	0.333333333333
-1|7	-2|	0.0714285714286
-1|7	7|-1	0.928571428571
7|	12|7	1.0
7|	5|7	0.1
7|	6|7	0.333333333333
7|	-3|	0.148148148148
7|	-1|7	0.928571428571
7|	0|7	1.0
7|	14|7	0.75
7|	2|7	1.0
7|	-5|	0.0648148148148
7|	4|7	0.0625
7|	9|	0.00925925925926
7|	129|	0.00925925925926
9|5	4|9	1.0
-2|	-3|-2	1.0
14|10	9|14	1.0
12|2	2|12	1.0
7|8	6|7	1.0
12|7	5|12	1.0
19|	11|19	1.0
19|	14|19	1.0
19|	12|19	0.5
-3|-2	-5|-3	1.0
12|	14|12	1.0
12|	9|12	0.142857142857
12|	11|12	1.0
12|	19|	0.0454545454545
12|	5|12	0.333333333333
12|	4|12	1.0
