-1|7.-1	7|-1.7.-1	1.0
12|	2|12	0.2
12|	129|	0.0454545454545
4|12	12|4	1.0
7|-1.2	6|7	1.0
-5|	0|-5	1.0
-5|	7|-5	0.636363636364
-5|	2|-5	1.0
12|13	9|12	1.0
7|2	12|7	0.05
7|2	2|7	0.3
7|2	0|7	0.3
7|2	-1|7.2	1.0
7|2	4|7	0.2
4|3	-1|4	1.0
14|19	21|	1.0
14|12	11|14	1.0
4|	5|4	1.0
4|	-3|4	1.0
4|	-1|4	1.0
4|	12|4	0.25
4|	7|4	0.1875
4|	0|4	0.333333333333
4|	9|4	1.0
7|-3	-1|7.-3	1.0
7|-3	-3|	0.692307692308
-5|2	0|-5	1.0
9|6	14|9	1.0
5|12	12|5	0.666666666667
5|12	9|5	0.333333333333
0|7.0	7|0.7.0	0.5
4|7.-1	0|4	1.0
7|0.4	129|	1.0
7|14	14|7	1.0
6|-3	-3|6	0.666666666667
6|-3	7|6	0.333333333333
11|12	12|11	1.0
0|2	3|	0.2
0|2	-3|0	0.2
0|2	-1|0	0.6
-1|4	0|-1	1.0
9|2	7|9	1.0
21|	14|21	1.0
2|5	7|2.5	1.0
2|5	-1|2	0.5
12|11	9|12	0.5
12|11	129|	0.5
5|	12|5	0.5
5|	9|5	1.0
5|	4|5	0.333333333333
5|	2|5	0.5
5|	14|5	1.0
5|	7|5	0.333333333333
11|14	4|11	0.25
11|14	2|11	0.25
11|14	14|11	0.5
9|4	1|	1.0
2|9	9|2	1.0
2|0	0|2	0.5
2|0	-1|2	0.5
7|-1	5|7	0.2
7|-1	6|7	0.0666666666667
7|-1	-3|	0.2
7|-1	0|7.-1	1.0
7|-1	-1|7.-1	1.0
7|-1	2|7	0.2
7|-1	4|7.-1	1.0
14|	10|	0.0526315789474
14|	13|	0.315789473684
14|	19|	0.105263157895
14|	9|14	0.5
14|	7|14	1.0
14|	21|	0.0526315789474
14|	11|14	0.25
14|	23|	0.0526315789474
14|	12|14	1.0
2|	7|2	0.3
2|	-5|2	1.0
2|	0|2	0.2
2|	14|2	1.0
2|	9|2	1.0
2|	12|2	1.0
2|	11|2	0.333333333333
2|	-1|2	0.666666666667
129|	2|129	1.0
129|	-5|	0.333333333333
129|	-1|129	1.0
129|	7|129	1.0
12|14	14|12	1.0
9|12	4|9	0.142857142857
9|12	6|9	0.857142857143
14|6	13|	1.0
-1|2	7|-1.2	1.0
-1|2	0|-1	0.666666666667
14|9	7|14	0.5
14|9	9|14	0.5
-5|-3	2|-5	1.0
12|4	5|12	0.25
12|4	4|12	0.5
12|4	2|12	0.25
7|-5	-5|	0.636363636364
7|-5	-3|	0.363636363636
4|9	5|4	0.5
4|9	9|4	0.5
0|7	7|0	1.0
7|2.5	12|7	1.0
5|-1	4|5	1.0
7|5	5|7	0.333333333333
7|5	4|7	0.666666666667
-1|7.0	7|-1.7.0	1.0
23|	14|23	1.0
3|	4|3	1.0
7|129	6|7	1.0
5|7.4	2|5	1.0
-3|	-1|-3	1.0
-3|	6|-3	0.666666666667
-3|	7|-3	0.307692307692
-3|	0|-3	0.5
-3|	-5|-3	1.0
-1|7.2	7|-1.7.2	1.0
12|19	11|12	0.5
12|19	19|	0.5
7|4	0|7	0.1875
7|4	2|7	0.5625
7|4	4|7	0.1875
7|4	5|7.4	1.0
-3|4	0|-3	1.0
6|9	-5|	0.428571428571
6|9	9|6	0.142857142857
6|9	14|6	0.428571428571
8|	7|8	1.0
