nodes	edges	diameter	avg_shortest_path	density	clustering	betweenness	modularity	repeatedness	melodic	label
47	370	5	2.2164662349676227	0.1711378353376503	0.4163305104150968	0.027032582999280505	0.145831432704714	5.48936170212766	1.0	CLASSICAL
18	80	6	2.3333333333333335	0.26143790849673204	0.5444091132144061	0.08333333333333333	0.2542866941015089	3.111111111111111	1.6999999999999993	CLASSICAL
15	43	5	2.342857142857143	0.20476190476190476	0.4169192287788113	0.10329670329670328	0.19944444444444448	3.066666666666667	1.6499999999999995	CLASSICAL
27	258	5	1.8176638176638176	0.36752136752136755	0.600847403912397	0.032706552706552705	0.14402796007447877	4.962962962962963	1.0	CLASSICAL
26	138	5	2.2753846153846156	0.2123076923076923	0.3368905526513671	0.053141025641025644	0.3134110787172012	4.076923076923077	1.0	CLASSICAL
13	35	7	2.801282051282051	0.22435897435897437	0.2675173586055387	0.16375291375291373	0.3148148148148147	3.3846153846153846	3.5	CLASSICAL
37	264	4	2.1178678678678677	0.1981981981981982	0.6856364824676408	0.03193908193908194	0.20274819197896124	4.864864864864865	1.0	CLASSICAL
14	38	4	2.1538461538461537	0.2087912087912088	0.4327111911670735	0.10489510489510491	0.2695473251028806	2.5714285714285716	1.6117647058823523	CLASSICAL
10	22	6	2.7777777777777777	0.24444444444444444	0.19574358974358974	0.22222222222222224	0.345703125	3.0	1.0	CLASSICAL
23	101	5	2.375494071146245	0.19960474308300397	0.3921798718530357	0.0654997176736307	0.31461304278160546	4.521739130434782	1.0	CLASSICAL
32	220	6	2.277217741935484	0.2217741935483871	0.4629071302396823	0.042573924731182794	0.34255076531731066	5.625	1.0	CLASSICAL
21	71	7	2.736842105263158	0.16904761904761906	0.2592972632849765	0.09649122807017543	0.24809917355371902	4.476190476190476	2.5999999999999996	CLASSICAL
18	66	5	2.4673202614379086	0.21568627450980393	0.30840170848816595	0.09170751633986929	0.3189225894069715	4.111111111111111	1.6999999999999993	CLASSICAL
34	246	5	2.283422459893048	0.2192513368983957	0.5448034423040682	0.04010695187165775	0.31859861591695504	4.176470588235294	1.0	CLASSICAL
36	133	12	3.7	0.10555555555555556	0.4496620842389776	0.07941176470588235	0.44964735807607814	3.888888888888889	1.0	CLASSICAL
25	122	4	2.2333333333333334	0.20333333333333334	0.48411462063143373	0.0536231884057971	0.29300333865582817	3.84	1.0	CLASSICAL
9	24	4	1.8928571428571428	0.3333333333333333	0.32239057239057245	0.1488095238095238	0.283203125	3.5555555555555554	1.0	CLASSICAL
23	108	4	2.2114624505928853	0.2134387351778656	0.4805560428275545	0.05768868812347073	0.29939184746877057	4.782608695652174	1.0	CLASSICAL
24	76	8	2.9347826086956523	0.13768115942028986	0.2427134817957254	0.08794466403162055	0.3081955922865014	4.5	1.0	CLASSICAL
12	30	5	2.5606060606060606	0.22727272727272727	0.21799145299145295	0.15606060606060604	0.19010416666666666	3.5	2.0	CLASSICAL
31	130	6	2.60752688172043	0.13978494623655913	0.27530108691882127	0.055431961438635526	0.36561728395061727	4.451612903225806	1.6499999999999995	CLASSICAL
31	162	6	2.3870967741935485	0.17419354838709677	0.342348950507412	0.04783092324805339	0.2403124806249613	4.774193548387097	1.0	CLASSICAL
31	140	5	2.393548387096774	0.15053763440860216	0.2491397730366411	0.04805339265850947	0.2680319523846816	4.193548387096774	1.4799999999999998	CLASSICAL
55	420	5	2.2584219858156027	0.1414141414141414	0.36383157431943214	0.02735699969164354	0.23016788414712291	5.127272727272727	5.0	CLASSICAL
28	150	6	2.392857142857143	0.1984126984126984	0.41212676759124556	0.05357142857142856	0.2714739229024943	3.5714285714285716	1.6999999999999993	CLASSICAL
32	144	5	2.5625	0.14516129032258066	0.2311260214783729	0.052083333333333336	0.32514487276392035	5.6875	1.0	CLASSICAL
25	115	7	2.6033333333333335	0.19166666666666668	0.46119273733813204	0.06971014492753623	0.2425103305785124	3.76	2.5	CLASSICAL
30	113	9	3.1770114942528735	0.12988505747126436	0.3762246211996761	0.07775041050903121	0.4434582511505588	3.4	1.0	CLASSICAL
16	54	7	2.5458333333333334	0.225	0.24460422533189752	0.11041666666666668	0.3314043209876543	4.0	1.0	CLASSICAL
21	85	5	2.3785714285714286	0.20238095238095238	0.2847764019963429	0.07255639097744361	0.28430555555555553	3.9047619047619047	1.8499999999999996	CLASSICAL
27	103	7	2.8133903133903133	0.1467236467236467	0.281183622260661	0.07253561253561254	0.3176364234056542	3.7777777777777777	2.0	CLASSICAL
16	41	7	2.8833333333333333	0.17083333333333334	0.2983656968031968	0.13452380952380955	0.44196428571428564	2.75	1.0	CLASSICAL
9	26	5	2.125	0.3611111111111111	0.35099965012245715	0.1607142857142857	0.32539682539682535	4.444444444444445	1.8499999999999996	CLASSICAL
32	284	5	2.060483870967742	0.2862903225806452	0.46577503894299405	0.0353494623655914	0.27490817263544537	4.75	1.0	CLASSICAL
19	107	5	2.172514619883041	0.3128654970760234	0.4563605428888663	0.06897144822841417	0.23742222222222226	4.526315789473684	1.0	CLASSICAL
15	51	6	2.3476190476190477	0.24285714285714285	0.3160142268914889	0.10366300366300364	0.19722425127830534	3.6	1.75	CLASSICAL
32	189	5	2.1703629032258065	0.1905241935483871	0.4184162725524123	0.039012096774193546	0.23460126958936722	4.9375	1.0	CLASSICAL
15	43	6	2.5142857142857142	0.20476190476190476	0.30991435465119677	0.11648351648351647	0.2589531680440771	3.6	1.75	CLASSICAL
14	34	4	2.3626373626373627	0.18681318681318682	0.2151451595856187	0.11355311355311352	0.23742603550295857	3.5714285714285716	1.0	CLASSICAL
16	64	6	2.3904761904761904	0.26666666666666666	0.4909890767132128	0.10695970695970695	0.2914263744713572	4.25	1.64	CLASSICAL
30	403	3	1.650574712643678	0.4632183908045977	0.7029341401007774	0.023234811165845647	0.12879074626413722	4.4	0	CLASSICAL
17	70	5	2.1041666666666665	0.25735294117647056	0.3376850213861335	0.07886904761904763	0.2741059302851969	4.117647058823529	1.0	CLASSICAL
47	388	7	2.513413506012951	0.17946345975948197	0.42360062435294477	0.03363141124473224	0.27076656372006297	4.553191489361702	1.5	CLASSICAL
10	32	5	2.066666666666667	0.35555555555555557	0.4980955710955711	0.13333333333333333	0.31096408317580343	4.0	0	CLASSICAL
12	48	4	1.9	0.36363636363636365	0.5464616402116403	0.1	0.29152249134948094	4.0	1.0	CLASSICAL
22	117	4	2.205627705627706	0.2532467532467532	0.3785252444219648	0.06028138528138529	0.296796875	4.363636363636363	1.0	CLASSICAL
10	38	4	1.9444444444444444	0.4222222222222222	0.5814630358826466	0.11805555555555555	0.2502972651605232	4.8	1.64	CLASSICAL
14	42	5	2.318681318681319	0.23076923076923078	0.11683596890913962	0.10989010989010987	0.2277091906721536	3.5714285714285716	1.0	CLASSICAL
11	32	4	2.0454545454545454	0.2909090909090909	0.394797600060758	0.11616161616161617	0.20052083333333337	4.0	1.0	CLASSICAL
21	86	5	2.3119047619047617	0.20476190476190476	0.3406495398834136	0.06904761904761904	0.28552318668252086	3.619047619047619	1.0	CLASSICAL
27	187	4	1.98005698005698	0.26638176638176636	0.5229681929839652	0.03920227920227921	0.11796046672704995	5.62962962962963	1.0	CLASSICAL
9	21	5	2.1607142857142856	0.2916666666666667	0.2003968253968254	0.19345238095238093	0.2681660899653979	3.5555555555555554	1.7999999999999998	CLASSICAL
28	159	4	2.1984126984126986	0.21031746031746032	0.4671986905719353	0.04609279609279609	0.30434027777777783	5.571428571428571	1.0	CLASSICAL
14	49	5	2.17032967032967	0.2692307692307692	0.41201078451674455	0.09752747252747251	0.26773356401384085	4.142857142857143	1.0	CLASSICAL
12	35	5	2.1893939393939394	0.26515151515151514	0.1623955108359133	0.11893939393939394	0.201923076923077	3.8333333333333335	1.0	CLASSICAL
21	94	6	2.2738095238095237	0.22380952380952382	0.5500422632631567	0.06704260651629072	0.26492759373140257	3.4285714285714284	1.75	CLASSICAL
48	343	6	2.2690602836879434	0.15203900709219859	0.4318243444856476	0.02758826703669442	0.22260244490358133	5.208333333333333	1.0	CLASSICAL
8	17	6	2.619047619047619	0.30357142857142855	0.11805555555555555	0.3238095238095237	0.404296875	4.0	0	CLASSICAL
20	74	8	2.763157894736842	0.19473684210526315	0.46141163472964947	0.09795321637426899	0.4026465028355387	3.0	1.0	CLASSICAL
57	242	6	2.87625313283208	0.07581453634085213	0.2781214913070653	0.03411369332421964	0.3146490154065912	4.7368421052631575	2.0	CLASSICAL
23	110	6	2.343873517786561	0.21739130434782608	0.4093370510062125	0.06399397703745531	0.251232741617357	3.8260869565217392	1.7999999999999998	CLASSICAL
14	36	5	2.4285714285714284	0.1978021978021978	0.17382554236269407	0.11904761904761903	0.24808673469387754	3.857142857142857	1.75	CLASSICAL
45	560	4	1.834848484848485	0.2828282828282828	0.5782391289327081	0.019415081042988024	0.1270189425047907	5.555555555555555	1.0	CLASSICAL
27	133	5	2.45014245014245	0.18945868945868946	0.32525363621497183	0.058005698005698	0.33445566778900115	4.37037037037037	1.0	CLASSICAL
43	457	4	1.93687707641196	0.2530454042081949	0.543635564309066	0.02285066040029171	0.1206002384246569	5.488372093023256	1.0	CLASSICAL
30	251	5	2.0229885057471266	0.2885057471264368	0.6609468432193825	0.03653530377668309	0.19328917159095188	4.866666666666666	1.0	CLASSICAL
16	43	7	2.779166666666667	0.17916666666666667	0.2990811699279071	0.12708333333333333	0.29591049382716045	4.375	2.0	CLASSICAL
35	260	5	2.085714285714286	0.2184873949579832	0.40030049894856273	0.0329004329004329	0.13852625129606935	5.542857142857143	1.0	CLASSICAL
10	28	6	2.6222222222222222	0.3111111111111111	0.2958974358974359	0.20277777777777778	0.4183673469387755	4.0	1.0	CLASSICAL
16	63	6	2.3833333333333333	0.2625	0.31256541499865803	0.09880952380952382	0.3694732795078816	4.5	0.9884615384615385	CLASSICAL
11	27	3	2.011111111111111	0.24545454545454545	0.24782807835439416	0.12638888888888888	0.24537037037037035	2.909090909090909	1.0	CLASSICAL
27	142	7	2.5484330484330484	0.2022792022792023	0.4495142508919666	0.061937321937321925	0.42275000000000007	4.296296296296297	1.0	CLASSICAL
12	31	5	2.1555555555555554	0.23484848484848486	0.15322199730094468	0.14444444444444443	0.24007561436672964	3.1666666666666665	1.0	CLASSICAL
29	240	4	1.8497536945812807	0.2955665024630542	0.6120374660481606	0.03147235905856595	0.16611813311858825	6.0	0	CLASSICAL
10	28	5	2.3222222222222224	0.3111111111111111	0.4440323565323565	0.16527777777777777	0.26	3.2	1.0	CLASSICAL
8	24	4	1.9464285714285714	0.42857142857142855	0.6061658653846154	0.15773809523809523	0.2629757785467128	3.5	1.0	CLASSICAL
11	37	4	1.9727272727272727	0.33636363636363636	0.4507627748068925	0.1080808080808081	0.23298816568047342	3.6363636363636362	1.0	CLASSICAL
22	108	4	2.1818181818181817	0.23376623376623376	0.35919498499220004	0.05909090909090909	0.2845032718619869	4.636363636363637	1.0	CLASSICAL
19	144	3	1.6871345029239766	0.42105263157894735	0.6778647544912183	0.04041967664258686	0.13880217366169498	6.2105263157894735	0	CLASSICAL
22	70	8	3.411255411255411	0.15151515151515152	0.3403629411524149	0.12056277056277058	0.5137174211248285	4.363636363636363	1.0	CLASSICAL
22	167	4	1.8246753246753247	0.36147186147186144	0.6486678001873089	0.04123376623376624	0.20602652825836215	4.818181818181818	0	CLASSICAL
20	75	4	2.110526315789474	0.19736842105263158	0.5477952874807144	0.061695906432748526	0.25221893491124253	3.8	1.0	CLASSICAL
40	225	6	2.4865384615384616	0.14423076923076922	0.3488805648117246	0.03911943319838057	0.23407708744247205	5.0	2.4499999999999993	CLASSICAL
20	92	6	2.181578947368421	0.24210526315789474	0.36947997253243614	0.06564327485380117	0.15406427221172025	3.7	1.0	CLASSICAL
21	84	7	2.723809523809524	0.2	0.3096242339353794	0.09072681704260652	0.46295857988165684	3.142857142857143	0	CLASSICAL
22	103	5	2.1333333333333333	0.22294372294372294	0.47465025335570526	0.05964912280701755	0.24488888888888888	4.818181818181818	1.0	CLASSICAL
21	70	9	3.4642857142857144	0.16666666666666666	0.22291216879841386	0.12969924812030076	0.40494838020647916	3.619047619047619	1.4666666666666663	CLASSICAL
12	38	5	2.2045454545454546	0.2878787878787879	0.2641428866832093	0.12045454545454544	0.3069526627218935	3.3333333333333335	1.0	CLASSICAL
21	113	4	1.9342105263157894	0.26904761904761904	0.5675542140464251	0.051900584795321635	0.1733782979567546	4.571428571428571	1.0	CLASSICAL
43	401	8	2.4700996677740865	0.2220376522702104	0.5137300046892788	0.03585608945790454	0.2771567075583696	4.511627906976744	1.0	CLASSICAL
13	37	4	1.9545454545454546	0.23717948717948717	0.27365108227717605	0.10606060606060605	0.29363905325443795	3.8461538461538463	1.0	CLASSICAL
11	29	5	2.4	0.2636363636363636	0.26787984742530196	0.15555555555555556	0.32312925170068024	3.6363636363636362	1.0	CLASSICAL
10	34	4	1.7916666666666667	0.37777777777777777	0.35742763469592737	0.11309523809523808	0.14555765595463135	3.8	0	CLASSICAL
22	133	4	1.9783549783549783	0.2878787878787879	0.5626563744351647	0.04891774891774892	0.27077907986111105	5.090909090909091	1.0	CLASSICAL
10	27	4	1.9166666666666667	0.3	0.165238416554206	0.13095238095238096	0.26125	3.2	1.0	CLASSICAL
21	123	5	2.1357142857142857	0.29285714285714287	0.5007960575504767	0.05977443609022556	0.2197706488605022	3.9047619047619047	1.0	CLASSICAL
27	155	5	2.2051282051282053	0.2207977207977208	0.4993370617834534	0.0482051282051282	0.2800705813155573	4.296296296296297	1.0	CLASSICAL
15	36	5	2.4395604395604398	0.17142857142857143	0.18927372627372627	0.11996336996336995	0.2594444444444445	3.8666666666666667	1.0	CLASSICAL
40	240	7	2.58974358974359	0.15384615384615385	0.3626752652836381	0.04296604296604297	0.38861886125489203	4.6	1.0	CLASSICAL
24	110	4	2.294466403162055	0.19927536231884058	0.4267108702810089	0.061641257293431194	0.3042981252857796	4.0	1.0	CLASSICAL
28	116	7	2.683862433862434	0.15343915343915343	0.31560111490554243	0.06476393976393977	0.30335937500000004	3.357142857142857	1.0	CLASSICAL
44	433	5	2.145348837209302	0.22885835095137422	0.6167528576372597	0.02727021040974529	0.18637110940948606	4.636363636363637	1.5999999999999996	CLASSICAL
18	51	5	2.573529411764706	0.16666666666666666	0.4714234449760764	0.10490196078431371	0.3994646044021416	4.0	1.5764705882352934	CLASSICAL
30	170	6	2.472413793103448	0.19540229885057472	0.36813464850903266	0.052586206896551725	0.3301388888888888	4.066666666666666	1.0	CLASSICAL
24	119	7	2.63768115942029	0.21557971014492755	0.4587808221856368	0.07444005270092226	0.33537432142406254	4.75	1.0	CLASSICAL
37	136	11	3.5735735735735736	0.1021021021021021	0.30563705635656835	0.07353067353067352	0.4867621527777779	2.4324324324324325	1.0	CLASSICAL
23	137	5	2.059288537549407	0.2707509881422925	0.5581768571980907	0.05044231131187653	0.24725855463073063	4.695652173913044	0	CLASSICAL
20	66	6	2.5921052631578947	0.1736842105263158	0.3568305133486585	0.08845029239766082	0.3380681818181818	2.9	1.0	CLASSICAL
33	153	8	2.944128787878788	0.14488636363636365	0.3438260965153367	0.06271383186705769	0.35830885868451606	5.2727272727272725	1.6999999999999993	CLASSICAL
20	90	4	2.142105263157895	0.23684210526315788	0.3939508750245146	0.06345029239766081	0.2667506826296996	4.8	0	CLASSICAL
26	160	5	2.1307692307692307	0.24615384615384617	0.49396822911530147	0.04711538461538462	0.25157024793388433	4.153846153846154	1.0	CLASSICAL
10	32	4	2.111111111111111	0.35555555555555557	0.15385110211426	0.1388888888888889	0.27882797731569	4.0	1.0	CLASSICAL
4	8	3	1.5	0.6666666666666666	0.0	0.24999999999999997	0.08000000000000002	2.0	0	CLASSICAL
17	43	5	2.698529411764706	0.15808823529411764	0.16461476310775164	0.11323529411764706	0.35791015625	3.6470588235294117	1.7999999999999998	CLASSICAL
13	34	7	2.826923076923077	0.21794871794871795	0.24439617709786565	0.16608391608391607	0.32470414201183434	3.3846153846153846	3.5	CLASSICAL
30	191	5	2.235632183908046	0.21954022988505748	0.5124441819985055	0.044129720853858787	0.243255615234375	4.466666666666667	1.0	CLASSICAL
20	95	5	2.1605263157894736	0.25	0.37811901146185234	0.06447368421052632	0.23958565382044997	4.7	1.0	CLASSICAL
2	3	1	1.0	1.5	0.0	0.0	0.0	2.0	0	CLASSICAL
26	106	12	4.016923076923077	0.16307692307692306	0.3167604794490059	0.1257051282051282	0.3421333333333333	4.230769230769231	4.0	CLASSICAL
13	30	5	2.5448717948717947	0.19230769230769232	0.21361169195177293	0.14044289044289043	0.3525519848771267	3.5384615384615383	1.0	CLASSICAL
20	105	4	2.05	0.27631578947368424	0.4991701271931849	0.05833333333333333	0.2895091921065947	5.0	0.9947368421052631	CLASSICAL
18	91	4	2.0392156862745097	0.2973856209150327	0.41499840533188664	0.06495098039215685	0.25494276795005205	4.555555555555555	1.0	CLASSICAL
19	109	4	1.9239766081871346	0.31871345029239767	0.5330046681451251	0.0543515651874785	0.16438042981252857	5.157894736842105	1.0	CLASSICAL
11	32	5	2.1555555555555554	0.2909090909090909	0.29352102443011535	0.14444444444444443	0.3005671077504726	3.6363636363636362	1.0	CLASSICAL
40	282	6	2.3205128205128207	0.18076923076923077	0.4240641369197956	0.03475033738191633	0.24505362426035504	5.25	1.6999999999999993	CLASSICAL
20	51	6	2.786842105263158	0.13421052631578947	0.3070408268739947	0.0992690058479532	0.32212968471148123	3.7	1.5999999999999996	CLASSICAL
26	75	9	3.445	0.11538461538461539	0.3088040363086361	0.10630434782608696	0.4159843360626557	2.923076923076923	1.6499999999999995	CLASSICAL
21	97	4	2.1666666666666665	0.23095238095238096	0.2738531566298637	0.061403508771929814	0.29260380622837373	3.7142857142857144	1.0	CLASSICAL
16	35	8	3.681318681318681	0.14583333333333334	0.0671875	0.22344322344322345	0.509515570934256	3.375	1.0	CLASSICAL
23	161	4	1.91699604743083	0.3181818181818182	0.6524456905899326	0.04366647844908715	0.15247165532879822	4.521739130434782	1.0	CLASSICAL
37	205	7	2.8175675675675675	0.1539039039039039	0.40725973422922535	0.05193050193050192	0.36983856358889655	4.216216216216216	1.0	CLASSICAL
25	96	6	2.618333333333333	0.16	0.2967044421435837	0.07036231884057971	0.3509333333333333	3.44	1.0	CLASSICAL
9	26	4	1.9444444444444444	0.3611111111111111	0.6185769700834263	0.1349206349206349	0.2391975308641976	3.7777777777777777	1.0	CLASSICAL
24	106	5	2.3115942028985508	0.19202898550724637	0.36688292473219547	0.05961791831357049	0.3095344174649142	4.0	1.0	CLASSICAL
26	130	6	2.4307692307692306	0.2	0.47304888076704926	0.05961538461538462	0.2919821525148728	3.923076923076923	2.0	CLASSICAL
27	170	8	2.551282051282051	0.24216524216524216	0.44976520825824823	0.06205128205128205	0.2924361341951369	4.814814814814815	2.549999999999999	CLASSICAL
40	291	7	2.530128205128205	0.18653846153846154	0.5166416130687963	0.040266531713900135	0.3142269253380364	5.15	1.0	CLASSICAL
46	247	9	3.2115942028985507	0.11932367149758454	0.31185962266677253	0.05026350461133069	0.34470235020661155	5.043478260869565	3.0	CLASSICAL
11	33	5	2.077777777777778	0.3	0.08810886083613356	0.13472222222222222	0.2693761814744801	3.6363636363636362	1.0	CLASSICAL
13	39	5	2.2243589743589745	0.25	0.280261329752903	0.11130536130536131	0.22512755102040816	4.153846153846154	1.0	CLASSICAL
30	327	4	1.8022988505747126	0.3758620689655172	0.66329746473424	0.028653530377668306	0.1658254264845058	4.6	1.0	CLASSICAL
30	226	5	2.044334975369458	0.2597701149425287	0.5903321625313124	0.038679073161831785	0.2633005023535462	3.533333333333333	1.0	CLASSICAL
17	68	4	2.2058823529411766	0.25	0.5226936785223415	0.0803921568627451	0.24777091906721532	4.588235294117647	1.0	CLASSICAL
60	661	7	2.2824858757062145	0.1867231638418079	0.48116409368009266	0.0221118254432106	0.1349890160712221	4.966666666666667	1.5999999999999996	CLASSICAL
25	69	7	3.1483333333333334	0.115	0.31206600640037174	0.09340579710144926	0.39836240655037375	4.0	1.0	CLASSICAL
21	96	5	2.2476190476190476	0.22857142857142856	0.2718410355754215	0.0656641604010025	0.2580752951659612	3.7142857142857144	1.8499999999999996	CLASSICAL
9	29	3	1.875	0.4027777777777778	0.6031154684095861	0.12499999999999997	0.2485822306238185	4.0	1.0	CLASSICAL
19	61	5	2.7485380116959064	0.1783625730994152	0.2818416605949763	0.10285517715858274	0.4526643990929705	3.0526315789473686	1.0	CLASSICAL
36	187	10	3.1555555555555554	0.1484126984126984	0.31987763456568274	0.06339869281045751	0.38886723100913345	4.888888888888889	1.6499999999999995	CLASSICAL
16	45	6	2.575	0.1875	0.14217103362323952	0.11250000000000002	0.26806640625	3.375	1.0	CLASSICAL
19	72	5	2.3859649122807016	0.21052631578947367	0.36933805675224407	0.08152734778121774	0.2861307788421491	3.0526315789473686	1.0	CLASSICAL
52	332	7	2.656862745098039	0.12518853695324283	0.47287394000541894	0.03313725490196078	0.37678372130102045	5.423076923076923	1.0	CLASSICAL
27	164	6	2.200854700854701	0.2336182336182336	0.5095992905257677	0.04803418803418804	0.20079255155432435	4.7407407407407405	1.6999999999999993	CLASSICAL
27	148	6	2.376068376068376	0.21082621082621084	0.46197022334343535	0.05504273504273503	0.31098030163127116	4.814814814814815	2.6499999999999995	CLASSICAL
33	170	5	2.42258064516129	0.16098484848484848	0.3807580615675126	0.04905450500556173	0.27408208641307613	4.7272727272727275	1.0	CLASSICAL
38	292	5	2.078828828828829	0.20768136557610242	0.42995475466072375	0.03082368082368082	0.24348072562358275	5.631578947368421	1.0	CLASSICAL
62	389	6	2.5814383923849813	0.10285563194077207	0.2664794149492796	0.02635730653974969	0.22635424540186444	3.5483870967741935	1.0	CLASSICAL
20	55	6	2.6657894736842107	0.14473684210526316	0.36210802350787963	0.09254385964912279	0.3313492063492063	4.0	1.75	CLASSICAL
25	138	5	2.236666666666667	0.23	0.41578557177952624	0.05376811594202899	0.2979600694444444	4.64	1.0	CLASSICAL
18	92	4	2.0947712418300655	0.3006535947712418	0.4643647862964657	0.06842320261437908	0.23072883847931103	5.0	1.0	CLASSICAL
