unweighted_abruptness	weighted_abruptness	branchiness_mean	branchiness_variance	repeteadness_mean	repeteadness_variance	melodic_mean	melodic_variance	pitch_in_piece	pitch_in_rules	pitch_between_rules	genre
0.5068614065772835	0.7516831601857169	1.0197941233511945	0.5538265574068456	-0.563507170541083	-0.545324184048333	-0.7372760907308739	-0.6249720529825015	-0.6359769259124389	0.45507969268386517	0.3055880243668185	JAZZ
-0.3428242860619039	0.8100040200009418	1.1280441898926743	0.41129626344203196	-1.4725407528134549	-0.8126484767226687	-1.949252276432234	-0.7806296300360709	1.3865192755584432	1.0834822259618961	8.014807358334165	JAZZ
-0.3428242860619039	-0.3564131763035567	-2.227707872893206	-1.1113096265462539	-1.308141062402494	-0.7836862679186934	-1.9782648337733475	-0.7918647565092993	1.5357198150112132	-0.37021472534276195	7.972654151540093	JAZZ
0.6201528322625085	0.635041440555267	-2.017973368969088	-0.9464458560458434	-1.4048467626442358	-0.7992676911190312	-2.3554280792078246	-0.9698712915695131	1.5522976527281875	-1.1029343518485024	1.1354040095415574	JAZZ
1.2432556735312459	1.2182500387075164	-1.1091238519645792	0.06287258319861522	-1.0599297651153534	-0.7183216183595982	-0.41932341931084094	0.08972909046298952	-0.6525547636294134	1.3903477105668645	1.2978854611841635	JAZZ
-0.002950009006228965	0.7516831601857169	0.9623280386439889	1.736768015691228	-0.5527230431326763	-0.5470242387914556	2.533725102350214	1.4031422107992721	1.5191419772942387	1.4694995220721143	0.6516786856751531	JAZZ
-0.3994699989045164	-0.4147340361187816	-2.227707872893206	-0.8659309913828523	-1.5112230329101517	-0.8179381341348785	-2.3554280792078246	-0.9698712915695131	-0.6193990881954645	-1.1029343518485024	-0.5218192061339731	JAZZ
-0.002950009006228965	0.11015370221824272	0.5444351354951296	0.43394184152119036	0.49058496209390257	0.10772202455934488	-0.05965180265013639	-0.2993463598808188	1.4362527887093666	0.07247004900445632	0.4874490022498165	JAZZ
1.1299642478460208	-0.4147340361187816	-0.1303628336520307	-1.0448529128561659	-1.6369404432244157	-0.8284754086713094	-2.3554280792078246	-0.9698712915695131	1.1875852229547499	-1.1029343518485024	0.4103688526835127	JAZZ
-0.11624143469145395	-0.12312973704265699	-2.70710102471976	-0.3401196303184212	-1.5015524628859775	-0.817941347298146	-2.3554280792078246	-0.9698712915695131	-0.7851774653652089	-1.1029343518485024	0.09000448104856283	JAZZ
0.5068614065772835	0.5183997209248172	-3.9055839042861455	-1.4384811400974555	-1.8303518437078992	-0.8284754086713094	-2.3554280792078246	-0.9698712915695131	-0.8680666539500812	-1.1029343518485024	0.6632880934479468	JAZZ
-0.22953286037667894	0.34343714147914245	1.1606243070071003	1.218380375711756	-0.44002143023237517	-0.44941312522170285	0.7589150299380297	-0.14877091569346867	1.5191419772942387	1.2613609963808825	0.6193665082225134	JAZZ
0.223632842364221	0.22679542184869256	-2.70710102471976	-1.3216341709720263	-0.8632948412904818	-0.6408969559466787	-2.3554280792078246	-0.9698712915695131	-0.7022882767803368	-1.1029343518485024	0.09000448104856283	JAZZ
0.11034141667899602	0.11015370221824272	-1.55655746033603	-1.301069104405951	-1.2501176422574487	-0.7722018728539203	-1.2993709919912884	-0.6209784828514942	-0.9841115179689023	-0.3335787440174749	-0.14605347699824242	JAZZ
0.223632842364221	1.3348917583379662	2.6663953487390795	6.880900722413928	0.2971735616104191	0.04967749874340479	0.26782673232152493	-0.7560572490111097	1.6351868413130597	2.7796138929538374	1.360636257661703	JAZZ
0.6767985451051209	-0.3564131763035567	0.6060383134593156	0.6436222155244401	-0.7085657209036956	-0.632467045025616	-0.6540027720256272	-0.6367719844807048	-0.7520217899312601	0.3217982552459931	0.050661488040761926	JAZZ
-0.3994699989045164	-0.06480887722743206	1.7470664150667683	0.6737318602222864	-0.47647204032351487	-0.4361794023921707	0.0027576495281307523	-0.5489241757630616	-0.8183331407991579	-0.4265321723638342	-0.49723329635851415	JAZZ
0.39356998089205847	0.05183284240301779	0.8483981846605179	1.2175153831063983	-1.0567062417739652	-0.7177179166339285	0.6147324785886843	1.3697093918911616	1.4694084641433154	0.24165704609692773	0.7700762173262636	JAZZ
-0.17288714753406645	-0.18145059685788192	0.5179074512043322	0.671910317148107	-1.1727530820640557	-0.7485603282205792	-1.8754021304730353	-0.7536154183971874	-0.6028212504784901	-0.9475089765291029	-0.30503128547874386	JAZZ
-0.2861785732192914	-0.2980923164883318	-1.498196554896275	-0.7501221711324507	-1.134070801967359	-0.7533994191503692	-2.3554280792078246	-0.9698712915695131	1.270474411539622	-1.1029343518485024	2.421076816760764	JAZZ
-0.22953286037667894	-0.23977145667310684	-1.6175711342048638	-0.36908995324208105	-1.0567062417739652	-0.728888117979784	-1.3953761817382464	-0.6334732666347841	-0.9178001671010045	-0.6949427416350787	-0.3391918063092649	JAZZ
-0.22953286037667894	-0.23977145667310684	-1.3887698571967357	-0.913643503775736	-0.8632948412904818	-0.6569210695618032	-1.2553686133572657	-0.3742498877974322	-0.8349109785161323	-0.7645603576635599	-0.4090894873932539	JAZZ
-0.002950009006228965	7.458582038936584	1.0152458012276024	0.6951687750192063	-0.2830606398400314	-0.3782018538224397	-0.24775111942692185	-0.5403560997056522	1.3533636001244942	1.3143220630454358	0.8747285787270137	JAZZ
-0.002950009006228965	-0.006488017412207138	0.5066086227101042	1.1336748777905084	0.8580666230125168	0.38253916272873195	-1.035356720187154	-0.6064412824882434	1.48598630186029	0.005191009224994017	0.29113549632313657	JAZZ
-0.3428242860619039	-0.23977145667310684	0.7085751820444393	0.38652245893034237	-1.1271939521724206	-0.7436123824548533	-2.135416186037713	-0.8588232332391252	1.2207408983886987	-0.8268924092239439	-0.5170016967860792	JAZZ
0.2802785552068335	0.2851162816639175	-0.702366026172351	0.06623743255745251	-0.9019771213871786	-0.683843949576148	-0.1953113099012729	0.7001046179278917	-0.8846444916670556	-0.4326624207835921	-0.40789927920142127	JAZZ
-0.3428242860619039	-0.3564131763035567	-2.4858426469536576	-1.2758633463796984	-0.6698834408069984	-0.5893703034227293	-2.3554280792078246	-0.9698712915695131	-0.7520217899312601	-1.1029343518485024	-0.6243007686255361	JAZZ
-0.22953286037667894	-0.23977145667310684	-1.55655746033603	-0.9575390151771889	-1.1824236520882296	-0.7539703956885926	-2.3554280792078246	-0.9698712915695131	-0.8680666539500812	-1.1029343518485024	-0.11714842091087843	JAZZ
5.491684136727183	5.650635384664611	-0.8294778467324221	-0.6909851126089458	-0.8632948412904818	-0.6520378951136817	-1.915404292867601	-0.7679657309688076	0.9886511703510565	-1.06731603667114	-0.30342544902944585	JAZZ
-0.3428242860619039	-0.23977145667310684	-0.07043868967371161	-0.012948116767218817	-1.2501176422574487	-0.7618659172956243	-1.6011015883388697	-0.6731937331358235	1.270474411539622	1.1562844965441974	-0.15729433214332833	JAZZ
0.223632842364221	0.22679542184869256	-1.9695730988327536	-1.0996940698521283	-1.0857179518464883	-0.7477287466000037	-2.3554280792078246	-0.9698712915695131	-0.8183331407991579	-1.1029343518485024	-0.17640378588997457	JAZZ
-0.3428242860619039	-0.3564131763035567	-3.0666458885896755	-1.009068528561503	-1.4476500242853598	-0.8099947207633601	-2.3554280792078246	-0.9698712915695131	-1.0006893556858767	-1.1029343518485024	-0.6266000344506673	JAZZ
-0.11624143469145395	0.11015370221824272	-0.9693008493485007	-0.4723027641415626	-0.8768940803869768	-0.6759806569908978	-0.8703478003095703	-0.4304048718395032	1.4694084641433154	2.0092159367735363	0.24305304725473323	JAZZ
6.454661255051595	6.642090001523434	-3.3462918938218325	-1.3112477737164325	-1.4628701827892805	-0.8097175633988464	-2.3554280792078246	-0.9698712915695131	1.0881181966529032	-1.1029343518485024	5.772256756889516	JAZZ
6.171432690838532	8.158432356719283	-0.04646903208238399	0.456659852147881	-1.41451733266841	-0.8021623201641043	-1.8273995355995565	-0.7372760857575004	1.3865192755584432	4.186385451989812	6.675539759619638	JAZZ
-0.11624143469145395	-0.12312973704265699	-1.2689215692400968	-0.6439217500445367	-0.3507546300092509	-0.413494718434612	-2.3554280792078246	-0.9698712915695131	-0.7354439522142856	-1.1029343518485024	-0.48634481911766286	JAZZ
-0.3428242860619039	-0.3564131763035567	-0.8294778467324221	-0.40471003825164426	-1.4918818928618032	-0.81675175537602	-1.915404292867601	-0.7679657309688077	-0.7520217899312601	-0.9248427759616906	-0.8137602726163485	JAZZ
0.2802785552068335	0.2851162816639175	-2.227707872893206	-1.4384811400974555	-1.6390127082295989	-0.8275064128377165	-2.3554280792078246	-0.9698712915695131	-0.934378004817979	-1.1029343518485024	0.2586173082248522	JAZZ
0.45021569373467096	0.4600788611095923	-1.3887698571967357	-0.6273684294184343	-1.5015524628859775	-0.8181394531130134	-2.3554280792078246	-0.9698712915695131	-0.7022882767803368	-1.1029343518485024	0.17431089463670743	JAZZ
0.2802785552068335	1.3348917583379662	1.8804126167274071	4.705778095148364	0.8774077630608695	0.6348455079220809	1.1193563799028716	-0.46739353848174753	1.6186090035960854	3.2987676821149234	1.6265484288297207	JAZZ
-0.3994699989045164	-0.4147340361187816	-0.10828551744949212	0.1792505820324482	-1.4435290427409322	-0.8110701027684915	-1.243789040032523	-0.46247870271366825	-0.9509558425349535	-0.9567117948045938	-0.7841881767731224	JAZZ
0.05369570383638353	6.81705258096911	-1.060489764098117	-0.7198170592912239	-0.2733900698158578	-0.3507365368882658	-1.7814840100684024	-0.722546521684339	1.5025641395772642	4.871650863554284	6.3527666333107415	JAZZ
-0.2861785732192914	-0.3564131763035567	1.9228275731840672	1.3761605882096066	-0.0896492393565479	-0.2620475557959402	0.14575975893660403	-0.5403325920090095	-0.8017553030821835	-0.4336849561475355	-0.6070562749370518	JAZZ
-0.3428242860619039	-0.3564131763035567	-2.227707872893206	-1.009068528561503	-1.4918818928618032	-0.81675175537602	-2.3554280792078246	-0.9698712915695131	-0.8514888162331068	-1.1029343518485024	-0.7732931940940391	JAZZ
-0.3428242860619039	-0.006488017412207138	1.511558711353918	2.0814169578369746	0.2971735616104191	-0.03169223869048291	-0.6581934747526769	-0.5945741801508958	1.0881181966529032	-0.31526075335483145	-0.16592570305830506	JAZZ
-0.11624143469145395	-0.23977145667310684	-0.6788992285304921	-0.5610226281620576	-1.0567062417739652	-0.7274586696815634	-1.746164375044438	-0.7118144803875464	-0.6193990881954645	-0.8234675712261207	-0.4685255089728959	JAZZ
0.16698712952160852	0.635041440555267	-1.780274264521755	-0.7921356388818589	-1.0608213779545268	-0.7286175455013405	-1.123361477455199	-0.4142271887963716	-0.7188661144973112	0.09384103811087367	0.13577081985355569	JAZZ
-0.3428242860619039	-0.3564131763035567	-2.227707872893206	-1.4384811400974555	-1.4435290427409322	-0.8073728327397884	-2.3554280792078246	-0.9698712915695131	-1.0006893556858767	-1.1029343518485024	-0.44955656591556337	JAZZ
0.6767985451051209	0.40175800129436734	-1.5285928598128142	-1.1084695960466773	0.2971735616104191	0.12043787717532499	1.4947800512691318	1.6927582888522905	-0.7520217899312601	0.7403134585800011	0.23562464997354007	JAZZ
-0.05959572184884146	-0.06480887722743206	-2.437442376817323	-1.375858467581796	0.5002555321180762	0.2876163850402426	-2.3554280792078246	-0.9698712915695131	1.3699414378414687	-1.1029343518485024	1.472629663894136	JAZZ
0.11034141667899602	0.05183284240301779	1.021512378375662	1.0857019040466933	1.070819163544353	0.8577265212979011	0.25677662065318463	-0.3085530028798757	1.9998992710864976	0.2042012781524791	-0.01498399853312688	JAZZ
-0.11624143469145395	0.05183284240301779	-0.6076896356862289	-0.15585987948115065	-1.0567062417739652	-0.7276890910515409	-1.1719158262927407	-0.6103305453678289	-0.8017553030821835	-0.520759131363338	-0.4576499816200253	JAZZ
8.493906917385646	0.5767205807400422	0.8952752606820932	2.1181822482122654	-0.0896492393565479	-0.2714358673446601	3.5810778012435147	1.9401916846845604	1.4694084641433154	3.8506879785985446	1.4054996971865665	JAZZ
-0.22953286037667894	0.9266457396313917	0.930647009728799	0.13652705446347688	-0.847821929251804	-0.6403157261905741	1.2941809722022646	0.8271580612925443	-0.7354439522142856	1.8010059326117485	0.6875683405613323	JAZZ
-0.2861785732192914	-0.06480887722743206	-0.5498318415002657	-0.7023452346072514	-0.6698834408069984	-0.601908311460072	-1.789683211056109	-0.7251123058617193	-0.8680666539500812	-0.9960794063164153	-0.7614902961916988	JAZZ
0.5068614065772835	0.22679542184869256	1.317100644134132	1.9895507163802575	-0.6698834408069984	-0.5939737496545952	0.247529530128709	-0.04878781685768915	1.48598630186029	0.5284848165568845	0.4453884398662805	JAZZ
-0.3428242860619039	-0.4147340361187816	1.050003444246491	1.80916946007494	1.070819163544353	0.7456145492575984	0.37681264062565656	-0.2447802675020148	-0.7520217899312601	0.48249483999967446	0.15744961191907855	JAZZ
