nodes	edges	diameter	avg_shortest_path	density	clustering	betweenness	modularity	repeatendess	melodic	label
0.27994476879779834	0.08158651042662474	0.8814226899040137	0.18757746191830826	-0.3124129364547832	0.7164355694068829	-0.5419514560795876	-0.06877527605605382	-0.8683226158486417	-0.38870196583890404	CLASSICAL
-0.7633114618736441	-0.437501704445764	-0.6939529846339915	-0.34536915289426784	0.31904927818339757	-1.0684774469381673	0.46553990069686213	0.11951407848693285	0.17762006899511787	-0.38870196583890404	CLASSICAL
-0.03303210040363438	-0.1921145483242711	-0.16882775978798975	-0.0674562245572161	-0.4300471971976914	-0.4598008584665735	-0.44019980751054516	-0.6043207939779789	0.48525027041975316	-0.38870196583890404	CLASSICAL
-0.13735772347077863	-0.09773487289292772	-0.16882775978798975	-0.2607508881468667	-0.0017006762173548279	0.7090040921526891	-0.46907685522776466	0.3585428821869874	-0.6395226535390695	0.450263292479904	CLASSICAL
0.6972472610663754	0.015520737624684361	0.356297465058012	0.4762864613196226	-0.8214787617891947	-0.9015546794376413	-0.6563211112755861	-0.5231695767867124	1.0492389730315848	0.37271188204707295	CLASSICAL
0.27994476879779834	-0.07885893780665904	0.8814226899040137	0.8689771727789561	-0.5916433377254238	0.4816023038008649	-0.18718464920548672	-0.2342946235833212	-0.21460843782129183	2.6569534257050043	CLASSICAL
2.7837597224092603	2.176815305002448	0.356297465058012	0.06490122163858428	-0.6826597388857706	0.2690638137450743	-1.315295515780274	-0.9086288081236086	1.6039055483275175	0.3092607280565739	CLASSICAL
-0.6589858388064999	-0.4186257693594953	-0.16882775978798975	0.04951608259360205	0.06686258184865362	-1.3791547932397579	0.6197359311356057	1.1922542411002608	-0.06009417756028187	-1.6577250456488664	CLASSICAL
1.010224130267808	0.13821431568543077	1.9316731395960174	1.361460802694327	-0.8919318386394007	-0.839218057529029	-0.467430806551182	0.7313732823478686	-0.7908453799342896	-0.38870196583890404	CLASSICAL
2.262131607073539	1.308522291034089	0.8814226899040137	0.5088071228284813	-0.790852960351386	-0.5118997928119321	-1.1309541161735948	0.30856432359160346	0.37876289300353366	-0.38870196583890404	CLASSICAL
-0.24168334653792287	-0.2393043860399428	-0.16882775978798975	-0.20836815282704743	-0.206039450256444	-0.3466474761448742	-0.3252896620085918	-0.7340722603041392	1.0492389730315848	-0.38870196583890404	CLASSICAL
-1.0762883310750768	-0.4469396719888983	-1.7442034343259951	-1.9249100948457467	2.468940864437087	1.9226404033021558	-0.9222243732518264	-1.671820017617206	1.2982729456134314	-1.6577250456488664	CLASSICAL
3.7226903300135583	8.547443396618128	-0.16882775978798975	-0.8865657953522439	0.5295693518127617	1.671920513988802	-1.5840349169404797	-1.9080642103044987	0.4243046644771372	0.4996141900280687	CLASSICAL
2.7837597224092603	1.421777901551701	0.8814226899040137	0.7017744193145805	-0.9465760490035254	-0.09206536893869749	-1.1731879431793526	0.35175993982569115	0.8907628086613183	0.18235842007557812	CLASSICAL
