unweighted_abruptness	weighted_abruptness	branchiness_mean	branchiness_variance	repeteadness_mean	repeteadness_variance	melodic_mean	melodic_variance	pitch_in_piece	pitch_in_rules	pitch_between_rules	genre
17	21	3.935483870967742	3.479708636836629	6.549999999999997	3.354462809917355	1.6129032258064515	0.23725286160249745	31	7.290322580645161	13.464285714285714	JAZZ
2	22	4.0	3.230769230769231	1.8499999999999996	0.1875	1.1538461538461537	0.13017751479289943	153	10.23076923076923	89.66666666666667	JAZZ
2	2	2.0	0.5714285714285714	2.6999999999999993	0.5306122448979592	1.1428571428571428	0.12244897959183675	162	3.4285714285714284	89.25	JAZZ
19	19	2.125	0.859375	2.1999999999999993	0.3460207612456748	1.0	0.0	163	0.0	21.666666666666668	JAZZ
30	29	2.6666666666666665	2.6222222222222222	3.98333333333335	1.3049803809398262	1.7333333333333334	0.7288888888888891	30	11.666666666666666	23.272727272727273	JAZZ
8	21	3.9012345679012346	5.545800944977899	6.605757454738699	3.3343224399852747	2.8518518518518516	1.6323731138545954	161	12.037037037037036	16.885245901639344	JAZZ
1	1	2.0	1.0	1.6499999999999995	0.12483398437499998	1.0	0.0	32	0.0	5.285714285714286	JAZZ
8	10	3.652173913043478	3.2703213610586013	12.0	11.091032633511995	1.8695652173913044	0.4612476370510396	156	5.5	15.261904761904763	JAZZ
28	1	3.25	0.6875	1.0	0.0	1.0	0.0	141	0.0	14.5	JAZZ
6	6	1.7142857142857142	1.9183673469387748	1.6999999999999993	0.12479591836734696	1.0	0.0	22	0.0	11.333333333333334	JAZZ
17	17	1.0	0.0	0	0.0	1.0	0.0	17	0.0	17.0	JAZZ
4	14	4.019417475728155	4.640399660665474	7.188461538461651	4.490711047311063	2.179611650485437	0.5648270336506739	161	11.063106796116505	16.565853658536586	JAZZ
12	12	1.7142857142857142	0.20408163265306126	5.0	2.2222222222222223	1.0	0.0	27	0.0	11.333333333333334	JAZZ
10	10	2.4	0.24	3.0	0.6666666666666666	1.4	0.24	10	3.6	9.0	JAZZ
12	31	4.91684434968017	14.530398570655706	11.0	10.403385234394728	1.9936034115138592	0.14708061883697568	168	18.16737739872068	23.892992424242426	JAZZ
20	2	3.688888888888889	3.6365432098765433	5.799999999999997	2.3220904912479843	1.6444444444444444	0.2291358024691358	24	6.666666666666667	10.944444444444445	JAZZ
1	7	4.368932038834951	3.6891318691676878	7.0	4.647489571322495	1.8932038834951457	0.2895654632858894	20	3.1650485436893203	5.528735632183908	JAZZ
15	9	3.8333333333333335	4.638888888888888	4.0	1.3121323718582414	2.125	1.609375	158	6.291666666666667	18.055555555555557	JAZZ
5	5	3.6363636363636362	3.6859504132231407	3.3999999999999986	0.9467455621301776	1.1818181818181819	0.1487603305785124	33	0.7272727272727273	7.428571428571429	JAZZ
3	3	2.4347826086956523	1.20226843100189	3.599999999999998	0.8894173602853745	1.0	0.0	146	0.0	34.375	JAZZ
4	4	2.3636363636363638	1.867768595041322	4.0	1.1798001700680019	1.3636363636363635	0.23140495867768598	14	1.9090909090909092	7.090909090909091	JAZZ
4	4	2.5	0.9166666666666666	5.0	2.0323862317355204	1.4166666666666667	0.4097222222222221	19	1.5833333333333333	6.4	JAZZ
8	136	3.9327731092436973	3.7265729821340305	8.0	5.33434349804063	1.7983193277310925	0.2954593602146742	151	11.3109243697479	19.09	JAZZ
8	8	3.6296296296296298	4.492455418381344	13.899999999999977	14.346762396802319	1.5	0.25	159	5.185185185185185	13.321428571428571	JAZZ
2	4	3.75	3.1875	3.6355555555554	1.0053633557798995	1.0833333333333333	0.07638888888888888	143	1.2916666666666667	5.333333333333333	JAZZ
13	13	2.909090909090909	2.6280991735537196	4.8	1.7134337007541003	1.8181818181818181	1.1487603305785121	16	3.1363636363636362	6.411764705882353	JAZZ
2	2	1.8461538461538463	0.2840236686390533	6.0	2.8326530612244896	1.0	0.0	24	0.0	4.2727272727272725	JAZZ
