melodic_variance	repeteadness_mean	repeteadness_variance	pitch_in_piece	weighted_abruptness	pitch_in_rules	branchiness_mean	branchiness_variance	melodic_mean	unweighted_abruptness
0.5382248520710059	4.7126291554357591	8.7700618067903999	26	0.57238581730814009	2.1692307692307691	3.4461538461538463	2.3701775147928998	1.7846153846153847	0.40222272302246737
0.17871128515485937	5.2445652173913047	12.380405245746692	19	0.31982030548066875	3.5849056603773586	4.1886792452830193	3.8889284442862238	1.8301886792452831	0.24926684636118579
0.0	1.0	0.0	13	0.5	0.0	1.0	0.0	1.0	0.5
0.36483769031887392	5.3795407098121091	11.607347596985718	26	0.58391291642258469	3.7457627118644066	3.5593220338983049	3.0939385234128123	1.6440677966101696	0.40159263588524496
0.0	3.3333333333333335	3.8888888888888897	30	0.27777777777777779	0.0	1.7777777777777777	0.1728395061728395	1.0	0.27777777777777779
0.0	1.0	0.0	10	0.67500000000067473	0.0	2.0	0.5	1.0	0.67500000000067473
0.24438957475994508	5.2677404295051398	10.170411901143906	35	0.47223880596988438	2.7037037037037037	4.0296296296296292	4.3694924554183823	1.8074074074074074	0.26258601612753246
0.44257041659639051	3.2309166666666669	3.8809629097222218	29	0.50085440874906229	3.116883116883117	3.5844155844155843	3.4376792039129702	1.8051948051948052	0.40440590111660868
0.42434210526315791	3.9622679045092943	5.5715377169097611	29	1.1667368421065738	2.1842105263157894	3.6052631578947367	4.1862880886426588	1.75	0.64125219298320657
0.0	1.0	0.0	19	1.2333333333333332	0.0	1.3333333333333333	0.22222222222222221	1.0	1.2333333333333332
0.36802930056710759	5.2093528018942203	11.041440318534425	41	0.48944099378930916	5.1195652173913047	3.8043478260869565	3.7878071833648397	1.8152173913043479	0.30868808727535235
0.27227508650519033	3.269406392694064	4.2607535289089054	23	0.48718173836785139	2.2058823529411766	4.1764705882352944	5.6747404844290656	1.6911764705882353	0.24504695534954885
0.0	1.9090909090909092	0.99173553719008245	9	0.46000000000034985	0.0	2.0	0.66666666666666663	1.0	0.46000000000034985
1.0099999999999998	2.5217391304347827	2.2495274102079397	7	0.60666666666605984	1.6000000000000001	2.3999999999999999	0.84000000000000019	1.7	0.60666666666605984
0.24000000000000005	1.25	0.1875	10	0.6450000000006445	3.0	3.3999999999999999	1.0400000000000003	1.3999999999999999	0.6450000000006445
